"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Eguineensis"
"2","TEs","Genes",0.168568070962809,0,"Eguineensis"
"3","TE.nucleotidess","Genes",0.145130536236466,0,"Eguineensis"
"4","gbM","Genes",0.367138308359343,0,"Eguineensis"
"5","TE.like","Genes",NA,NA,"Eguineensis"
"6","Unmethylated","Genes",0.781312500461443,0,"Eguineensis"
"7","Unclassified","Genes",0.629207844982051,0,"Eguineensis"
"8","Genes","TEs",0.168568070962809,0,"Eguineensis"
"9","TEs","TEs",1,NA,"Eguineensis"
"10","TE.nucleotidess","TEs",0.946997266511612,0,"Eguineensis"
"11","gbM","TEs",0.0873931862800624,0,"Eguineensis"
"12","TE.like","TEs",NA,NA,"Eguineensis"
"13","Unmethylated","TEs",0.195233058862664,0,"Eguineensis"
"14","Unclassified","TEs",0.155467511623696,0,"Eguineensis"
"15","Genes","TE.nucleotidess",0.145130536236466,0,"Eguineensis"
"16","TEs","TE.nucleotidess",0.946997266511612,0,"Eguineensis"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Eguineensis"
"18","gbM","TE.nucleotidess",0.0735298042962041,0,"Eguineensis"
"19","TE.like","TE.nucleotidess",NA,NA,"Eguineensis"
"20","Unmethylated","TE.nucleotidess",0.169548862624487,0,"Eguineensis"
"21","Unclassified","TE.nucleotidess",0.132463761460229,0,"Eguineensis"
"22","Genes","gbM",0.367138308359343,0,"Eguineensis"
"23","TEs","gbM",0.0873931862800624,0,"Eguineensis"
"24","TE.nucleotidess","gbM",0.0735298042962041,0,"Eguineensis"
"25","gbM","gbM",1,NA,"Eguineensis"
"26","TE.like","gbM",NA,NA,"Eguineensis"
"27","Unmethylated","gbM",0.192224155534457,0,"Eguineensis"
"28","Unclassified","gbM",0.165958300230004,0,"Eguineensis"
"29","Genes","TE.like",NA,NA,"Eguineensis"
"30","TEs","TE.like",NA,NA,"Eguineensis"
"31","TE.nucleotidess","TE.like",NA,NA,"Eguineensis"
"32","gbM","TE.like",NA,NA,"Eguineensis"
"33","TE.like","TE.like",1,NA,"Eguineensis"
"34","Unmethylated","TE.like",NA,NA,"Eguineensis"
"35","Unclassified","TE.like",NA,NA,"Eguineensis"
"36","Genes","Unmethylated",0.781312500461443,0,"Eguineensis"
"37","TEs","Unmethylated",0.195233058862664,0,"Eguineensis"
"38","TE.nucleotidess","Unmethylated",0.169548862624487,0,"Eguineensis"
"39","gbM","Unmethylated",0.192224155534457,0,"Eguineensis"
"40","TE.like","Unmethylated",NA,NA,"Eguineensis"
"41","Unmethylated","Unmethylated",1,NA,"Eguineensis"
"42","Unclassified","Unmethylated",0.317907002392583,0,"Eguineensis"
"43","Genes","Unclassified",0.629207844982051,0,"Eguineensis"
"44","TEs","Unclassified",0.155467511623696,0,"Eguineensis"
"45","TE.nucleotidess","Unclassified",0.132463761460229,0,"Eguineensis"
"46","gbM","Unclassified",0.165958300230004,0,"Eguineensis"
"47","TE.like","Unclassified",NA,NA,"Eguineensis"
"48","Unmethylated","Unclassified",0.317907002392583,0,"Eguineensis"
"49","Unclassified","Unclassified",1,NA,"Eguineensis"
