Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
GSMUA_Achr1G10080_001,unM,GSMUA_Achr10G06050_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G10100_001,gbM,GSMUA_Achr10G06080_001,gbM,wgd,Same,gbM-gbM
GSMUA_Achr1G10110_001,unM,GSMUA_Achr10G06100_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G10220_001,unM,GSMUA_Achr10G06150_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G10360_001,gbM,GSMUA_Achr10G06220_001,gbM,wgd,Same,gbM-gbM
GSMUA_Achr1G10370_001,unM,GSMUA_Achr10G06230_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G06280_001,unM,GSMUA_Achr10G06430_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G06360_001,gbM,GSMUA_Achr10G06550_001,gbM,wgd,Same,gbM-gbM
GSMUA_Achr1G06380_001,unM,GSMUA_Achr10G06570_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G06580_001,unM,GSMUA_Achr10G06700_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G06710_001,gbM,GSMUA_Achr10G06720_001,gbM,wgd,Same,gbM-gbM
GSMUA_Achr1G06720_001,unM,GSMUA_Achr10G06730_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G06930_001,gbM,GSMUA_Achr10G06870_001,gbM,wgd,Same,gbM-gbM
GSMUA_Achr1G07020_001,unM,GSMUA_Achr10G07000_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G07110_001,unM,GSMUA_Achr10G07180_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G07130_001,teM,GSMUA_Achr10G07190_001,teM,wgd,Same,teM-teM
GSMUA_Achr1G07160_001,unM,GSMUA_Achr10G07220_001,unM,wgd,Same,unM-unM
GSMUA_Achr1G07340_001,unM,GSMUA_Achr10G07310_001,unM,wgd,Same,unM-unM
