Feature	Duplication
evm_27.TU.AmTr_v1.0_scaffold00001.10	dispersed
evm_27.TU.AmTr_v1.0_scaffold00153.10	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.100	dispersed
evm_27.TU.AmTr_v1.0_scaffold00023.184	dispersed
evm_27.TU.AmTr_v1.0_scaffold00058.111	dispersed
evm_27.TU.AmTr_v1.0_scaffold00080.55	dispersed
evm_27.TU.AmTr_v1.0_scaffold00204.14	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.108	dispersed
evm_27.TU.AmTr_v1.0_scaffold00004.215	dispersed
evm_27.TU.AmTr_v1.0_scaffold00008.231	dispersed
evm_27.TU.AmTr_v1.0_scaffold00023.224	dispersed
evm_27.TU.AmTr_v1.0_scaffold00043.78	dispersed
evm_27.TU.AmTr_v1.0_scaffold00047.14	dispersed
evm_27.TU.AmTr_v1.0_scaffold00052.10	dispersed
evm_27.TU.AmTr_v1.0_scaffold00074.19	dispersed
evm_27.TU.AmTr_v1.0_scaffold00081.11	dispersed
evm_27.TU.AmTr_v1.0_scaffold00085.106	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.113	dispersed
evm_27.TU.AmTr_v1.0_scaffold00023.135	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.116	dispersed
evm_27.TU.AmTr_v1.0_scaffold00085.89	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.117	dispersed
evm_27.TU.AmTr_v1.0_scaffold00009.130	dispersed
evm_27.TU.AmTr_v1.0_scaffold00029.302	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.118	dispersed
evm_27.TU.AmTr_v1.0_scaffold00080.38	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.119	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.140	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.12	dispersed
evm_27.TU.AmTr_v1.0_scaffold00016.91	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.124	dispersed
evm_27.TU.AmTr_v1.0_scaffold00007.115	dispersed
evm_27.TU.AmTr_v1.0_scaffold00010.99	dispersed
evm_27.TU.AmTr_v1.0_scaffold00013.144	dispersed
evm_27.TU.AmTr_v1.0_scaffold00021.135	dispersed
evm_27.TU.AmTr_v1.0_scaffold00023.158	dispersed
evm_27.TU.AmTr_v1.0_scaffold00023.193	dispersed
evm_27.TU.AmTr_v1.0_scaffold00025.19	dispersed
evm_27.TU.AmTr_v1.0_scaffold00027.85	dispersed
evm_27.TU.AmTr_v1.0_scaffold00038.29	dispersed
evm_27.TU.AmTr_v1.0_scaffold00056.89	dispersed
evm_27.TU.AmTr_v1.0_scaffold00061.244	dispersed
evm_27.TU.AmTr_v1.0_scaffold00066.202	dispersed
evm_27.TU.AmTr_v1.0_scaffold00120.22	dispersed
evm_27.TU.AmTr_v1.0_scaffold00134.8	dispersed
evm_27.TU.AmTr_v1.0_scaffold00156.5	dispersed
evm_27.TU.AmTr_v1.0_scaffold00157.35	dispersed
evm_27.TU.AmTr_v1.0_scaffold00161.11	dispersed
evm_27.TU.AmTr_v1.0_scaffold00174.15	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.125	dispersed
evm_27.TU.AmTr_v1.0_scaffold00006.219	dispersed
evm_27.TU.AmTr_v1.0_scaffold00011.48	dispersed
evm_27.TU.AmTr_v1.0_scaffold00015.71	dispersed
evm_27.TU.AmTr_v1.0_scaffold00021.8	dispersed
evm_27.TU.AmTr_v1.0_scaffold00024.139	dispersed
evm_27.TU.AmTr_v1.0_scaffold00026.47	dispersed
evm_27.TU.AmTr_v1.0_scaffold00028.88	dispersed
evm_27.TU.AmTr_v1.0_scaffold00043.20	dispersed
evm_27.TU.AmTr_v1.0_scaffold00056.188	dispersed
evm_27.TU.AmTr_v1.0_scaffold00065.152	dispersed
evm_27.TU.AmTr_v1.0_scaffold00074.110	dispersed
evm_27.TU.AmTr_v1.0_scaffold00119.89	dispersed
evm_27.TU.AmTr_v1.0_scaffold00141.18	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.126	dispersed
evm_27.TU.AmTr_v1.0_scaffold00024.53	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.129	dispersed
evm_27.TU.AmTr_v1.0_scaffold00071.104	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.131	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.341	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.342	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.343	dispersed
evm_27.TU.AmTr_v1.0_scaffold00011.98	dispersed
evm_27.TU.AmTr_v1.0_scaffold00059.122	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.138	dispersed
evm_27.TU.AmTr_v1.0_scaffold00002.354	dispersed
evm_27.TU.AmTr_v1.0_scaffold00031.68	dispersed
evm_27.TU.AmTr_v1.0_scaffold00042.2	dispersed
evm_27.TU.AmTr_v1.0_scaffold00049.40	dispersed
evm_27.TU.AmTr_v1.0_scaffold00055.6	dispersed
evm_27.TU.AmTr_v1.0_scaffold00123.4	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.141	dispersed
evm_27.TU.AmTr_v1.0_scaffold00098.1	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.143	dispersed
evm_27.TU.AmTr_v1.0_scaffold00115.1	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.145	dispersed
evm_27.TU.AmTr_v1.0_scaffold00010.325	dispersed
evm_27.TU.AmTr_v1.0_scaffold00037.60	dispersed
evm_27.TU.AmTr_v1.0_scaffold00158.18	dispersed
evm_27.TU.AmTr_v1.0_scaffold00269.4	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.156	dispersed
evm_27.TU.AmTr_v1.0_scaffold00109.136	dispersed
evm_27.TU.AmTr_v1.0_scaffold00225.3	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.158	dispersed
evm_27.TU.AmTr_v1.0_scaffold00030.44	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.160	dispersed
evm_27.TU.AmTr_v1.0_scaffold00037.71	dispersed
evm_27.TU.AmTr_v1.0_scaffold00084.20	dispersed
evm_27.TU.AmTr_v1.0_scaffold00099.105	dispersed
evm_27.TU.AmTr_v1.0_scaffold00156.6	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.161	dispersed
evm_27.TU.AmTr_v1.0_scaffold00017.60	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.162	dispersed
evm_27.TU.AmTr_v1.0_scaffold00032.238	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.163	dispersed
evm_27.TU.AmTr_v1.0_scaffold00031.44	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.167	dispersed
evm_27.TU.AmTr_v1.0_scaffold00003.208	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.172	dispersed
evm_27.TU.AmTr_v1.0_scaffold00002.220	dispersed
evm_27.TU.AmTr_v1.0_scaffold00002.221	dispersed
evm_27.TU.AmTr_v1.0_scaffold00003.358	dispersed
evm_27.TU.AmTr_v1.0_scaffold00171.24	dispersed
evm_27.TU.AmTr_v1.0_scaffold00175.9	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.174	dispersed
evm_27.TU.AmTr_v1.0_scaffold00061.36	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.175	dispersed
evm_27.TU.AmTr_v1.0_scaffold00040.47	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.179	dispersed
evm_27.TU.AmTr_v1.0_scaffold00017.213	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.186	dispersed
evm_27.TU.AmTr_v1.0_scaffold00003.283	dispersed
evm_27.TU.AmTr_v1.0_scaffold00007.191	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.189	dispersed
evm_27.TU.AmTr_v1.0_scaffold00007.25	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.19	dispersed
evm_27.TU.AmTr_v1.0_scaffold00019.379	dispersed
evm_27.TU.AmTr_v1.0_scaffold00071.103	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.190	dispersed
evm_27.TU.AmTr_v1.0_scaffold00090.44	dispersed
evm_27.TU.AmTr_v1.0_scaffold02017.1	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.192	dispersed
evm_27.TU.AmTr_v1.0_scaffold00003.302	dispersed
evm_27.TU.AmTr_v1.0_scaffold00007.33	dispersed
evm_27.TU.AmTr_v1.0_scaffold00009.309	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.196	dispersed
evm_27.TU.AmTr_v1.0_scaffold00017.215	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.199	dispersed
evm_27.TU.AmTr_v1.0_scaffold00065.83	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.201	dispersed
evm_27.TU.AmTr_v1.0_scaffold00024.152	dispersed
evm_27.TU.AmTr_v1.0_scaffold00054.57	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.205	dispersed
evm_27.TU.AmTr_v1.0_scaffold00060.82	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.206	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.220	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.207	dispersed
evm_27.TU.AmTr_v1.0_scaffold00006.24	dispersed
evm_27.TU.AmTr_v1.0_scaffold00015.39	dispersed
evm_27.TU.AmTr_v1.0_scaffold00100.51	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.212	dispersed
evm_27.TU.AmTr_v1.0_scaffold00004.298	dispersed
evm_27.TU.AmTr_v1.0_scaffold00015.79	dispersed
evm_27.TU.AmTr_v1.0_scaffold00037.11	dispersed
evm_27.TU.AmTr_v1.0_scaffold00047.128	dispersed
evm_27.TU.AmTr_v1.0_scaffold00074.16	dispersed
evm_27.TU.AmTr_v1.0_scaffold00087.1	dispersed
evm_27.TU.AmTr_v1.0_scaffold00088.64	dispersed
evm_27.TU.AmTr_v1.0_scaffold00098.15	dispersed
evm_27.TU.AmTr_v1.0_scaffold00125.20	dispersed
evm_27.TU.AmTr_v1.0_scaffold00137.35	dispersed
evm_27.TU.AmTr_v1.0_scaffold00190.12	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.215	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.324	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.218	dispersed
evm_27.TU.AmTr_v1.0_scaffold00005.156	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.222	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.368	dispersed
evm_27.TU.AmTr_v1.0_scaffold00047.198	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.224	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.234	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.225	dispersed
evm_27.TU.AmTr_v1.0_scaffold00066.97	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.226	dispersed
evm_27.TU.AmTr_v1.0_scaffold00001.409	dispersed
evm_27.TU.AmTr_v1.0_scaffold00002.466	dispersed
evm_27.TU.AmTr_v1.0_scaffold00053.185	dispersed
