Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Seita.1G257600,unM,Seita.2G156100,unM,wgd,Same,unM-unM
Seita.1G257300,unM,Seita.2G156200,unM,wgd,Same,unM-unM
Seita.1G256700,gbM,Seita.2G156900,gbM,wgd,Same,gbM-gbM
Seita.1G255500,unM,Seita.2G157800,unM,wgd,Same,unM-unM
Seita.1G255400,unM,Seita.2G158200,unM,wgd,Same,unM-unM
Seita.1G255300,gbM,Seita.2G158300,gbM,wgd,Same,gbM-gbM
Seita.1G337500,unM,Seita.2G222900,unM,wgd,Same,unM-unM
Seita.1G336900,unM,Seita.2G223700,unM,wgd,Same,unM-unM
Seita.1G336000,unM,Seita.2G224500,unM,wgd,Same,unM-unM
Seita.1G335200,unM,Seita.2G225400,unM,wgd,Same,unM-unM
Seita.1G332200,unM,Seita.2G228400,unM,wgd,Same,unM-unM
Seita.1G331800,gbM,Seita.2G229400,gbM,wgd,Same,gbM-gbM
Seita.1G329900,unM,Seita.2G231100,unM,wgd,Same,unM-unM
Seita.3G135600,unM,Seita.3G142300,unM,wgd,Same,unM-unM
Seita.3G134500,gbM,Seita.3G142800,gbM,wgd,Same,gbM-gbM
Seita.3G134400,unM,Seita.3G143000,unM,wgd,Same,unM-unM
Seita.3G132700,gbM,Seita.3G143700,gbM,wgd,Same,gbM-gbM
Seita.3G131100,unM,Seita.3G145000,unM,wgd,Same,unM-unM
Seita.2G037800,gbM,Seita.3G388400,gbM,wgd,Same,gbM-gbM
Seita.2G037300,unM,Seita.3G389200,unM,wgd,Same,unM-unM
Seita.2G035400,unM,Seita.3G391000,unM,wgd,Same,unM-unM
Seita.2G034800,unM,Seita.3G391200,unM,wgd,Same,unM-unM
Seita.1G340600,unM,Seita.4G038400,unM,wgd,Same,unM-unM
Seita.1G341200,Unclassified,Seita.4G040000,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Seita.1G342500,gbM,Seita.4G041400,gbM,wgd,Same,gbM-gbM
Seita.1G342900,unM,Seita.4G041800,unM,wgd,Same,unM-unM
Seita.1G343700,gbM,Seita.4G042600,gbM,wgd,Same,gbM-gbM
Seita.1G344200,unM,Seita.4G043000,unM,wgd,Same,unM-unM
Seita.1G345300,unM,Seita.4G043200,unM,wgd,Same,unM-unM
Seita.1G346900,gbM,Seita.4G044900,gbM,wgd,Same,gbM-gbM
Seita.1G347000,gbM,Seita.4G045100,gbM,wgd,Same,gbM-gbM
Seita.1G347500,unM,Seita.4G045500,unM,wgd,Same,unM-unM
Seita.1G347800,unM,Seita.4G045700,unM,wgd,Same,unM-unM
Seita.1G348800,gbM,Seita.4G046100,gbM,wgd,Same,gbM-gbM
Seita.1G349500,unM,Seita.4G047600,unM,wgd,Same,unM-unM
Seita.1G350100,gbM,Seita.4G048800,gbM,wgd,Same,gbM-gbM
Seita.1G350200,gbM,Seita.4G049200,gbM,wgd,Same,gbM-gbM
Seita.1G350300,unM,Seita.4G049300,unM,wgd,Same,unM-unM
