Feature	Duplication
CsaV3_1G000010	dispersed
CsaV3_3G007330	dispersed
CsaV3_5G000080	dispersed
CsaV3_1G000380	dispersed
CsaV3_3G004070	dispersed
CsaV3_1G000420	dispersed
CsaV3_2G012340	dispersed
CsaV3_1G000470	dispersed
CsaV3_2G034040	dispersed
CsaV3_1G000490	dispersed
CsaV3_1G043430	dispersed
CsaV3_6G016260	dispersed
CsaV3_1G000720	dispersed
CsaV3_6G042760	dispersed
CsaV3_1G000760	dispersed
CsaV3_1G042280	dispersed
CsaV3_1G000770	dispersed
CsaV3_1G009240	dispersed
CsaV3_1G000860	dispersed
CsaV3_4G004340	dispersed
CsaV3_1G000950	dispersed
CsaV3_4G011820	dispersed
CsaV3_1G001080	dispersed
CsaV3_1G036130	dispersed
CsaV3_1G038250	dispersed
CsaV3_1G038900	dispersed
CsaV3_1G042570	dispersed
CsaV3_2G031990	dispersed
CsaV3_3G033380	dispersed
CsaV3_3G048440	dispersed
CsaV3_6G046330	dispersed
CsaV3_7G023920	dispersed
CsaV3_1G001100	dispersed
CsaV3_3G028840	dispersed
CsaV3_6G036910	dispersed
CsaV3_1G001130	dispersed
CsaV3_6G008020	dispersed
CsaV3_1G001160	dispersed
CsaV3_3G043910	dispersed
CsaV3_1G001390	dispersed
CsaV3_1G029060	dispersed
CsaV3_1G001400	dispersed
CsaV3_4G005370	dispersed
CsaV3_1G001600	dispersed
CsaV3_1G030610	dispersed
CsaV3_2G004110	dispersed
CsaV3_1G001680	dispersed
CsaV3_6G010020	dispersed
CsaV3_1G001690	dispersed
CsaV3_1G045750	dispersed
CsaV3_2G002140	dispersed
CsaV3_1G001860	dispersed
CsaV3_4G027940	dispersed
CsaV3_1G001890	dispersed
CsaV3_6G036020	dispersed
CsaV3_1G001960	dispersed
CsaV3_6G036080	dispersed
CsaV3_1G002000	dispersed
CsaV3_3G046840	dispersed
CsaV3_1G002160	dispersed
CsaV3_6G036250	dispersed
CsaV3_1G002340	dispersed
CsaV3_1G002680	dispersed
CsaV3_3G028420	dispersed
CsaV3_3G037430	dispersed
CsaV3_3G048790	dispersed
CsaV3_6G052180	dispersed
CsaV3_1G002400	dispersed
CsaV3_1G002610	dispersed
CsaV3_1G002450	dispersed
CsaV3_7G000540	dispersed
CsaV3_1G002620	dispersed
CsaV3_1G017160	dispersed
CsaV3_3G017800	dispersed
CsaV3_6G038880	dispersed
CsaV3_1G002720	dispersed
CsaV3_1G028910	dispersed
CsaV3_1G039380	dispersed
CsaV3_5G039080	dispersed
CsaV3_6G008490	dispersed
CsaV3_6G049300	dispersed
CsaV3_1G002790	dispersed
CsaV3_4G008770	dispersed
CsaV3_1G003160	dispersed
CsaV3_5G033670	dispersed
CsaV3_1G003690	dispersed
CsaV3_1G003790	dispersed
CsaV3_3G046590	dispersed
CsaV3_1G003880	dispersed
CsaV3_1G029930	dispersed
CsaV3_6G022320	dispersed
CsaV3_6G024080	dispersed
CsaV3_UNG044250	dispersed
CsaV3_1G003940	dispersed
CsaV3_2G033720	dispersed
CsaV3_1G004000	dispersed
CsaV3_5G010030	dispersed
CsaV3_5G010050	dispersed
CsaV3_1G004010	dispersed
CsaV3_2G033830	dispersed
CsaV3_1G004150	dispersed
CsaV3_3G009990	dispersed
CsaV3_1G004340	dispersed
CsaV3_5G029620	dispersed
CsaV3_1G004380	dispersed
CsaV3_7G006560	dispersed
CsaV3_1G004390	dispersed
CsaV3_2G024290	dispersed
CsaV3_1G004500	dispersed
CsaV3_3G038280	dispersed
CsaV3_1G004560	dispersed
CsaV3_3G040310	dispersed
CsaV3_1G004570	dispersed
CsaV3_6G007580	dispersed
CsaV3_1G004600	dispersed
CsaV3_2G035400	dispersed
CsaV3_1G004660	dispersed
CsaV3_6G051860	dispersed
CsaV3_1G004710	dispersed
CsaV3_4G000860	dispersed
CsaV3_1G004720	dispersed
CsaV3_3G033350	dispersed
CsaV3_6G018960	dispersed
CsaV3_1G004730	dispersed
CsaV3_1G036520	dispersed
CsaV3_2G018310	dispersed
CsaV3_3G041200	dispersed
CsaV3_3G049640	dispersed
CsaV3_4G024790	dispersed
CsaV3_4G030420	dispersed
CsaV3_5G010660	dispersed
CsaV3_5G024530	dispersed
CsaV3_5G024690	dispersed
CsaV3_6G018950	dispersed
CsaV3_1G004810	dispersed
CsaV3_5G039300	dispersed
CsaV3_1G004820	dispersed
CsaV3_4G009830	dispersed
CsaV3_1G004920	dispersed
CsaV3_3G001260	dispersed
CsaV3_1G004940	dispersed
CsaV3_5G005470	dispersed
CsaV3_1G004950	dispersed
CsaV3_1G007270	dispersed
CsaV3_3G021010	dispersed
CsaV3_1G005010	dispersed
CsaV3_3G020180	dispersed
CsaV3_1G005020	dispersed
CsaV3_3G017810	dispersed
CsaV3_1G005090	dispersed
CsaV3_3G020490	dispersed
CsaV3_1G005130	dispersed
CsaV3_7G003920	dispersed
CsaV3_1G005170	dispersed
CsaV3_5G020420	dispersed
CsaV3_1G005230	dispersed
CsaV3_5G020580	dispersed
CsaV3_1G005240	dispersed
CsaV3_1G009120	dispersed
CsaV3_1G005280	dispersed
CsaV3_5G032540	dispersed
CsaV3_1G005780	dispersed
CsaV3_1G005910	dispersed
CsaV3_1G039490	dispersed
CsaV3_1G006000	dispersed
CsaV3_4G029070	dispersed
CsaV3_1G006410	dispersed
CsaV3_1G007300	dispersed
CsaV3_1G006560	dispersed
CsaV3_6G003400	dispersed
CsaV3_1G006690	dispersed
CsaV3_6G022530	dispersed
CsaV3_1G006700	dispersed
CsaV3_3G002330	dispersed
CsaV3_1G006890	dispersed
CsaV3_5G027690	dispersed
CsaV3_1G006950	dispersed
CsaV3_5G028770	dispersed
CsaV3_1G006980	dispersed
CsaV3_2G030670	dispersed
CsaV3_7G035250	dispersed
CsaV3_1G007070	dispersed
CsaV3_4G035610	dispersed
CsaV3_1G007210	dispersed
CsaV3_1G024150	dispersed
CsaV3_1G007260	dispersed
CsaV3_5G037080	dispersed
CsaV3_1G007520	dispersed
CsaV3_4G003990	dispersed
CsaV3_1G007720	dispersed
CsaV3_UNG210040	dispersed
CsaV3_1G007770	dispersed
CsaV3_3G003570	dispersed
CsaV3_1G007910	dispersed
CsaV3_4G012170	dispersed
CsaV3_1G007960	dispersed
CsaV3_4G025480	dispersed
CsaV3_1G008160	dispersed
CsaV3_2G025290	dispersed
CsaV3_1G008550	dispersed
CsaV3_3G031650	dispersed
CsaV3_1G008820	dispersed
CsaV3_1G015310	dispersed
CsaV3_1G009010	dispersed
CsaV3_4G025420	dispersed
CsaV3_1G009040	dispersed
CsaV3_2G031110	dispersed
CsaV3_3G035130	dispersed
CsaV3_1G009070	dispersed
CsaV3_4G016070	dispersed
CsaV3_5G012580	dispersed
CsaV3_5G025660	dispersed
CsaV3_1G009110	dispersed
CsaV3_2G008180	dispersed
CsaV3_6G033820	dispersed
CsaV3_1G009190	dispersed
CsaV3_3G015410	dispersed
CsaV3_1G009300	dispersed
CsaV3_3G027140	dispersed
CsaV3_1G009350	dispersed
CsaV3_3G007170	dispersed
CsaV3_1G009450	dispersed
CsaV3_6G001160	dispersed
CsaV3_1G009530	dispersed
CsaV3_2G034230	dispersed
CsaV3_1G009580	dispersed
CsaV3_6G002420	dispersed
CsaV3_1G009590	dispersed
CsaV3_7G029130	dispersed
CsaV3_1G009630	dispersed
CsaV3_1G045240	dispersed
CsaV3_1G009840	dispersed
CsaV3_6G048340	dispersed
CsaV3_1G009900	dispersed
CsaV3_3G027730	dispersed
CsaV3_1G009970	dispersed
CsaV3_6G053170	dispersed
CsaV3_1G009980	dispersed
CsaV3_6G013360	dispersed
CsaV3_1G010080	dispersed
CsaV3_1G037390	dispersed
CsaV3_4G007780	dispersed
CsaV3_5G039510	dispersed
CsaV3_1G010140	dispersed
CsaV3_6G052850	dispersed
CsaV3_1G010160	dispersed
CsaV3_6G046720	dispersed
CsaV3_1G010230	dispersed
CsaV3_2G033700	dispersed
CsaV3_4G032650	dispersed
CsaV3_6G037930	dispersed
CsaV3_1G010300	dispersed
CsaV3_5G006640	dispersed
CsaV3_1G010400	dispersed
CsaV3_6G048820	dispersed
CsaV3_1G010660	dispersed
CsaV3_4G037070	dispersed
CsaV3_7G001430	dispersed
CsaV3_7G003530	dispersed
CsaV3_1G010680	dispersed
CsaV3_5G024150	dispersed
CsaV3_5G037090	dispersed
CsaV3_1G011010	dispersed
CsaV3_4G003040	dispersed
CsaV3_1G011060	dispersed
CsaV3_3G005490	dispersed
CsaV3_5G015180	dispersed
CsaV3_1G011300	dispersed
CsaV3_2G035250	dispersed
CsaV3_3G012210	dispersed
CsaV3_UNG229040	dispersed
CsaV3_1G011320	dispersed
CsaV3_3G022850	dispersed
CsaV3_1G011350	dispersed
CsaV3_4G007850	dispersed
CsaV3_5G012460	dispersed
CsaV3_5G039310	dispersed
CsaV3_7G002090	dispersed
CsaV3_7G003040	dispersed
CsaV3_7G029560	dispersed
CsaV3_1G011450	dispersed
CsaV3_3G041180	dispersed
CsaV3_1G011810	dispersed
CsaV3_7G005640	dispersed
CsaV3_1G011840	dispersed
CsaV3_3G044390	dispersed
CsaV3_1G011860	dispersed
CsaV3_3G044460	dispersed
CsaV3_1G011890	dispersed
CsaV3_5G029230	dispersed
CsaV3_1G011900	dispersed
CsaV3_3G006410	dispersed
CsaV3_7G004240	dispersed
CsaV3_1G012100	dispersed
CsaV3_2G033110	dispersed
CsaV3_3G027290	dispersed
CsaV3_5G030520	dispersed
CsaV3_5G034060	dispersed
CsaV3_6G001170	dispersed
CsaV3_1G012130	dispersed
CsaV3_3G033880	dispersed
CsaV3_1G012300	dispersed
CsaV3_6G012910	dispersed
CsaV3_1G012630	dispersed
CsaV3_4G036240	dispersed
CsaV3_1G012750	dispersed
CsaV3_5G026040	dispersed
CsaV3_1G012810	dispersed
CsaV3_6G013900	dispersed
CsaV3_1G012840	dispersed
CsaV3_6G002190	dispersed
CsaV3_1G013120	dispersed
CsaV3_1G035860	dispersed
CsaV3_1G013130	dispersed
CsaV3_6G014290	dispersed
CsaV3_1G013260	dispersed
CsaV3_6G050990	dispersed
CsaV3_1G013270	dispersed
CsaV3_4G027010	dispersed
CsaV3_1G013310	dispersed
CsaV3_2G021050	dispersed
CsaV3_6G014310	dispersed
CsaV3_1G013340	dispersed
CsaV3_2G021060	dispersed
CsaV3_1G013480	dispersed
CsaV3_1G033770	dispersed
CsaV3_1G013770	dispersed
CsaV3_6G039760	dispersed
CsaV3_1G013880	dispersed
CsaV3_2G034140	dispersed
CsaV3_1G014010	dispersed
CsaV3_6G036470	dispersed
CsaV3_1G014020	dispersed
CsaV3_3G002360	dispersed
CsaV3_1G014080	dispersed
CsaV3_6G045380	dispersed
CsaV3_1G014150	dispersed
CsaV3_6G014430	dispersed
CsaV3_1G014230	dispersed
CsaV3_3G014400	dispersed
CsaV3_7G018500	dispersed
CsaV3_1G014280	dispersed
CsaV3_3G036480	dispersed
CsaV3_1G014320	dispersed
CsaV3_4G022020	dispersed
CsaV3_1G014340	dispersed
CsaV3_4G021990	dispersed
CsaV3_1G014350	dispersed
CsaV3_4G021980	dispersed
CsaV3_1G014410	dispersed
CsaV3_2G024670	dispersed
CsaV3_3G022050	dispersed
CsaV3_6G018690	dispersed
CsaV3_UNG044320	dispersed
CsaV3_UNG117960	dispersed
CsaV3_UNG167260	dispersed
CsaV3_UNG222510	dispersed
CsaV3_UNG239520	dispersed
CsaV3_1G014430	dispersed
CsaV3_3G016910	dispersed
CsaV3_3G026750	dispersed
CsaV3_3G027700	dispersed
CsaV3_4G002410	dispersed
CsaV3_4G009370	dispersed
CsaV3_4G031220	dispersed
CsaV3_5G013110	dispersed
CsaV3_5G029410	dispersed
CsaV3_6G004340	dispersed
CsaV3_7G028020	dispersed
CsaV3_7G032800	dispersed
CsaV3_1G014450	dispersed
CsaV3_6G014480	dispersed
CsaV3_1G014530	dispersed
CsaV3_3G036900	dispersed
CsaV3_1G014560	dispersed
CsaV3_6G014780	dispersed
CsaV3_1G014600	dispersed
CsaV3_6G040490	dispersed
CsaV3_1G014760	dispersed
CsaV3_1G040680	dispersed
CsaV3_6G004200	dispersed
CsaV3_1G014810	dispersed
CsaV3_6G049820	dispersed
