Feature	Duplication
MELO3C000001.2	dispersed
MELO3C026474.2	dispersed
MELO3C030693.2	dispersed
MELO3C031866.2	dispersed
MELO3C032598.2	dispersed
MELO3C032947.2	dispersed
MELO3C000009.2	dispersed
MELO3C009361.2	dispersed
MELO3C000027.2	dispersed
MELO3C001165.2	dispersed
MELO3C001701.2	dispersed
MELO3C000034.2	dispersed
MELO3C010077.2	dispersed
MELO3C000047.2	dispersed
MELO3C008554.2	dispersed
MELO3C000049.2	dispersed
MELO3C027474.2	dispersed
MELO3C033033.2	dispersed
MELO3C000051.2	dispersed
MELO3C010809.2	dispersed
MELO3C034797.2	dispersed
MELO3C035377.2	dispersed
MELO3C000061.2	dispersed
MELO3C023031.2	dispersed
MELO3C000062.2	dispersed
MELO3C008693.2	dispersed
MELO3C000082.2	dispersed
MELO3C029967.2	dispersed
MELO3C000083.2	dispersed
MELO3C006909.2	dispersed
MELO3C021220.2	dispersed
MELO3C000087.2	dispersed
MELO3C032275.2	dispersed
MELO3C000090.2	dispersed
MELO3C003264.2	dispersed
MELO3C012803.2	dispersed
MELO3C014195.2	dispersed
MELO3C019431.2	dispersed
MELO3C019750.2	dispersed
MELO3C020246.2	dispersed
MELO3C023857.2	dispersed
MELO3C025084.2	dispersed
MELO3C025678.2	dispersed
MELO3C026049.2	dispersed
MELO3C030497.2	dispersed
MELO3C031226.2	dispersed
MELO3C031790.2	dispersed
MELO3C032427.2	dispersed
MELO3C032797.2	dispersed
MELO3C033835.2	dispersed
MELO3C035487.2	dispersed
MELO3C000101.2	dispersed
MELO3C028163.2	dispersed
MELO3C000106.2	dispersed
MELO3C003986.2	dispersed
MELO3C000111.2	dispersed
MELO3C035264.2	dispersed
MELO3C000123.2	dispersed
MELO3C002890.2	dispersed
MELO3C003851.2	dispersed
MELO3C004895.2	dispersed
MELO3C006992.2	dispersed
MELO3C014313.2	dispersed
MELO3C014915.2	dispersed
MELO3C020455.2	dispersed
MELO3C027208.2	dispersed
MELO3C034649.2	dispersed
MELO3C035358.2	dispersed
MELO3C000130.2	dispersed
MELO3C012384.2	dispersed
MELO3C026353.2	dispersed
MELO3C027735.2	dispersed
MELO3C000131.2	dispersed
MELO3C029636.2	dispersed
MELO3C000137.2	dispersed
MELO3C007903.2	dispersed
MELO3C027087.2	dispersed
MELO3C000140.2	dispersed
MELO3C011976.2	dispersed
MELO3C000150.2	dispersed
MELO3C001014.2	dispersed
MELO3C000152.2	dispersed
MELO3C020873.2	dispersed
MELO3C000153.2	dispersed
MELO3C027657.2	dispersed
MELO3C028939.2	dispersed
MELO3C000155.2	dispersed
MELO3C017794.2	dispersed
MELO3C031865.2	dispersed
MELO3C000157.2	dispersed
MELO3C017921.2	dispersed
MELO3C000161.2	dispersed
MELO3C024521.2	dispersed
MELO3C000166.2	dispersed
MELO3C006732.2	dispersed
MELO3C027092.2	dispersed
MELO3C000173.2	dispersed
MELO3C029534.2	dispersed
MELO3C000180.2	dispersed
MELO3C029885.2	dispersed
MELO3C031835.2	dispersed
MELO3C000193.2	dispersed
MELO3C028003.2	dispersed
MELO3C000196.2	dispersed
MELO3C013037.2	dispersed
MELO3C017934.2	dispersed
MELO3C020639.2	dispersed
MELO3C026579.2	dispersed
MELO3C026656.2	dispersed
MELO3C027844.2	dispersed
MELO3C028204.2	dispersed
MELO3C028913.2	dispersed
MELO3C028915.2	dispersed
MELO3C030625.2	dispersed
MELO3C032362.2	dispersed
MELO3C000225.2	dispersed
MELO3C027066.2	dispersed
MELO3C000228.2	dispersed
MELO3C028461.2	dispersed
MELO3C000240.2	dispersed
MELO3C014928.2	dispersed
MELO3C027507.2	dispersed
MELO3C031742.2	dispersed
MELO3C000241.2	dispersed
MELO3C004854.2	dispersed
MELO3C011920.2	dispersed
MELO3C029306.2	dispersed
MELO3C000242.2	dispersed
MELO3C027847.2	dispersed
MELO3C000254.2	dispersed
MELO3C024045.2	dispersed
MELO3C029720.2	dispersed
MELO3C033303.2	dispersed
MELO3C000262.2	dispersed
MELO3C000439.2	dispersed
MELO3C000268.2	dispersed
MELO3C027325.2	dispersed
MELO3C000277.2	dispersed
MELO3C028688.2	dispersed
MELO3C000290.2	dispersed
MELO3C031974.2	dispersed
MELO3C000296.2	dispersed
MELO3C030368.2	dispersed
MELO3C000313.2	dispersed
MELO3C022255.2	dispersed
MELO3C022450.2	dispersed
MELO3C035234.2	dispersed
MELO3C000319.2	dispersed
MELO3C027656.2	dispersed
MELO3C000321.2	dispersed
MELO3C027140.2	dispersed
MELO3C000323.2	dispersed
MELO3C010146.2	dispersed
MELO3C010365.2	dispersed
MELO3C000325.2	dispersed
MELO3C015043.2	dispersed
MELO3C000333.2	dispersed
MELO3C005148.2	dispersed
MELO3C012475.2	dispersed
MELO3C019075.2	dispersed
MELO3C000334.2	dispersed
MELO3C028653.2	dispersed
MELO3C029533.2	dispersed
MELO3C031612.2	dispersed
MELO3C032364.2	dispersed
MELO3C034228.2	dispersed
MELO3C000335.2	dispersed
MELO3C030973.2	dispersed
MELO3C031443.2	dispersed
MELO3C000339.2	dispersed
MELO3C013164.2	dispersed
MELO3C031151.2	dispersed
MELO3C031988.2	dispersed
MELO3C033142.2	dispersed
MELO3C033805.2	dispersed
MELO3C034074.2	dispersed
MELO3C034849.2	dispersed
MELO3C000347.2	dispersed
MELO3C009667.2	dispersed
MELO3C025649.2	dispersed
MELO3C000351.2	dispersed
MELO3C010618.2	dispersed
MELO3C027667.2	dispersed
MELO3C000356.2	dispersed
MELO3C004822.2	dispersed
MELO3C000358.2	dispersed
MELO3C019218.2	dispersed
MELO3C024609.2	dispersed
MELO3C031209.2	dispersed
MELO3C032927.2	dispersed
MELO3C000364.2	dispersed
MELO3C019975.2	dispersed
MELO3C028006.2	dispersed
MELO3C000397.2	dispersed
MELO3C003738.2	dispersed
MELO3C017820.2	dispersed
MELO3C000399.2	dispersed
MELO3C033573.2	dispersed
MELO3C034318.2	dispersed
MELO3C000423.2	dispersed
MELO3C031090.2	dispersed
MELO3C000425.2	dispersed
MELO3C032537.2	dispersed
