Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Zm00001d029973,Unclassified,Zm00001d000030,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d029964,unM,Zm00001d000034,unM,wgd,Same,unM-unM
Zm00001d029955,unM,Zm00001d000037,unM,wgd,Same,unM-unM
Zm00001d026665,unM,Zm00001d001766,unM,wgd,Same,unM-unM
Zm00001d026662,unM,Zm00001d001772,unM,wgd,Same,unM-unM
Zm00001d026657,unM,Zm00001d001774,unM,wgd,Same,unM-unM
Zm00001d026653,teM,Zm00001d001780,teM,wgd,Same,teM-teM
Zm00001d026652,unM,Zm00001d001784,unM,wgd,Same,unM-unM
Zm00001d026645,gbM,Zm00001d001788,gbM,wgd,Same,gbM-gbM
Zm00001d026630,unM,Zm00001d001814,unM,wgd,Same,unM-unM
Zm00001d026629,unM,Zm00001d001819,unM,wgd,Same,unM-unM
Zm00001d026628,unM,Zm00001d001824,unM,wgd,Same,unM-unM
Zm00001d026621,gbM,Zm00001d001828,gbM,wgd,Same,gbM-gbM
Zm00001d026620,unM,Zm00001d001829,unM,wgd,Same,unM-unM
Zm00001d026619,unM,Zm00001d001831,unM,wgd,Same,unM-unM
Zm00001d026611,unM,Zm00001d001839,unM,wgd,Same,unM-unM
Zm00001d026609,gbM,Zm00001d001841,gbM,wgd,Same,gbM-gbM
Zm00001d026608,unM,Zm00001d001843,unM,wgd,Same,unM-unM
Zm00001d026600,gbM,Zm00001d001855,gbM,wgd,Same,gbM-gbM
Zm00001d026599,unM,Zm00001d001857,unM,wgd,Same,unM-unM
Zm00001d026597,unM,Zm00001d001862,unM,wgd,Same,unM-unM
Zm00001d026590,Unclassified,Zm00001d001879,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026588,unM,Zm00001d001880,unM,wgd,Same,unM-unM
Zm00001d026582,Unclassified,Zm00001d001895,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026578,gbM,Zm00001d001899,gbM,wgd,Same,gbM-gbM
Zm00001d026577,unM,Zm00001d001900,unM,wgd,Same,unM-unM
Zm00001d026575,Unclassified,Zm00001d001901,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026563,unM,Zm00001d001907,unM,wgd,Same,unM-unM
Zm00001d026560,Unclassified,Zm00001d001910,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026548,gbM,Zm00001d001928,gbM,wgd,Same,gbM-gbM
Zm00001d026543,Unclassified,Zm00001d001932,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026542,unM,Zm00001d001936,unM,wgd,Same,unM-unM
Zm00001d026541,Unclassified,Zm00001d001937,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026537,unM,Zm00001d001948,unM,wgd,Same,unM-unM
Zm00001d026536,unM,Zm00001d001952,unM,wgd,Same,unM-unM
Zm00001d026531,unM,Zm00001d001959,unM,wgd,Same,unM-unM
Zm00001d026530,unM,Zm00001d001963,unM,wgd,Same,unM-unM
Zm00001d026511,gbM,Zm00001d001978,gbM,wgd,Same,gbM-gbM
Zm00001d026510,unM,Zm00001d001982,unM,wgd,Same,unM-unM
Zm00001d026500,unM,Zm00001d001989,unM,wgd,Same,unM-unM
Zm00001d026498,unM,Zm00001d001990,unM,wgd,Same,unM-unM
Zm00001d026491,unM,Zm00001d002005,unM,wgd,Same,unM-unM
Zm00001d026488,unM,Zm00001d002013,unM,wgd,Same,unM-unM
Zm00001d026483,Unclassified,Zm00001d002024,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026476,gbM,Zm00001d002034,gbM,wgd,Same,gbM-gbM
Zm00001d026470,unM,Zm00001d002055,unM,wgd,Same,unM-unM
Zm00001d026469,gbM,Zm00001d002056,gbM,wgd,Same,gbM-gbM
Zm00001d026460,unM,Zm00001d002064,unM,wgd,Same,unM-unM
Zm00001d026454,unM,Zm00001d002069,unM,wgd,Same,unM-unM
Zm00001d026448,unM,Zm00001d002075,unM,wgd,Same,unM-unM
Zm00001d026447,unM,Zm00001d002079,unM,wgd,Same,unM-unM
Zm00001d026445,gbM,Zm00001d002080,gbM,wgd,Same,gbM-gbM
Zm00001d026444,unM,Zm00001d002083,unM,wgd,Same,unM-unM
Zm00001d026442,Unclassified,Zm00001d002087,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026440,unM,Zm00001d002088,unM,wgd,Same,unM-unM
Zm00001d026436,unM,Zm00001d002094,unM,wgd,Same,unM-unM
Zm00001d026432,unM,Zm00001d002097,unM,wgd,Same,unM-unM
Zm00001d026431,unM,Zm00001d002100,unM,wgd,Same,unM-unM
Zm00001d026425,Unclassified,Zm00001d002122,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026424,unM,Zm00001d002123,unM,wgd,Same,unM-unM
Zm00001d026414,unM,Zm00001d002131,unM,wgd,Same,unM-unM
Zm00001d026406,unM,Zm00001d002132,unM,wgd,Same,unM-unM
Zm00001d026404,unM,Zm00001d002137,unM,wgd,Same,unM-unM
Zm00001d026398,unM,Zm00001d002143,unM,wgd,Same,unM-unM
Zm00001d026396,gbM,Zm00001d002145,gbM,wgd,Same,gbM-gbM
Zm00001d026392,unM,Zm00001d002155,unM,wgd,Same,unM-unM
Zm00001d026391,unM,Zm00001d002156,unM,wgd,Same,unM-unM
Zm00001d026390,unM,Zm00001d002158,unM,wgd,Same,unM-unM
Zm00001d026377,unM,Zm00001d002191,unM,wgd,Same,unM-unM
Zm00001d026352,teM,Zm00001d002230,teM,wgd,Same,teM-teM
Zm00001d026348,gbM,Zm00001d002241,gbM,wgd,Same,gbM-gbM
Zm00001d026347,gbM,Zm00001d002243,gbM,wgd,Same,gbM-gbM
Zm00001d026343,unM,Zm00001d002253,unM,wgd,Same,unM-unM
Zm00001d026341,unM,Zm00001d002255,unM,wgd,Same,unM-unM
Zm00001d026337,gbM,Zm00001d002256,gbM,wgd,Same,gbM-gbM
Zm00001d026331,teM,Zm00001d002272,teM,wgd,Same,teM-teM
Zm00001d026322,unM,Zm00001d002283,unM,wgd,Same,unM-unM
Zm00001d024268,unM,Zm00001d002285,unM,wgd,Same,unM-unM
Zm00001d026318,unM,Zm00001d002286,unM,wgd,Same,unM-unM
Zm00001d026317,unM,Zm00001d002288,unM,wgd,Same,unM-unM
Zm00001d026302,Unclassified,Zm00001d002315,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026295,gbM,Zm00001d002325,gbM,wgd,Same,gbM-gbM
Zm00001d026293,unM,Zm00001d002326,unM,wgd,Same,unM-unM
Zm00001d026287,unM,Zm00001d002338,unM,wgd,Same,unM-unM
Zm00001d024314,unM,Zm00001d002346,unM,wgd,Same,unM-unM
Zm00001d026282,unM,Zm00001d002347,unM,wgd,Same,unM-unM
Zm00001d026278,unM,Zm00001d002352,unM,wgd,Same,unM-unM
Zm00001d024317,unM,Zm00001d002353,unM,wgd,Same,unM-unM
Zm00001d026277,Unclassified,Zm00001d002358,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026271,unM,Zm00001d002364,unM,wgd,Same,unM-unM
Zm00001d026268,unM,Zm00001d002370,unM,wgd,Same,unM-unM
Zm00001d026267,gbM,Zm00001d002371,gbM,wgd,Same,gbM-gbM
Zm00001d026265,gbM,Zm00001d002373,gbM,wgd,Same,gbM-gbM
Zm00001d026262,unM,Zm00001d002374,unM,wgd,Same,unM-unM
Zm00001d026261,Unclassified,Zm00001d002382,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026260,gbM,Zm00001d002386,gbM,wgd,Same,gbM-gbM
Zm00001d026258,gbM,Zm00001d002391,gbM,wgd,Same,gbM-gbM
Zm00001d026255,unM,Zm00001d002393,unM,wgd,Same,unM-unM
Zm00001d026253,teM,Zm00001d002396,teM,wgd,Same,teM-teM
Zm00001d026252,unM,Zm00001d002405,unM,wgd,Same,unM-unM
Zm00001d026251,unM,Zm00001d002409,unM,wgd,Same,unM-unM
Zm00001d026250,unM,Zm00001d002410,unM,wgd,Same,unM-unM
Zm00001d026249,teM,Zm00001d002413,teM,wgd,Same,teM-teM
Zm00001d024403,unM,Zm00001d002415,unM,wgd,Same,unM-unM
Zm00001d026248,unM,Zm00001d002416,unM,wgd,Same,unM-unM
Zm00001d026246,gbM,Zm00001d002418,gbM,wgd,Same,gbM-gbM
Zm00001d026245,Unclassified,Zm00001d002424,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026242,unM,Zm00001d002427,unM,wgd,Same,unM-unM
Zm00001d026240,unM,Zm00001d002429,unM,wgd,Same,unM-unM
Zm00001d026237,unM,Zm00001d002432,unM,wgd,Same,unM-unM
Zm00001d026231,unM,Zm00001d002449,unM,wgd,Same,unM-unM
Zm00001d026223,unM,Zm00001d002451,unM,wgd,Same,unM-unM
Zm00001d026218,unM,Zm00001d002452,unM,wgd,Same,unM-unM
Zm00001d026206,gbM,Zm00001d002475,gbM,wgd,Same,gbM-gbM
Zm00001d026203,unM,Zm00001d002476,unM,wgd,Same,unM-unM
Zm00001d026200,unM,Zm00001d002479,unM,wgd,Same,unM-unM
Zm00001d026197,unM,Zm00001d002482,unM,wgd,Same,unM-unM
Zm00001d026047,unM,Zm00001d002489,unM,wgd,Same,unM-unM
Zm00001d026032,unM,Zm00001d002519,unM,wgd,Same,unM-unM
Zm00001d026021,unM,Zm00001d002535,unM,wgd,Same,unM-unM
Zm00001d026020,Unclassified,Zm00001d002537,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026018,unM,Zm00001d002540,unM,wgd,Same,unM-unM
Zm00001d026017,unM,Zm00001d002545,unM,wgd,Same,unM-unM
Zm00001d027394,unM,Zm00001d002546,unM,wgd,Same,unM-unM
Zm00001d026014,unM,Zm00001d002548,unM,wgd,Same,unM-unM
Zm00001d026010,unM,Zm00001d002551,unM,wgd,Same,unM-unM
Zm00001d026005,unM,Zm00001d002562,unM,wgd,Same,unM-unM
Zm00001d027409,unM,Zm00001d002562,unM,wgd,Same,unM-unM
Zm00001d027423,unM,Zm00001d002564,unM,wgd,Same,unM-unM
Zm00001d026003,unM,Zm00001d002564,unM,wgd,Same,unM-unM
Zm00001d026002,unM,Zm00001d002568,unM,wgd,Same,unM-unM
Zm00001d026050,unM,Zm00001d002573,unM,wgd,Same,unM-unM
Zm00001d026053,unM,Zm00001d002576,unM,wgd,Same,unM-unM
Zm00001d026055,unM,Zm00001d002579,unM,wgd,Same,unM-unM
Zm00001d026060,unM,Zm00001d002592,unM,wgd,Same,unM-unM
Zm00001d026061,unM,Zm00001d002594,unM,wgd,Same,unM-unM
Zm00001d027457,unM,Zm00001d002596,unM,wgd,Same,unM-unM
Zm00001d026063,unM,Zm00001d002599,unM,wgd,Same,unM-unM
Zm00001d026064,gbM,Zm00001d002600,gbM,wgd,Same,gbM-gbM
Zm00001d027471,unM,Zm00001d002607,unM,wgd,Same,unM-unM
Zm00001d026066,unM,Zm00001d002609,unM,wgd,Same,unM-unM
Zm00001d026067,unM,Zm00001d002610,unM,wgd,Same,unM-unM
Zm00001d026069,unM,Zm00001d002611,unM,wgd,Same,unM-unM
Zm00001d026076,unM,Zm00001d002623,unM,wgd,Same,unM-unM
Zm00001d026083,unM,Zm00001d002626,unM,wgd,Same,unM-unM
Zm00001d026084,unM,Zm00001d002630,unM,wgd,Same,unM-unM
Zm00001d026091,Unclassified,Zm00001d002639,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026096,unM,Zm00001d002642,unM,wgd,Same,unM-unM
Zm00001d026106,unM,Zm00001d002649,unM,wgd,Same,unM-unM
Zm00001d026113,unM,Zm00001d002654,unM,wgd,Same,unM-unM
Zm00001d026129,unM,Zm00001d002662,unM,wgd,Same,unM-unM
Zm00001d026130,unM,Zm00001d002669,unM,wgd,Same,unM-unM
Zm00001d026131,unM,Zm00001d002673,unM,wgd,Same,unM-unM
Zm00001d026133,unM,Zm00001d002675,unM,wgd,Same,unM-unM
Zm00001d029850,unM,Zm00001d002696,unM,wgd,Same,unM-unM
Zm00001d026141,unM,Zm00001d002700,unM,wgd,Same,unM-unM
Zm00001d026154,unM,Zm00001d002704,unM,wgd,Same,unM-unM
Zm00001d026159,unM,Zm00001d002720,unM,wgd,Same,unM-unM
Zm00001d026160,unM,Zm00001d002721,unM,wgd,Same,unM-unM
Zm00001d026164,unM,Zm00001d002723,unM,wgd,Same,unM-unM
Zm00001d026166,unM,Zm00001d002732,unM,wgd,Same,unM-unM
Zm00001d026176,Unclassified,Zm00001d002739,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Zm00001d026182,unM,Zm00001d002744,unM,wgd,Same,unM-unM
Zm00001d029884,unM,Zm00001d002744,unM,wgd,Same,unM-unM
Zm00001d026186,unM,Zm00001d002750,unM,wgd,Same,unM-unM
Zm00001d029934,unM,Zm00001d002754,unM,wgd,Same,unM-unM
Zm00001d029937,unM,Zm00001d002756,unM,wgd,Same,unM-unM
Zm00001d026189,unM,Zm00001d002757,unM,wgd,Same,unM-unM
Zm00001d026190,unM,Zm00001d002758,unM,wgd,Same,unM-unM
Zm00001d029940,unM,Zm00001d002760,unM,wgd,Same,unM-unM
Zm00001d026191,unM,Zm00001d002762,unM,wgd,Same,unM-unM
Zm00001d025985,unM,Zm00001d002784,unM,wgd,Same,unM-unM
Zm00001d029970,unM,Zm00001d002788,unM,wgd,Same,unM-unM
Zm00001d025967,unM,Zm00001d002798,unM,wgd,Same,unM-unM
Zm00001d025964,unM,Zm00001d002799,unM,wgd,Same,unM-unM
Zm00001d025960,unM,Zm00001d002801,unM,wgd,Same,unM-unM
Zm00001d025959,unM,Zm00001d002802,unM,wgd,Same,unM-unM
Zm00001d029972,teM,Zm00001d002804,teM,wgd,Same,teM-teM
Zm00001d029992,teM,Zm00001d002805,teM,wgd,Same,teM-teM
Zm00001d025957,unM,Zm00001d002806,unM,wgd,Same,unM-unM
Zm00001d025955,gbM,Zm00001d002810,gbM,wgd,Same,gbM-gbM
Zm00001d025953,unM,Zm00001d002811,unM,wgd,Same,unM-unM
Zm00001d025949,unM,Zm00001d002820,unM,wgd,Same,unM-unM
Zm00001d025947,unM,Zm00001d002826,unM,wgd,Same,unM-unM
