"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Aduranensis"
"2","TEs","Genes",-0.149927876159216,0,"Aduranensis"
"3","TE.nucleotidess","Genes",-0.411860123104137,0,"Aduranensis"
"4","gbM","Genes",0.574183794220527,0,"Aduranensis"
"5","TE.like","Genes",NA,NA,"Aduranensis"
"6","Unmethylated","Genes",0.69230405458322,0,"Aduranensis"
"7","Unclassified","Genes",0.495609608087926,0,"Aduranensis"
"8","Genes","TEs",-0.149927876159216,0,"Aduranensis"
"9","TEs","TEs",1,NA,"Aduranensis"
"10","TE.nucleotidess","TEs",0.784797518406327,0,"Aduranensis"
"11","gbM","TEs",-0.138060128236069,0,"Aduranensis"
"12","TE.like","TEs",NA,NA,"Aduranensis"
"13","Unmethylated","TEs",-0.0982482909030203,0,"Aduranensis"
"14","Unclassified","TEs",-0.089058811707067,0,"Aduranensis"
"15","Genes","TE.nucleotidess",-0.411860123104137,0,"Aduranensis"
"16","TEs","TE.nucleotidess",0.784797518406327,0,"Aduranensis"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Aduranensis"
"18","gbM","TE.nucleotidess",-0.326812285761241,0,"Aduranensis"
"19","TE.like","TE.nucleotidess",NA,NA,"Aduranensis"
"20","Unmethylated","TE.nucleotidess",-0.329335293886238,0,"Aduranensis"
"21","Unclassified","TE.nucleotidess",-0.238550629980703,0,"Aduranensis"
"22","Genes","gbM",0.574183794220527,0,"Aduranensis"
"23","TEs","gbM",-0.138060128236069,0,"Aduranensis"
"24","TE.nucleotidess","gbM",-0.326812285761241,0,"Aduranensis"
"25","gbM","gbM",1,NA,"Aduranensis"
"26","TE.like","gbM",NA,NA,"Aduranensis"
"27","Unmethylated","gbM",0.315683772584309,0,"Aduranensis"
"28","Unclassified","gbM",0.294387938208616,0,"Aduranensis"
"29","Genes","TE.like",NA,NA,"Aduranensis"
"30","TEs","TE.like",NA,NA,"Aduranensis"
"31","TE.nucleotidess","TE.like",NA,NA,"Aduranensis"
"32","gbM","TE.like",NA,NA,"Aduranensis"
"33","TE.like","TE.like",1,NA,"Aduranensis"
"34","Unmethylated","TE.like",NA,NA,"Aduranensis"
"35","Unclassified","TE.like",NA,NA,"Aduranensis"
"36","Genes","Unmethylated",0.69230405458322,0,"Aduranensis"
"37","TEs","Unmethylated",-0.0982482909030203,0,"Aduranensis"
"38","TE.nucleotidess","Unmethylated",-0.329335293886238,0,"Aduranensis"
"39","gbM","Unmethylated",0.315683772584309,0,"Aduranensis"
"40","TE.like","Unmethylated",NA,NA,"Aduranensis"
"41","Unmethylated","Unmethylated",1,NA,"Aduranensis"
"42","Unclassified","Unmethylated",0.305777620360696,0,"Aduranensis"
"43","Genes","Unclassified",0.495609608087926,0,"Aduranensis"
"44","TEs","Unclassified",-0.089058811707067,0,"Aduranensis"
"45","TE.nucleotidess","Unclassified",-0.238550629980703,0,"Aduranensis"
"46","gbM","Unclassified",0.294387938208616,0,"Aduranensis"
"47","TE.like","Unclassified",NA,NA,"Aduranensis"
"48","Unmethylated","Unclassified",0.305777620360696,0,"Aduranensis"
"49","Unclassified","Unclassified",1,NA,"Aduranensis"
