Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
aradu.V14167.gnm1.ann1.Aradu.MNN2K,unM,aradu.V14167.gnm1.ann1.Aradu.00JHT,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.Y23WY,teM,aradu.V14167.gnm1.ann1.Aradu.00YI5,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.7J1PD,teM,aradu.V14167.gnm1.ann1.Aradu.01A6C,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.0IR2T,unM,aradu.V14167.gnm1.ann1.Aradu.01CF0,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.ZUE9T,teM,aradu.V14167.gnm1.ann1.Aradu.01XI9,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.D3YQ8,gbM,aradu.V14167.gnm1.ann1.Aradu.0291B,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.Q016U,unM,aradu.V14167.gnm1.ann1.Aradu.02NZN,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.NE8U1,gbM,aradu.V14167.gnm1.ann1.Aradu.02VEY,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.XCE88,unM,aradu.V14167.gnm1.ann1.Aradu.052CR,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.29A27,unM,aradu.V14167.gnm1.ann1.Aradu.0572C,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.Y1RGP,unM,aradu.V14167.gnm1.ann1.Aradu.05H52,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.9YL2F,unM,aradu.V14167.gnm1.ann1.Aradu.05MVI,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.ILS7A,gbM,aradu.V14167.gnm1.ann1.Aradu.069GY,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.FK4M3,gbM,aradu.V14167.gnm1.ann1.Aradu.06XCL,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.FTH70,unM,aradu.V14167.gnm1.ann1.Aradu.07167,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.QBS8R,unM,aradu.V14167.gnm1.ann1.Aradu.07167,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.XMW6Q,teM,aradu.V14167.gnm1.ann1.Aradu.079IW,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.FXJ3N,teM,aradu.V14167.gnm1.ann1.Aradu.07IAJ,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.9WA3D,unM,aradu.V14167.gnm1.ann1.Aradu.08H0Q,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.FX2II,unM,aradu.V14167.gnm1.ann1.Aradu.08N9Z,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.9T4H8,unM,aradu.V14167.gnm1.ann1.Aradu.08TAH,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.5KQ8Y,unM,aradu.V14167.gnm1.ann1.Aradu.09997,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.58WGM,gbM,aradu.V14167.gnm1.ann1.Aradu.09NV4,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.D11TE,unM,aradu.V14167.gnm1.ann1.Aradu.09SAF,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.SP65L,unM,aradu.V14167.gnm1.ann1.Aradu.09XI6,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.T5P6I,teM,aradu.V14167.gnm1.ann1.Aradu.0A4QU,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.4QT4U,gbM,aradu.V14167.gnm1.ann1.Aradu.0A8NK,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.LU0J2,teM,aradu.V14167.gnm1.ann1.Aradu.0AP8V,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.C5GQ0,unM,aradu.V14167.gnm1.ann1.Aradu.0AT27,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.W9TQV,gbM,aradu.V14167.gnm1.ann1.Aradu.0AW7C,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.Y4ACF,unM,aradu.V14167.gnm1.ann1.Aradu.0CM87,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.QED65,unM,aradu.V14167.gnm1.ann1.Aradu.0E2DC,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.XHF5N,gbM,aradu.V14167.gnm1.ann1.Aradu.0ER06,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.UNY97,unM,aradu.V14167.gnm1.ann1.Aradu.0G0TP,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.GJI8M,teM,aradu.V14167.gnm1.ann1.Aradu.0G6ZX,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.63V1S,gbM,aradu.V14167.gnm1.ann1.Aradu.0G8MU,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.UB54A,teM,aradu.V14167.gnm1.ann1.Aradu.0HG1Q,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.H8Q7N,teM,aradu.V14167.gnm1.ann1.Aradu.0HG1Q,teM,wgd,Same,teM-teM
aradu.V14167.gnm1.ann1.Aradu.T9BNB,unM,aradu.V14167.gnm1.ann1.Aradu.0J14C,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.QVT4C,gbM,aradu.V14167.gnm1.ann1.Aradu.0JH6H,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.0I1GU,Unclassified,aradu.V14167.gnm1.ann1.Aradu.0LK1J,Unclassified,wgd,Undetermined,Unclassified-Unclassified
aradu.V14167.gnm1.ann1.Aradu.R549P,unM,aradu.V14167.gnm1.ann1.Aradu.0M3HI,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.Y2XHP,gbM,aradu.V14167.gnm1.ann1.Aradu.0ME59,gbM,wgd,Same,gbM-gbM
aradu.V14167.gnm1.ann1.Aradu.VG4AF,unM,aradu.V14167.gnm1.ann1.Aradu.0NC5M,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.GD6AN,unM,aradu.V14167.gnm1.ann1.Aradu.0Q24I,unM,wgd,Same,unM-unM
aradu.V14167.gnm1.ann1.Aradu.LS7GT,unM,aradu.V14167.gnm1.ann1.Aradu.0R425,unM,wgd,Same,unM-unM
