Feature	Duplication
Sobic.001G000100	dispersed
Sobic.002G325200	dispersed
Sobic.001G000200	dispersed
Sobic.002G323000	dispersed
Sobic.004G339000	dispersed
Sobic.001G000300	dispersed
Sobic.006G057733	dispersed
Sobic.009G189600	dispersed
Sobic.001G000400	dispersed
Sobic.002G321300	dispersed
Sobic.001G000700	dispersed
Sobic.005G175000	dispersed
Sobic.001G001000	dispersed
Sobic.001G544000	dispersed
Sobic.003G110700	dispersed
Sobic.001G001400	dispersed
Sobic.K041900	dispersed
Sobic.001G002300	dispersed
Sobic.002G041900	dispersed
Sobic.002G139200	dispersed
Sobic.003G260000	dispersed
Sobic.004G328800	dispersed
Sobic.004G348700	dispersed
Sobic.010G238600	dispersed
Sobic.001G002500	dispersed
Sobic.002G115400	dispersed
Sobic.002G139400	dispersed
Sobic.005G158500	dispersed
Sobic.005G217400	dispersed
Sobic.001G003100	dispersed
Sobic.002G131000	dispersed
Sobic.009G098100	dispersed
Sobic.001G003500	dispersed
Sobic.001G499500	dispersed
Sobic.002G280900	dispersed
Sobic.001G003600	dispersed
Sobic.001G238800	dispersed
Sobic.001G269200	dispersed
Sobic.002G280500	dispersed
Sobic.004G001200	dispersed
Sobic.010G218800	dispersed
Sobic.001G003900	dispersed
Sobic.002G013500	dispersed
Sobic.001G004400	dispersed
Sobic.002G114900	dispersed
Sobic.001G005100	dispersed
Sobic.001G435300	dispersed
Sobic.002G113900	dispersed
Sobic.001G005200	dispersed
Sobic.002G112400	dispersed
Sobic.001G006000	dispersed
Sobic.001G455500	dispersed
Sobic.001G006800	dispersed
Sobic.001G013600	dispersed
Sobic.003G138600	dispersed
Sobic.001G007100	dispersed
Sobic.004G001900	dispersed
Sobic.004G156500	dispersed
Sobic.004G355800	dispersed
Sobic.005G049850	dispersed
Sobic.006G020400	dispersed
Sobic.006G144400	dispersed
Sobic.007G089700	dispersed
Sobic.008G056500	dispersed
Sobic.001G007800	dispersed
Sobic.003G002700	dispersed
Sobic.001G008600	dispersed
Sobic.005G170100	dispersed
Sobic.001G008800	dispersed
Sobic.007G107800	dispersed
Sobic.001G009000	dispersed
Sobic.001G149300	dispersed
Sobic.003G242500	dispersed
Sobic.001G009100	dispersed
Sobic.001G149201	dispersed
Sobic.001G010700	dispersed
Sobic.004G353200	dispersed
Sobic.001G011300	dispersed
Sobic.002G299900	dispersed
Sobic.002G322700	dispersed
Sobic.001G011700	dispersed
Sobic.002G111800	dispersed
Sobic.003G412100	dispersed
Sobic.001G011800	dispersed
Sobic.008G095100	dispersed
Sobic.001G012300	dispersed
Sobic.001G185900	dispersed
Sobic.007G090457	dispersed
Sobic.010G172200	dispersed
Sobic.001G013000	dispersed
Sobic.007G196600	dispersed
Sobic.001G013500	dispersed
Sobic.001G014500	dispersed
Sobic.010G247100	dispersed
Sobic.001G013701	dispersed
Sobic.004G332200	dispersed
Sobic.004G337132	dispersed
Sobic.001G013800	dispersed
Sobic.007G091100	dispersed
Sobic.001G014000	dispersed
Sobic.003G402300	dispersed
Sobic.001G014100	dispersed
Sobic.007G196900	dispersed
Sobic.001G014300	dispersed
Sobic.003G039900	dispersed
Sobic.003G428500	dispersed
Sobic.005G168900	dispersed
Sobic.006G015700	dispersed
Sobic.006G141100	dispersed
Sobic.006G180432	dispersed
Sobic.008G088300	dispersed
Sobic.010G216500	dispersed
Sobic.010G242600	dispersed
Sobic.010G256500	dispersed
Sobic.K024800	dispersed
Sobic.001G015100	dispersed
Sobic.002G245100	dispersed
Sobic.001G016900	dispersed
Sobic.004G208900	dispersed
Sobic.001G017100	dispersed
Sobic.002G103900	dispersed
Sobic.001G017400	dispersed
Sobic.001G031900	dispersed
Sobic.002G103500	dispersed
Sobic.009G003800	dispersed
Sobic.009G089700	dispersed
Sobic.001G018200	dispersed
Sobic.002G101000	dispersed
Sobic.001G018400	dispersed
Sobic.003G116300	dispersed
Sobic.001G018550	dispersed
Sobic.007G132650	dispersed
Sobic.001G018800	dispersed
Sobic.002G175100	dispersed
Sobic.002G321800	dispersed
Sobic.001G018900	dispersed
Sobic.003G160900	dispersed
Sobic.009G115700	dispersed
Sobic.001G019200	dispersed
Sobic.002G098500	dispersed
Sobic.008G062900	dispersed
Sobic.001G019300	dispersed
Sobic.002G390900	dispersed
Sobic.001G021700	dispersed
Sobic.001G132300	dispersed
Sobic.001G272800	dispersed
Sobic.005G228250	dispersed
Sobic.001G022300	dispersed
Sobic.008G175100	dispersed
Sobic.001G022600	dispersed
Sobic.007G002200	dispersed
Sobic.001G023100	dispersed
Sobic.008G118400	dispersed
