Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Potri.001G000500,Potri.003G224100,unM,unM,wgd,Same,unM-unM,0.053735,1.04715,0.0513153,1.26558e-71
Potri.001G000800,Potri.003G223800,unM,unM,wgd,Same,unM-unM,0.0847212,0.202229,0.418937,2.63259e-09
Potri.001G001100,Potri.003G223500,unM,unM,wgd,Same,unM-unM,0.0924569,0.271693,0.340299,7.47125e-05
Potri.001G001400,Potri.003G223300,unM,unM,wgd,Same,unM-unM,0.125146,0.41303,0.302996,6.76334e-07
Potri.001G001700,Potri.003G223000,gbM,gbM,wgd,Same,gbM-gbM,0.0923664,0.251198,0.367704,3.5069e-10
Potri.001G002000,Potri.003G222700,gbM,gbM,wgd,Same,gbM-gbM,0.0477785,0.264016,0.180968,4.2356e-24
Potri.001G002000,Potri.019G034300,gbM,gbM,wgd,Same,gbM-gbM,0.296311,1.55941,0.190014,2.09891e-43
Potri.001G002400,Potri.003G222501,unM,unM,wgd,Same,unM-unM,0.195954,0.455309,0.430376,0.00774504
Potri.001G002500,Potri.003G222400,gbM,gbM,wgd,Same,gbM-gbM,0.0161849,0.218575,0.0740474,5.56988e-35
Potri.001G002700,Potri.003G222200,unM,unM,wgd,Same,unM-unM,0.130127,0.258278,0.503824,0.001238
Potri.001G003300,Potri.003G221800,unM,unM,wgd,Same,unM-unM,0.0612979,0.257509,0.238042,0.000194608
Potri.001G003500,Potri.003G221500,unM,unM,wgd,Same,unM-unM,0.100071,0.28608,0.3498,0.0057714
Potri.001G003632,Potri.003G221400,gbM,gbM,wgd,Same,gbM-gbM,0.13959,0.300209,0.464976,0.00536968
Potri.001G003800,Potri.003G221200,unM,unM,wgd,Same,unM-unM,0.0309853,0.346206,0.0894995,2.91677e-24
Potri.001G003900,Potri.003G221100,gbM,gbM,wgd,Same,gbM-gbM,0.0228496,0.182095,0.125482,1.71484e-76
Potri.001G004000,Potri.003G221000,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.04227,0.177467,0.238185,1.19388e-05
Potri.001G004100,Potri.003G220901,unM,unM,wgd,Same,unM-unM,0.0696128,0.169686,0.410245,0.090394
Potri.001G004200,Potri.003G220800,gbM,gbM,wgd,Same,gbM-gbM,0.0512573,0.188579,0.271809,2.25195e-38
Potri.001G004500,Potri.003G220400,gbM,gbM,wgd,Same,gbM-gbM,0.025463,0.255094,0.0998184,4.69253e-17
Potri.001G004600,Potri.003G220300,unM,unM,wgd,Same,unM-unM,0.0219449,0.228867,0.095885,6.30381e-24
Potri.001G004700,Potri.003G220200,unM,unM,wgd,Same,unM-unM,0.0978156,0.2809,0.348222,3.20638e-06
Potri.001G004800,Potri.013G056600,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.127865,1.4007,0.0912864,7.70401e-180
Potri.001G004900,Potri.003G220000,unM,unM,wgd,Same,unM-unM,0.28797,0.251028,1.14716,0.63594
Potri.001G005100,Potri.003G219900,unM,unM,wgd,Same,unM-unM,0.069452,0.226234,0.306992,1.38369e-07
Potri.001G005400,Potri.003G219300,unM,unM,wgd,Same,unM-unM,0.0648233,0.302237,0.214479,4.12097e-08
Potri.001G005500,Potri.003G219200,unM,unM,wgd,Same,unM-unM,0.0777986,0.207561,0.374823,1.9363e-06
Potri.001G005700,Potri.003G218900,unM,unM,wgd,Same,unM-unM,0.13669,0.359771,0.379937,2.37387e-11
Potri.001G006200,Potri.003G218800,unM,unM,wgd,Same,unM-unM,0.0759535,0.231537,0.328041,1.13334e-11
