,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Potri.001G000500,wgd,Unmethylated,Potri.003G224100,0.053735,1.04715,0.0513153,1.26558e-71
2,Potri.001G000700,wgd,Unmethylated,Potri.019G032001,0.662757,3.31129,0.200151,1.58258e-10
3,Potri.001G000800,wgd,Unmethylated,Potri.003G223800,0.0847212,0.202229,0.418937,2.63259e-09
4,Potri.001G000900,wgd,teM,Potri.003G223601,0.190758,0.501183,0.380615,1.25469e-06
5,Potri.001G001100,wgd,Unmethylated,Potri.003G223500,0.0924569,0.271693,0.340299,7.47125e-05
6,Potri.001G001201,wgd,Unmethylated,Potri.003G223400,0.150363,0.384706,0.390852,1.36412e-06
7,Potri.001G001400,wgd,Unmethylated,Potri.003G223300,0.125146,0.41303,0.302996,6.76334e-07
8,Potri.001G001500,wgd,Unmethylated,Potri.003G223200,0.0738224,0.264086,0.279539,3.24562e-08
9,Potri.001G001600,wgd,Unclassified,Potri.003G223100,0.032745,0.229944,0.142404,2.15878e-22
10,Potri.001G001700,wgd,gbM,Potri.003G223000,0.0923664,0.251198,0.367704,3.5069e-10
11,Potri.001G002000,wgd,gbM,Potri.003G222700,0.0477785,0.264016,0.180968,4.2356e-24
12,Potri.001G002300,wgd,Unclassified,Potri.003G222600,0.0515498,0.285175,0.180765,3.61958e-16
13,Potri.001G002400,wgd,Unmethylated,Potri.003G222501,0.195954,0.455309,0.430376,0.00774504
14,Potri.001G002500,wgd,gbM,Potri.003G222400,0.0161849,0.218575,0.0740474,5.56988e-35
15,Potri.001G002600,wgd,Unclassified,Potri.003G222300,0.0693795,0.192196,0.360983,6.64114e-11
16,Potri.001G002700,wgd,Unmethylated,Potri.003G222200,0.130127,0.258278,0.503824,0.001238
17,Potri.001G003300,wgd,Unmethylated,Potri.003G221800,0.0612979,0.257509,0.238042,0.000194608
18,Potri.001G003500,wgd,Unmethylated,Potri.003G221500,0.100071,0.28608,0.3498,0.0057714
19,Potri.001G003632,wgd,gbM,Potri.003G221400,0.13959,0.300209,0.464976,0.00536968
20,Potri.001G003800,wgd,Unmethylated,Potri.003G221200,0.0309853,0.346206,0.0894995,2.91677e-24
21,Potri.001G003900,wgd,gbM,Potri.003G221100,0.0228496,0.182095,0.125482,1.71484e-76
22,Potri.001G004000,wgd,Unmethylated,Potri.019G035300,0.216354,1.29049,0.167653,8.31281e-17
23,Potri.001G004100,wgd,Unmethylated,Potri.003G220901,0.0696128,0.169686,0.410245,0.090394
24,Potri.001G004200,wgd,gbM,Potri.003G220800,0.0512573,0.188579,0.271809,2.25195e-38
25,Potri.001G004500,wgd,gbM,Potri.003G220400,0.025463,0.255094,0.0998184,4.69253e-17
26,Potri.001G004600,wgd,Unmethylated,Potri.019G036000,0.0289812,1.45967,0.0198547,1.40146e-123
27,Potri.001G004700,wgd,Unmethylated,Potri.003G220200,0.0978156,0.2809,0.348222,3.20638e-06
28,Potri.001G004800,wgd,Unclassified,Potri.003G220100,0.0220786,0.301072,0.0733333,2.45346e-79
29,Potri.001G004900,wgd,Unmethylated,Potri.003G220000,0.28797,0.251028,1.14716,0.63594
30,Potri.001G005100,wgd,Unmethylated,Potri.019G036300,0.405761,3.92709,0.103324,2.2247e-37
31,Potri.001G005400,wgd,Unmethylated,Potri.003G219300,0.0648233,0.302237,0.214479,4.12097e-08
32,Potri.001G005500,wgd,Unmethylated,Potri.003G219200,0.0777986,0.207561,0.374823,1.9363e-06
33,Potri.001G005700,wgd,Unmethylated,Potri.003G218900,0.13669,0.359771,0.379937,2.37387e-11
34,Potri.001G006200,wgd,Unmethylated,Potri.016G063000,0.328312,1.98437,0.165449,3.95581e-50
35,Potri.001G006300,wgd,gbM,Potri.003G218700,0.033343,0.257063,0.129707,4.20052e-11
36,Potri.001G006400,wgd,gbM,Potri.016G062500,0.195933,1.14037,0.171815,1.48305e-18
37,Potri.001G006500,wgd,Unmethylated,Potri.003G218500,0.0612392,0.209291,0.292603,7.89421e-11
38,Potri.001G007000,wgd,Unmethylated,Potri.006G196900,0.267586,1.91146,0.13999,1.84215e-39
39,Potri.001G007400,wgd,Unmethylated,Potri.003G218200,0.0717596,0.388553,0.184684,1.29534e-18
40,Potri.001G007700,wgd,Unmethylated,Potri.003G218000,0.157164,0.633474,0.248099,5.49027e-18
41,Potri.001G007800,wgd,gbM,Potri.016G062000,0.0439556,3.85524,0.0114015,6.31845e-93
42,Potri.001G007900,wgd,gbM,Potri.006G196000,0.094292,1.48346,0.0635622,5.06734e-99
43,Potri.001G008000,wgd,NA,Potri.003G217700,0.016067,0.156172,0.10288,3.49137e-17
44,Potri.001G008100,wgd,NA,Potri.003G217500,0.154285,0.215532,0.715833,0.473947
45,Potri.001G008300,wgd,NA,Potri.003G217200,0.501157,3.37692,0.148406,3.87368e-22
46,Potri.001G008500,wgd,Unmethylated,Potri.003G217000,0.114275,0.608803,0.187704,1.55658e-08
47,Potri.001G008700,wgd,Unmethylated,Potri.003G216800,0.124151,0.293413,0.423126,4.75167e-11
48,Potri.001G008900,wgd,Unmethylated,Potri.003G216500,0.218405,0.696557,0.31355,2.19094e-12
49,Potri.001G009100,wgd,Unmethylated,Potri.003G216200,0.0677616,0.269483,0.25145,7.62425e-07
50,Potri.001G009200,wgd,Unmethylated,Potri.003G216100,0.137933,0.396266,0.348082,0.000330572
51,Potri.001G009300,wgd,Unmethylated,Potri.003G216000,0.0700908,0.248953,0.281542,0.000494539
52,Potri.001G009400,wgd,Unmethylated,Potri.003G215900,0.169641,0.320757,0.528878,0.0227161
53,Potri.001G009600,wgd,Unmethylated,Potri.003G215800,0.151664,0.744712,0.203654,2.09493e-23
54,Potri.001G009700,wgd,gbM,Potri.003G215700,0.0210319,0.20766,0.10128,1.49055e-32
55,Potri.001G010000,wgd,Unmethylated,Potri.003G215600,0.126824,1.21763,0.104156,4.4444e-40
56,Potri.001G010500,wgd,gbM,Potri.016G059700,0.198089,1.56079,0.126916,8.04512e-39
57,Potri.001G010600,wgd,Unmethylated,Potri.001G230900,0.462256,2.80863,0.164584,6.65803e-06
58,Potri.001G010700,wgd,Unmethylated,Potri.003G215201,0.0764151,0.220443,0.346642,0.000337454
59,Potri.001G010800,wgd,gbM,Potri.003G215100,0.0172602,0.176135,0.0979941,3.29862e-27
60,Potri.001G010900,wgd,Unmethylated,Potri.006G193900,0.361728,4.34329,0.0832844,9.05615e-56
61,Potri.001G011000,wgd,Unmethylated,Potri.016G058800,0.269201,3.64608,0.073833,6.73125e-46
62,Potri.001G011800,wgd,Unmethylated,Potri.003G214300,0.0586923,0.404094,0.145244,9.83918e-20
63,Potri.001G012200,wgd,gbM,Potri.001G230000,0.115152,1.44471,0.0797063,9.43665383556781e-322
64,Potri.001G012300,wgd,Unmethylated,Potri.003G214100,0.103189,0.199999,0.515948,2.68079e-06
65,Potri.001G012500,wgd,Unmethylated,Potri.006G192000,0.164315,2.59197,0.0633941,5.37724e-62
66,Potri.001G013000,wgd,Unmethylated,Potri.016G058200,0.278606,4.01364,0.0694148,3.21875e-72
67,Potri.001G013200,wgd,Unmethylated,Potri.006G191900,0.303205,3.09298,0.09803,1.22555e-20
68,Potri.001G013300,wgd,gbM,Potri.003G213000,0.0754326,0.167946,0.449148,0.0278517
69,Potri.001G013400,wgd,Unmethylated,Potri.003G212900,0.0594087,0.183178,0.324323,1.25031e-10
70,Potri.001G013500,wgd,gbM,Potri.003G212700,0.0234401,0.246463,0.0951059,9.89791e-23
71,Potri.001G013600,wgd,Unmethylated,Potri.003G212500,0.113519,0.340817,0.33308,1.45139e-13
72,Potri.001G013700,wgd,Unmethylated,Potri.003G212400,0.0442146,0.195316,0.226375,5.24209e-07
73,Potri.001G013800,wgd,gbM,Potri.001G229000,0.22802,1.57684,0.144606,1.66068e-48
74,Potri.001G014100,wgd,Unmethylated,Potri.003G212000,0.317083,1.37449,0.23069,7.21951e-59
75,Potri.001G014500,wgd,NA,Potri.003G211600,0.31549,2.11564,0.149123,1.09033e-17
76,Potri.001G015000,wgd,Unclassified,Potri.003G211200,0.0256854,0.172143,0.14921,2.6438e-05
77,Potri.001G015066,wgd,Unmethylated,Potri.001G227600,0.586878,2.93633,0.199868,1.39284e-09
78,Potri.001G015700,wgd,gbM,Potri.003G210800,0.0343634,0.236366,0.145382,2.30715e-33
79,Potri.001G015900,wgd,Unmethylated,Potri.003G210500,0.0680877,0.21563,0.315761,2.91854e-11
80,Potri.001G016300,wgd,Unmethylated,Potri.003G210400,0.250287,1.57413,0.159001,1.71068e-40
81,Potri.001G016600,wgd,Unmethylated,Potri.003G210200,0.0666956,0.283138,0.235559,3.12723e-19
82,Potri.001G016700,wgd,Unmethylated,Potri.003G208800,0.0467459,0.892869,0.0523547,2.06681e-13
83,Potri.001G017000,wgd,Unmethylated,Potri.003G207600,0.0683452,0.334839,0.204113,3.94127e-20
84,Potri.001G017100,wgd,Unclassified,Potri.003G207400,0.0944192,0.203419,0.464162,1.15543e-05
85,Potri.001G017300,wgd,Unmethylated,Potri.003G207200,0.0893817,0.290964,0.307192,2.55643e-09
86,Potri.001G017400,wgd,Unmethylated,Potri.003G207100,0.0588817,0.123511,0.476732,0.0940018
87,Potri.001G017500,wgd,Unmethylated,Potri.003G207000,0.042328,0.282959,0.14959,7.21307e-17
88,Potri.001G017600,wgd,Unmethylated,Potri.003G206200,0.285161,0.619648,0.460199,3.6477e-05
89,Potri.001G018200,wgd,Unclassified,Potri.003G206000,0.0584426,0.331235,0.176439,5.47558e-39
90,Potri.001G018300,wgd,Unmethylated,Potri.003G205800,0.0525364,0.416153,0.126243,2.74222e-31
91,Potri.001G018400,wgd,Unmethylated,Potri.003G205700,0.0298382,0.29972,0.0995537,5.13295e-28
92,Potri.001G018600,wgd,gbM,Potri.003G205500,0.0444668,0.110019,0.404174,0.0240983
93,Potri.001G018700,wgd,Unmethylated,Potri.003G205400,0.0735088,0.240679,0.305423,1.4752e-12
94,Potri.001G018800,wgd,Unmethylated,Potri.003G205100,0.0285339,0.184518,0.15464,2.32253e-10
95,Potri.001G018900,wgd,Unmethylated,Potri.003G205000,0.0781707,0.236622,0.33036,3.57068e-07
