,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Eucgr.A00051,wgd,NA,Eucgr.A00245,0.0322917,0.0932943,0.346127,0.0152312
2,Eucgr.A00052,wgd,NA,Eucgr.A00246,0.0877187,0.144146,0.608542,0.00949408
3,Eucgr.A00054,wgd,Unclassified,Eucgr.A00256,0.0182288,0.0700709,0.260148,1.07193e-05
4,Eucgr.A00055,wgd,Unmethylated,Eucgr.A00257,0.0290923,0.0786109,0.370079,0.0134168
5,Eucgr.A00057,wgd,gbM,Eucgr.A00261,0.0116746,0.0353642,0.330124,0.00395099
6,Eucgr.A00058,wgd,NA,Eucgr.A00262,0.00312587,0.0200445,0.155946,0.00807555
7,Eucgr.A00059,wgd,Unclassified,Eucgr.A00263,0.00256489,NA,NA,NA
8,Eucgr.A00073,wgd,NA,Eucgr.A00269,NA,0.0155657,1.4265e-13,NA
9,Eucgr.A00074,wgd,Unmethylated,Eucgr.A00271,0.0038589,0.00981194,0.393287,0.313521
10,Eucgr.A00076,wgd,Unmethylated,Eucgr.A00272,0.0384442,0.0367035,1.04742,0.998752
11,Eucgr.A00078,wgd,gbM,Eucgr.A00274,0.00821941,0.0144615,0.568364,0.262219
12,Eucgr.A00079,wgd,NA,Eucgr.A00275,0.0115498,0.0809239,0.142724,2.71706e-07
13,Eucgr.A00081,wgd,gbM,Eucgr.A00277,0.016248,0.0294939,0.550895,0.0570184
14,Eucgr.A00082,wgd,Unclassified,Eucgr.A00278,0.00810275,0.0493488,0.164194,3.29807e-05
15,Eucgr.A00085,wgd,NA,Eucgr.A00280,0.00721279,0.0423141,0.170458,0.00248899
16,Eucgr.A00087,wgd,NA,Eucgr.A00281,0.0500357,0.15797,0.316742,5.58694e-05
17,Eucgr.A00091,wgd,teM,Eucgr.A00282,0.0904442,0.161287,0.560766,7.97867e-06
18,Eucgr.A00245,wgd,gbM,Eucgr.A00051,0.0322917,0.0932943,0.346127,0.0152312
19,Eucgr.A00246,wgd,teM,Eucgr.A00052,0.0877187,0.144146,0.608542,0.00949408
20,Eucgr.A00256,wgd,Unmethylated,Eucgr.A00054,0.0182288,0.0700709,0.260148,1.07193e-05
21,Eucgr.A00257,wgd,NA,Eucgr.A00055,0.0290923,0.0786109,0.370079,0.0134168
22,Eucgr.A00261,wgd,Unclassified,Eucgr.A00057,0.0116746,0.0353642,0.330124,0.00395099
23,Eucgr.A00262,wgd,Unclassified,Eucgr.A00058,0.00312587,0.0200445,0.155946,0.00807555
24,Eucgr.A00263,wgd,NA,Eucgr.A00059,0.00256489,NA,NA,NA
25,Eucgr.A00269,wgd,NA,Eucgr.A00073,NA,0.0155657,1.4265e-13,NA
26,Eucgr.A00271,wgd,NA,Eucgr.A00074,0.0038589,0.00981194,0.393287,0.313521
27,Eucgr.A00272,wgd,Unmethylated,Eucgr.A00076,0.0384442,0.0367035,1.04742,0.998752
28,Eucgr.A00274,wgd,Unclassified,Eucgr.A00078,0.00821941,0.0144615,0.568364,0.262219
29,Eucgr.A00275,wgd,gbM,Eucgr.A00079,0.0115498,0.0809239,0.142724,2.71706e-07
30,Eucgr.A00277,wgd,Unclassified,Eucgr.A00081,0.016248,0.0294939,0.550895,0.0570184
31,Eucgr.A00278,wgd,Unclassified,Eucgr.A00082,0.00810275,0.0493488,0.164194,3.29807e-05
32,Eucgr.A00280,wgd,NA,Eucgr.A00085,0.00721279,0.0423141,0.170458,0.00248899
33,Eucgr.A00281,wgd,NA,Eucgr.A00087,0.0500357,0.15797,0.316742,5.58694e-05
34,Eucgr.A00282,wgd,NA,Eucgr.A00091,0.0904442,0.161287,0.560766,7.97867e-06
35,Eucgr.A00475,wgd,Unclassified,Eucgr.F01527,0.136153,1.49835,0.0908684,3.24231e-64
36,Eucgr.A00483,wgd,gbM,Eucgr.I02486,0.484066,2.99585,0.161579,1.02958e-11
37,Eucgr.A00485,wgd,Unmethylated,Eucgr.F01531,0.246226,3.7886,0.0649913,1.69043e-52
38,Eucgr.A00491,wgd,Unmethylated,Eucgr.F01532,0.268622,3.18978,0.0842134,2.19825e-18
39,Eucgr.A00492,wgd,Unclassified,Eucgr.F01534,0.0604495,1.07717,0.0561187,1.86645e-33
40,Eucgr.A00494,wgd,gbM,Eucgr.F01535,0.606771,1.01977,0.59501,0.086146
41,Eucgr.A00605,wgd,Unclassified,Eucgr.K02964,0.530407,1.59474,0.332597,6.97449e-19
42,Eucgr.A00606,wgd,Unclassified,Eucgr.K02963,0.446299,3.6949,0.120788,5.55597e-21
43,Eucgr.A00608,wgd,gbM,Eucgr.K02962,0.0155025,1.00542,0.015419,8.38155e-61
44,Eucgr.A00611,wgd,Unclassified,Eucgr.K02959,0.114019,1.4057,0.0811119,3.83545e-24
45,Eucgr.A00617,wgd,Unclassified,Eucgr.K02946,0.236347,3.15888,0.0748198,4.17758e-19
46,Eucgr.A00626,wgd,Unclassified,Eucgr.K02942,0.205148,3.43006,0.0598088,3.34292e-49
47,Eucgr.A00628,wgd,Unclassified,Eucgr.K02941,0.29164,1.9298,0.151124,3.59707e-24
48,Eucgr.A00637,wgd,Unclassified,Eucgr.K01263,0.100851,2.877,0.0350542,6.48865e-63
49,Eucgr.A00646,wgd,Unmethylated,Eucgr.K01265,0.351414,3.34225,0.105143,2.25951e-30
50,Eucgr.A00656,wgd,Unmethylated,Eucgr.K01270,0.152825,1.26431,0.120876,1.68835e-17
