Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Egrandis,unM-unM,unM,unM,0,0,37,0.0120481927710843,0-0
Egrandis,unM-unM,unM,unM,1,0,0,0,1-0
Egrandis,unM-unM,unM,unM,0,1,330,0.107456854444806,0-1
Egrandis,unM-unM,unM,unM,1,1,2704,0.880494952784109,1-1
Egrandis,teM-teM,teM,teM,0,0,3,0.00575815738963532,0-0
Egrandis,teM-teM,teM,teM,1,0,0,0,1-0
Egrandis,teM-teM,teM,teM,0,1,39,0.0748560460652591,0-1
Egrandis,teM-teM,teM,teM,1,1,479,0.919385796545106,1-1
Egrandis,unM-teM,unM,teM,0,0,0,0,0-0
Egrandis,unM-teM,unM,teM,1,0,8,0.0225352112676056,1-0
Egrandis,unM-teM,unM,teM,0,1,10,0.028169014084507,0-1
Egrandis,unM-teM,unM,teM,1,1,337,0.949295774647887,1-1
Egrandis,gbM-gbM,gbM,gbM,0,0,16,0.019047619047619,0-0
Egrandis,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Egrandis,gbM-gbM,gbM,gbM,0,1,144,0.171428571428571,0-1
Egrandis,gbM-gbM,gbM,gbM,1,1,680,0.80952380952381,1-1
Egrandis,gbM-unM,gbM,unM,0,0,15,0.0245098039215686,0-0
Egrandis,gbM-unM,gbM,unM,1,0,45,0.0735294117647059,1-0
Egrandis,gbM-unM,gbM,unM,0,1,47,0.076797385620915,0-1
Egrandis,gbM-unM,gbM,unM,1,1,505,0.82516339869281,1-1
Egrandis,gbM-teM,gbM,teM,0,0,2,0.0144927536231884,0-0
Egrandis,gbM-teM,gbM,teM,1,0,3,0.0217391304347826,1-0
Egrandis,gbM-teM,gbM,teM,0,1,14,0.101449275362319,0-1
Egrandis,gbM-teM,gbM,teM,1,1,119,0.86231884057971,1-1
