Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Eucgr.A00272,unM,Eucgr.A00076,unM,wgd,Same,unM-unM
Eucgr.A00278,Unclassified,Eucgr.A00082,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.F01527,Unclassified,Eucgr.A00475,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.F01528,gbM,Eucgr.A00483,gbM,wgd,Same,gbM-gbM
Eucgr.F01531,unM,Eucgr.A00485,unM,wgd,Same,unM-unM
Eucgr.F00325,unM,Eucgr.B00023,unM,wgd,Same,unM-unM
Eucgr.F00365,unM,Eucgr.B00031,unM,wgd,Same,unM-unM
Eucgr.F00370,Unclassified,Eucgr.B00034,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.F00371,unM,Eucgr.B00035,unM,wgd,Same,unM-unM
Eucgr.F00374,gbM,Eucgr.B00039,gbM,wgd,Same,gbM-gbM
Eucgr.F00386,unM,Eucgr.B00050,unM,wgd,Same,unM-unM
Eucgr.B00906,teM,Eucgr.B00951,teM,wgd,Same,teM-teM
Eucgr.B00903,unM,Eucgr.B00954,unM,wgd,Same,unM-unM
Eucgr.B00894,teM,Eucgr.B00960,teM,wgd,Same,teM-teM
Eucgr.B00917,teM,Eucgr.B01045,teM,wgd,Same,teM-teM
Eucgr.L00393,teM,Eucgr.B01074,teM,wgd,Same,teM-teM
Eucgr.L01272,gbM,Eucgr.B01086,gbM,wgd,Same,gbM-gbM
Eucgr.B02552,Unclassified,Eucgr.B03358,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.B02556,unM,Eucgr.B03364,unM,wgd,Same,unM-unM
Eucgr.B02564,unM,Eucgr.B03372,unM,wgd,Same,unM-unM
Eucgr.B02571,unM,Eucgr.B03374,unM,wgd,Same,unM-unM
Eucgr.B00374,unM,Eucgr.B03374,unM,wgd,Same,unM-unM
Eucgr.B02580,unM,Eucgr.B03389,unM,wgd,Same,unM-unM
Eucgr.B00385,unM,Eucgr.B03392,unM,wgd,Same,unM-unM
Eucgr.B02585,Unclassified,Eucgr.B03401,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.B00423,unM,Eucgr.B03409,unM,wgd,Same,unM-unM
Eucgr.B00440,gbM,Eucgr.B03414,gbM,wgd,Same,gbM-gbM
Eucgr.B00469,unM,Eucgr.B03426,unM,wgd,Same,unM-unM
Eucgr.B00471,unM,Eucgr.B03427,unM,wgd,Same,unM-unM
Eucgr.B00506,gbM,Eucgr.B03447,gbM,wgd,Same,gbM-gbM
Eucgr.A01505,unM,Eucgr.B03867,unM,wgd,Same,unM-unM
Eucgr.A01523,unM,Eucgr.B03878,unM,wgd,Same,unM-unM
Eucgr.A01541,unM,Eucgr.B03895,unM,wgd,Same,unM-unM
Eucgr.A01594,unM,Eucgr.B03915,unM,wgd,Same,unM-unM
Eucgr.A01604,Unclassified,Eucgr.B03919,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.A01622,unM,Eucgr.B03929,unM,wgd,Same,unM-unM
Eucgr.A01654,unM,Eucgr.B03936,unM,wgd,Same,unM-unM
Eucgr.A01661,unM,Eucgr.B03937,unM,wgd,Same,unM-unM
Eucgr.A01670,unM,Eucgr.B03941,unM,wgd,Same,unM-unM
Eucgr.C00495,Unclassified,Eucgr.C00320,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.C00491,unM,Eucgr.C00321,unM,wgd,Same,unM-unM
Eucgr.C00481,gbM,Eucgr.C00325,gbM,wgd,Same,gbM-gbM
Eucgr.C00482,unM,Eucgr.C00326,unM,wgd,Same,unM-unM
Eucgr.C00105,unM,Eucgr.C02208,unM,wgd,Same,unM-unM
Eucgr.C00112,unM,Eucgr.C02219,unM,wgd,Same,unM-unM
Eucgr.C00171,unM,Eucgr.C02283,unM,wgd,Same,unM-unM
Eucgr.C00156,unM,Eucgr.C02308,unM,wgd,Same,unM-unM
Eucgr.C01741,gbM,Eucgr.C02774,gbM,wgd,Same,gbM-gbM
Eucgr.C01744,gbM,Eucgr.C02778,gbM,wgd,Same,gbM-gbM
Eucgr.C01749,gbM,Eucgr.C02784,gbM,wgd,Same,gbM-gbM
Eucgr.C01760,unM,Eucgr.C02790,unM,wgd,Same,unM-unM
Eucgr.C01768,gbM,Eucgr.C02799,gbM,wgd,Same,gbM-gbM
Eucgr.C01769,gbM,Eucgr.C02801,gbM,wgd,Same,gbM-gbM
Eucgr.C01779,unM,Eucgr.C02807,unM,wgd,Same,unM-unM
Eucgr.C01792,unM,Eucgr.C02813,unM,wgd,Same,unM-unM
Eucgr.C01808,unM,Eucgr.C02837,unM,wgd,Same,unM-unM
Eucgr.C00966,Unclassified,Eucgr.C02985,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.C00948,unM,Eucgr.C02990,unM,wgd,Same,unM-unM
Eucgr.C00915,gbM,Eucgr.C03023,gbM,wgd,Same,gbM-gbM
Eucgr.C00899,unM,Eucgr.C03048,unM,wgd,Same,unM-unM
Eucgr.C00886,unM,Eucgr.C03051,unM,wgd,Same,unM-unM
Eucgr.C03328,Unclassified,Eucgr.C03263,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.C03329,gbM,Eucgr.C03264,gbM,wgd,Same,gbM-gbM
Eucgr.C03330,teM,Eucgr.C03265,teM,wgd,Same,teM-teM
Eucgr.C00780,unM,Eucgr.C03297,unM,wgd,Same,unM-unM
Eucgr.C00783,unM,Eucgr.C03298,unM,wgd,Same,unM-unM
Eucgr.C00784,gbM,Eucgr.C03299,gbM,wgd,Same,gbM-gbM
Eucgr.C00785,unM,Eucgr.C03301,unM,wgd,Same,unM-unM
Eucgr.C00826,unM,Eucgr.C03554,unM,wgd,Same,unM-unM
Eucgr.C00844,Unclassified,Eucgr.C03569,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.C00845,Unclassified,Eucgr.C03571,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.C00908,unM,Eucgr.C03658,unM,wgd,Same,unM-unM
Eucgr.C00960,unM,Eucgr.C03706,unM,wgd,Same,unM-unM
Eucgr.C00962,unM,Eucgr.C03709,unM,wgd,Same,unM-unM
Eucgr.C00963,unM,Eucgr.C03715,unM,wgd,Same,unM-unM
Eucgr.C00964,unM,Eucgr.C03722,unM,wgd,Same,unM-unM
Eucgr.C00983,gbM,Eucgr.C03728,gbM,wgd,Same,gbM-gbM
Eucgr.C01003,Unclassified,Eucgr.C03762,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Eucgr.C02941,unM,Eucgr.C03766,unM,wgd,Same,unM-unM
Eucgr.C02936,gbM,Eucgr.C03784,gbM,wgd,Same,gbM-gbM
