"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Egrandis"
"2","TEs","Genes",0.243362218124289,0,"Egrandis"
"3","TE.nucleotidess","Genes",0.0422469310865677,1.61819975197375e-08,"Egrandis"
"4","gbM","Genes",0.760123260899242,0,"Egrandis"
"5","teM","Genes",0.216303854893242,0,"Egrandis"
"6","unM","Genes",0.814225415226762,0,"Egrandis"
"7","Unclassified","Genes",0.769291808941313,0,"Egrandis"
"8","Genes","TEs",0.243362218124289,0,"Egrandis"
"9","TEs","TEs",1,NA,"Egrandis"
"10","TE.nucleotidess","TEs",0.883446448993333,0,"Egrandis"
"11","gbM","TEs",0.0974093349766514,0,"Egrandis"
"12","teM","TEs",0.186473622960673,0,"Egrandis"
"13","unM","TEs",0.253054115825447,0,"Egrandis"
"14","Unclassified","TEs",0.167056575594697,0,"Egrandis"
"15","Genes","TE.nucleotidess",0.0422469310865677,1.61819975197375e-08,"Egrandis"
"16","TEs","TE.nucleotidess",0.883446448993333,0,"Egrandis"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Egrandis"
"18","gbM","TE.nucleotidess",-0.0657296949241949,0,"Egrandis"
"19","teM","TE.nucleotidess",0.142758710273123,0,"Egrandis"
"20","unM","TE.nucleotidess",0.0866765200514088,0,"Egrandis"
"21","Unclassified","TE.nucleotidess",0.00863567741390458,0.248450596429026,"Egrandis"
"22","Genes","gbM",0.760123260899242,0,"Egrandis"
"23","TEs","gbM",0.0974093349766514,0,"Egrandis"
"24","TE.nucleotidess","gbM",-0.0657296949241949,0,"Egrandis"
"25","gbM","gbM",1,NA,"Egrandis"
"26","teM","gbM",0.0358828364196179,1.61026526468433e-06,"Egrandis"
"27","unM","gbM",0.494510531322106,0,"Egrandis"
"28","Unclassified","gbM",0.541185066701257,0,"Egrandis"
"29","Genes","teM",0.216303854893242,0,"Egrandis"
"30","TEs","teM",0.186473622960673,0,"Egrandis"
"31","TE.nucleotidess","teM",0.142758710273123,0,"Egrandis"
"32","gbM","teM",0.0358828364196179,1.61026526468433e-06,"Egrandis"
"33","teM","teM",1,NA,"Egrandis"
"34","unM","teM",0.0550095540419357,1.87849735766576e-13,"Egrandis"
"35","Unclassified","teM",0.0676826656751973,0,"Egrandis"
"36","Genes","unM",0.814225415226762,0,"Egrandis"
"37","TEs","unM",0.253054115825447,0,"Egrandis"
"38","TE.nucleotidess","unM",0.0866765200514088,0,"Egrandis"
"39","gbM","unM",0.494510531322106,0,"Egrandis"
"40","teM","unM",0.0550095540419357,1.87849735766576e-13,"Egrandis"
"41","unM","unM",1,NA,"Egrandis"
"42","Unclassified","unM",0.494579343491805,0,"Egrandis"
"43","Genes","Unclassified",0.769291808941313,0,"Egrandis"
"44","TEs","Unclassified",0.167056575594697,0,"Egrandis"
"45","TE.nucleotidess","Unclassified",0.00863567741390458,0.248450596429026,"Egrandis"
"46","gbM","Unclassified",0.541185066701257,0,"Egrandis"
"47","teM","Unclassified",0.0676826656751973,0,"Egrandis"
"48","unM","Unclassified",0.494579343491805,0,"Egrandis"
"49","Unclassified","Unclassified",1,NA,"Egrandis"
