Feature	Duplication
MD00G1000500	dispersed
MD06G1022600	dispersed
MD00G1001300	dispersed
MD03G1105900	dispersed
MD00G1004000	dispersed
MD10G1094800	dispersed
MD00G1005100	dispersed
MD04G1056600	dispersed
MD00G1008300	dispersed
MD00G1099100	dispersed
MD11G1201600	dispersed
MD00G1010100	dispersed
MD00G1186800	dispersed
MD00G1011100	dispersed
MD00G1167900	dispersed
MD02G1251400	dispersed
MD08G1097500	dispersed
MD11G1025800	dispersed
MD12G1177100	dispersed
MD00G1013700	dispersed
MD11G1094900	dispersed
MD00G1016400	dispersed
MD09G1291100	dispersed
MD00G1017500	dispersed
MD07G1300100	dispersed
MD00G1017800	dispersed
MD01G1143700	dispersed
MD02G1048600	dispersed
MD04G1029900	dispersed
MD04G1054700	dispersed
MD05G1321300	dispersed
MD08G1151000	dispersed
MD11G1191200	dispersed
MD00G1018100	dispersed
MD12G1095600	dispersed
MD00G1018300	dispersed
MD07G1010100	dispersed
MD00G1019200	dispersed
MD15G1434500	dispersed
MD17G1177400	dispersed
MD00G1019700	dispersed
MD15G1313400	dispersed
MD15G1313500	dispersed
MD15G1313600	dispersed
MD00G1019900	dispersed
MD00G1021200	dispersed
MD01G1189700	dispersed
MD00G1020100	dispersed
MD00G1021500	dispersed
MD08G1152100	dispersed
MD00G1020500	dispersed
MD09G1186700	dispersed
MD07G1246100	dispersed
MD00G1021300	dispersed
MD00G1020000	dispersed
MD17G1208800	dispersed
MD00G1021800	dispersed
MD08G1152000	dispersed
MD00G1022400	dispersed
MD00G1143800	dispersed
MD00G1022900	dispersed
MD08G1154600	dispersed
MD15G1124400	dispersed
MD00G1023400	dispersed
MD00G1178700	dispersed
MD01G1178800	dispersed
MD08G1118400	dispersed
MD11G1121800	dispersed
MD16G1180400	dispersed
MD00G1023800	dispersed
MD00G1183300	dispersed
MD05G1258100	dispersed
MD15G1239900	dispersed
MD00G1024000	dispersed
MD04G1109700	dispersed
MD05G1180100	dispersed
MD05G1333800	dispersed
MD17G1111300	dispersed
MD00G1024200	dispersed
MD00G1047100	dispersed
MD05G1179900	dispersed
MD05G1333900	dispersed
