Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Carub.0001s0038,Carub.0004s2838,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.290116,2.17476,0.133401,7.43697e-70
Carub.0001s0042,Carub.0006s3656,gbM,gbM,wgd,Same,gbM-gbM,0.117944,0.818878,0.144031,3.31394e-95
Carub.0001s0043,Carub.0004s2850,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.178243,3.56039,0.0500628,2.4886e-59
Carub.0001s0046,Carub.0006s3653,gbM,gbM,wgd,Same,gbM-gbM,0.0408559,0.318601,0.128235,9.4589e-10
Carub.0001s0047,Carub.0006s3651,gbM,gbM,wgd,Same,gbM-gbM,0.120567,1.15696,0.10421,1.30706e-53
Carub.0001s0050,Carub.0006s3675,gbM,gbM,wgd,Same,gbM-gbM,0.191387,0.682015,0.28062,1.99744e-14
Carub.0001s0051,Carub.0006s3680,unM,unM,wgd,Same,unM-unM,0.0851662,1.41495,0.0601903,3.56698e-69
Carub.0001s0054,Carub.0005s2806,unM,unM,wgd,Same,unM-unM,0.584569,3.94999,0.147992,7.22285e-39
Carub.0001s0060,Carub.0005s2812,unM,unM,wgd,Same,unM-unM,0.0348139,1.60742,0.0216582,1.5906e-73
Carub.0001s0060,Carub.0006s3683,unM,unM,wgd,Same,unM-unM,0.0263813,0.929088,0.0283948,7.80504e-57
Carub.0001s0061,Carub.0006s3684,unM,unM,wgd,Same,unM-unM,0.0524795,1.45465,0.0360771,2.37714e-110
Carub.0001s0065,Carub.0006s3686,unM,unM,wgd,Same,unM-unM,0.0650118,1.05856,0.0614153,8.7428e-19
Carub.0001s0066,Carub.0006s3695,unM,unM,wgd,Same,unM-unM,0.194049,1.04145,0.186326,1.43573e-47
Carub.0001s0067,Carub.0006s3697,unM,unM,wgd,Same,unM-unM,0.241366,1.34334,0.179676,1.90444e-49
Carub.0001s0069,Carub.0004s2877,gbM,gbM,wgd,Same,gbM-gbM,0.287669,2.0778,0.138448,1.44177e-41
Carub.0001s0070,Carub.0006s3639,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0869279,1.09514,0.0793758,1.45146e-63
Carub.0001s0072,Carub.0006s3634,unM,unM,wgd,Same,unM-unM,0.233168,0.984474,0.236845,8.374e-16
Carub.0001s0076,Carub.0005s2820,unM,unM,wgd,Same,unM-unM,0.240058,4.28514,0.056021,2.64519e-96
Carub.0001s0077,Carub.0004s2882,unM,unM,wgd,Same,unM-unM,0.277829,3.48506,0.0797201,1.76157e-22
Carub.0001s0079,Carub.0006s3623,unM,unM,wgd,Same,unM-unM,0.194975,4.0053,0.0486793,2.41648e-44
Carub.0001s0080,Carub.0004s2900,unM,unM,wgd,Same,unM-unM,0.452711,3.88502,0.116527,3.88802e-26
Carub.0001s0080,Carub.0006s3617,unM,unM,wgd,Same,unM-unM,0.190425,1.08322,0.175796,4.79438e-23
Carub.0001s0082,Carub.0006s3615,gbM,gbM,wgd,Same,gbM-gbM,0.18791,1.66984,0.112532,3.83881e-50
Carub.0001s0083,Carub.0006s3614,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.207944,2.04094,0.101886,1.16178e-59
Carub.0001s0084,Carub.0006s3613,unM,unM,wgd,Same,unM-unM,0.18538,1.27346,0.145571,1.36982e-45
Carub.0001s0085,Carub.0006s3612,unM,unM,wgd,Same,unM-unM,0.208657,0.964895,0.216248,9.00478e-06
Carub.0001s0087,Carub.0006s3607,unM,unM,wgd,Same,unM-unM,0.113794,1.37298,0.0828813,1.45669e-26
