Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Ciclev10000038m.g,Ciclev10024708m.g,gbM,gbM,wgd,Same,gbM-gbM,0.594241,1.64078,0.362169,9.03378e-42
Ciclev10000039m.g,Ciclev10030120m.g,gbM,gbM,wgd,Same,gbM-gbM,0.141032,2.15073,0.0655739,1.52305e-155
Ciclev10000065m.g,Ciclev10004186m.g,gbM,gbM,wgd,Same,gbM-gbM,0.40404,1.60165,0.252265,2.10768e-68
Ciclev10000079m.g,Ciclev10024864m.g,gbM,gbM,wgd,Same,gbM-gbM,0.440509,2.01396,0.218728,6.15088e-58
Ciclev10000083m.g,Ciclev10027574m.g,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.213608,4.97028,0.042977,4.83513e-186
Ciclev10000084m.g,Ciclev10004197m.g,gbM,gbM,wgd,Same,gbM-gbM,0.129286,2.22484,0.0581101,8.71706e-162
Ciclev10000089m.g,Ciclev10004210m.g,gbM,gbM,wgd,Same,gbM-gbM,0.209711,1.89242,0.110816,3.94565e-139
Ciclev10000095m.g,Ciclev10024733m.g,gbM,gbM,wgd,Same,gbM-gbM,0.403831,1.7832,0.226464,8.71111e-72
Ciclev10000125m.g,Ciclev10024786m.g,gbM,gbM,wgd,Same,gbM-gbM,0.127173,2.37423,0.0535638,2.83806e-141
Ciclev10000147m.g,Ciclev10024772m.g,gbM,gbM,wgd,Same,gbM-gbM,0.262674,1.3131,0.200041,8.52541e-86
Ciclev10000155m.g,Ciclev10027748m.g,unM,unM,wgd,Same,unM-unM,0.286045,4.88314,0.0585781,1.79838e-132
Ciclev10000207m.g,Ciclev10004258m.g,gbM,gbM,wgd,Same,gbM-gbM,0.504597,1.70985,0.295111,5.84698e-43
Ciclev10000225m.g,Ciclev10011039m.g,gbM,gbM,wgd,Same,gbM-gbM,0.282797,1.54939,0.182521,1.55619e-79
Ciclev10000241m.g,Ciclev10024938m.g,gbM,gbM,wgd,Same,gbM-gbM,0.462145,4.58207,0.100859,1.65411e-58
Ciclev10000269m.g,Ciclev10024876m.g,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.195899,3.17124,0.0617736,1.64284e-134
Ciclev10000328m.g,Ciclev10000311m.g,gbM,gbM,wgd,Same,gbM-gbM,0.2359,2.59443,0.0909257,1.11264e-106
Ciclev10000335m.g,Ciclev10024925m.g,gbM,gbM,wgd,Same,gbM-gbM,0.086132,1.31519,0.0654903,8.07571e-149
Ciclev10000363m.g,Ciclev10024951m.g,gbM,unM,wgd,Different,gbM-unM,0.207186,2.9746,0.0696517,1.29418e-131
Ciclev10000383m.g,Ciclev10027888m.g,gbM,gbM,wgd,Same,gbM-gbM,0.263396,4.54006,0.0580161,6.68974e-118
Ciclev10000387m.g,Ciclev10004410m.g,gbM,gbM,wgd,Same,gbM-gbM,0.227081,3.45568,0.0657123,2.24385e-103
Ciclev10000400m.g,Ciclev10027893m.g,gbM,gbM,wgd,Same,gbM-gbM,0.153178,2.25004,0.0680779,6.66903e-101
Ciclev10000420m.g,Ciclev10004034m.g,unM,unM,wgd,Same,unM-unM,0.257791,1.86652,0.138113,3.11929e-81
Ciclev10000450m.g,Ciclev10027936m.g,gbM,gbM,wgd,Same,gbM-gbM,0.483564,4.42869,0.109189,3.57327e-49
Ciclev10000459m.g,Ciclev10027894m.g,gbM,gbM,wgd,Same,gbM-gbM,0.430077,1.78883,0.240424,3.00926e-43
Ciclev10000465m.g,Ciclev10024979m.g,gbM,gbM,wgd,Same,gbM-gbM,0.281474,1.48049,0.190123,3.31749e-61
Ciclev10000480m.g,Ciclev10000358m.g,gbM,gbM,wgd,Same,gbM-gbM,0.224348,1.84201,0.121795,1.45872e-90
Ciclev10000508m.g,Ciclev10027952m.g,gbM,gbM,wgd,Same,gbM-gbM,0.378178,2.06467,0.183167,7.23918e-53
Ciclev10000510m.g,Ciclev10025088m.g,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0861584,1.63794,0.0526016,1.01234e-138
Ciclev10000511m.g,Ciclev10025043m.g,unM,unM,wgd,Same,unM-unM,0.279077,4.57873,0.0609506,6.56757e-107
Ciclev10000518m.g,Ciclev10025085m.g,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.292514,4.67746,0.0625369,1.84962e-96
Ciclev10000521m.g,Ciclev10025101m.g,unM,unM,wgd,Same,unM-unM,0.191072,2.02241,0.0944773,3.30014e-73
Ciclev10000539m.g,Ciclev10011244m.g,gbM,gbM,wgd,Same,gbM-gbM,0.283567,1.42692,0.198726,1.69004e-59
Ciclev10000549m.g,Ciclev10000438m.g,gbM,gbM,wgd,Same,gbM-gbM,0.382307,1.79915,0.212493,3.11773e-49
Ciclev10000565m.g,Ciclev10025144m.g,gbM,gbM,wgd,Same,gbM-gbM,0.251161,1.7474,0.143733,2.42076e-72
Ciclev10000566m.g,Ciclev10027792m.g,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.457436,4.46461,0.102458,1.65343e-59
Ciclev10000593m.g,Ciclev10025533m.g,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.357145,4.25579,0.0839197,4.39536e-70
Ciclev10000645m.g,Ciclev10011307m.g,unM,unM,wgd,Same,unM-unM,0.221267,4.48364,0.0493499,1.32325e-94
Ciclev10000654m.g,Ciclev10011386m.g,gbM,unM,wgd,Different,gbM-unM,0.307469,1.78835,0.171929,1.58847e-50
Ciclev10000692m.g,Ciclev10025727m.g,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.397948,1.77958,0.223619,5.37138e-20
Ciclev10000755m.g,Ciclev10025227m.g,gbM,gbM,wgd,Same,gbM-gbM,0.186265,1.91315,0.0973603,3.82509e-86
Ciclev10000763m.g,Ciclev10025832m.g,gbM,gbM,wgd,Same,gbM-gbM,0.67351,4.12204,0.163392,6.06665e-20
Ciclev10000767m.g,Ciclev10025634m.g,gbM,gbM,wgd,Same,gbM-gbM,0.485335,1.97811,0.245353,1.43767e-25
Ciclev10000776m.g,Ciclev10000949m.g,gbM,gbM,wgd,Same,gbM-gbM,0.22002,2.0155,0.109164,1.2618e-70
Ciclev10000827m.g,Ciclev10028023m.g,gbM,gbM,wgd,Same,gbM-gbM,0.196309,1.58552,0.123814,2.23592e-67
Ciclev10000831m.g,Ciclev10025355m.g,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.255959,4.47825,0.0571559,4.24399e-88
Ciclev10000839m.g,Ciclev10029969m.g,gbM,unM,wgd,Different,gbM-unM,0.17156,4.63352,0.0370258,2.46374e-101
Ciclev10000861m.g,Ciclev10025435m.g,gbM,unM,wgd,Different,gbM-unM,0.215729,1.69957,0.126931,1.20279e-67
Ciclev10000865m.g,Ciclev10025414m.g,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.187247,2.69854,0.0693882,2.71491e-83
Ciclev10000875m.g,Ciclev10025372m.g,gbM,gbM,wgd,Same,gbM-gbM,0.0747339,1.60716,0.0465007,5.64706e-111
Ciclev10000880m.g,Ciclev10025329m.g,gbM,gbM,wgd,Same,gbM-gbM,0.169181,1.32506,0.127679,3.07859e-69
Ciclev10000881m.g,Ciclev10029372m.g,gbM,unM,wgd,Different,gbM-unM,0.770139,3.35699,0.229414,2.54028e-11
Ciclev10000910m.g,Ciclev10025600m.g,gbM,gbM,wgd,Same,gbM-gbM,0.322085,1.87509,0.17177,5.19168e-42
Ciclev10000913m.g,Ciclev10026955m.g,unM,unM,wgd,Same,unM-unM,0.290715,4.29723,0.0676517,3.26348e-75
Ciclev10000919m.g,Ciclev10025256m.g,gbM,gbM,wgd,Same,gbM-gbM,0.229701,1.54886,0.148304,7.80474e-56
Ciclev10000963m.g,Ciclev10001030m.g,gbM,unM,wgd,Different,gbM-unM,0.235868,1.81897,0.129671,2.06892e-58
Ciclev10000968m.g,Ciclev10028330m.g,unM,unM,wgd,Same,unM-unM,0.319286,4.32851,0.0737634,1.86384e-70
Ciclev10000984m.g,Ciclev10004799m.g,gbM,gbM,wgd,Same,gbM-gbM,0.254126,2.93502,0.086584,2.44726e-65
Ciclev10001000m.g,Ciclev10011650m.g,gbM,gbM,wgd,Same,gbM-gbM,0.193685,3.39809,0.0569981,3.61467e-80
Ciclev10001015m.g,Ciclev10025331m.g,gbM,gbM,wgd,Same,gbM-gbM,0.175598,1.93393,0.0907982,5.75311e-69
Ciclev10001016m.g,Ciclev10025462m.g,unM,unM,wgd,Same,unM-unM,0.516347,1.76917,0.291858,3.7705e-26
Ciclev10001031m.g,Ciclev10025538m.g,gbM,gbM,wgd,Same,gbM-gbM,0.15981,2.04456,0.0781634,4.62156e-62
Ciclev10001042m.g,Ciclev10028343m.g,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.153867,2.85753,0.0538461,4.74247e-95
Ciclev10001043m.g,Ciclev10028355m.g,unM,unM,wgd,Same,unM-unM,0.168378,1.76391,0.095457,4.98878e-75
Ciclev10001051m.g,Ciclev10020133m.g,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.483633,1.79505,0.269425,9.53652e-24
Ciclev10001058m.g,Ciclev10028062m.g,gbM,gbM,wgd,Same,gbM-gbM,0.24124,2.87034,0.0840457,4.06941e-63
Ciclev10001063m.g,Ciclev10028642m.g,gbM,gbM,wgd,Same,gbM-gbM,0.844133,4.00797,0.210614,3.91594e-16
Ciclev10001070m.g,Ciclev10026965m.g,unM,unM,wgd,Same,unM-unM,0.372942,1.96631,0.189666,1.18254e-39
Ciclev10001098m.g,Ciclev10025698m.g,unM,unM,wgd,Same,unM-unM,0.587145,4.02936,0.145717,3.40679e-38
Ciclev10001099m.g,Ciclev10025351m.g,gbM,gbM,wgd,Same,gbM-gbM,0.364534,4.17687,0.0872743,2.30054e-43
Ciclev10001121m.g,Ciclev10028499m.g,gbM,gbM,wgd,Same,gbM-gbM,0.370187,2.04161,0.181322,2.46036e-37
Ciclev10001122m.g,Ciclev10001860m.g,gbM,unM,wgd,Different,gbM-unM,0.519669,4.0794,0.127389,5.65442e-29
Ciclev10001155m.g,Ciclev10027384m.g,unM,unM,wgd,Same,unM-unM,0.2704,4.27708,0.0632206,1.7641e-83
Ciclev10001159m.g,Ciclev10028435m.g,gbM,gbM,wgd,Same,gbM-gbM,0.274607,4.2016,0.0653576,3.76207e-60
Ciclev10001189m.g,Ciclev10020400m.g,gbM,unM,wgd,Different,gbM-unM,0.284534,1.96322,0.144932,1.73443e-44
Ciclev10001191m.g,Ciclev10011771m.g,unM,unM,wgd,Same,unM-unM,0.240505,1.58599,0.151644,1.48055e-44
Ciclev10001235m.g,Ciclev10025564m.g,gbM,gbM,wgd,Same,gbM-gbM,0.262718,2.34685,0.111945,7.50968e-54
Ciclev10001235m.g,Ciclev10028938m.g,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.156592,2.35687,0.0664407,2.14539e-56
Ciclev10001250m.g,Ciclev10025465m.g,unM,unM,wgd,Same,unM-unM,0.602436,4.1846,0.143965,9.4977e-29
Ciclev10001264m.g,Ciclev10027588m.g,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.349228,4.20307,0.0830888,9.47582e-56
Ciclev10001267m.g,Ciclev10030306m.g,unM,unM,wgd,Same,unM-unM,0.392064,3.27423,0.119743,5.49161e-40
Ciclev10001275m.g,Ciclev10025715m.g,gbM,gbM,wgd,Same,gbM-gbM,0.238844,1.61055,0.1483,1.04545e-47
Ciclev10001332m.g,Ciclev10028742m.g,unM,unM,wgd,Same,unM-unM,0.52278,4.09269,0.127735,3.35467e-38
Ciclev10001376m.g,Ciclev10004441m.g,gbM,gbM,wgd,Same,gbM-gbM,0.401397,2.4822,0.161711,2.93118e-31
Ciclev10001380m.g,Ciclev10025637m.g,unM,unM,wgd,Same,unM-unM,0.507586,1.9839,0.255853,1.57013e-23
Ciclev10001416m.g,Ciclev10028675m.g,unM,unM,wgd,Same,unM-unM,0.324601,3.82269,0.0849144,6.83135e-45
Ciclev10001438m.g,Ciclev10025927m.g,unM,unM,wgd,Same,unM-unM,0.254002,1.5485,0.164031,1.62519e-42
Ciclev10001439m.g,Ciclev10030144m.g,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.237303,1.9464,0.121919,2.88897e-45
Ciclev10001476m.g,Ciclev10025810m.g,gbM,gbM,wgd,Same,gbM-gbM,0.23151,2.3904,0.0968499,3.97528e-55
Ciclev10001479m.g,Ciclev10025873m.g,gbM,gbM,wgd,Same,gbM-gbM,0.227702,2.59606,0.0877105,4.78881e-37
Ciclev10001513m.g,Ciclev10025685m.g,unM,unM,wgd,Same,unM-unM,0.286499,2.27056,0.126179,1.2848e-43
Ciclev10001524m.g,Ciclev10006605m.g,gbM,teM,wgd,Different,gbM-teM,0.0966592,1.77862,0.0543451,3.59145e-57
Ciclev10001531m.g,Ciclev10025905m.g,gbM,gbM,wgd,Same,gbM-gbM,0.0906953,4.09358,0.0221555,9.49662e-99
Ciclev10001539m.g,Ciclev10026218m.g,unM,unM,wgd,Same,unM-unM,0.327183,2.02732,0.161387,5.16554e-32
Ciclev10001544m.g,Ciclev10028641m.g,unM,unM,wgd,Same,unM-unM,0.407582,1.96593,0.207323,6.90343e-29
Ciclev10001559m.g,Ciclev10028670m.g,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.174864,2.7601,0.0633544,1.35944e-65
