,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Ciclev10000038m.g,wgd,gbM,Ciclev10024708m.g,0.594241,1.64078,0.362169,9.03378e-42
2,Ciclev10000039m.g,wgd,gbM,Ciclev10030120m.g,0.141032,2.15073,0.0655739,1.52305e-155
3,Ciclev10000065m.g,wgd,gbM,Ciclev10004186m.g,0.40404,1.60165,0.252265,2.10768e-68
4,Ciclev10000079m.g,wgd,gbM,Ciclev10024864m.g,0.440509,2.01396,0.218728,6.15088e-58
5,Ciclev10000083m.g,wgd,Unclassified,Ciclev10027574m.g,0.213608,4.97028,0.042977,4.83513e-186
6,Ciclev10000084m.g,wgd,gbM,Ciclev10004197m.g,0.129286,2.22484,0.0581101,8.71706e-162
7,Ciclev10000089m.g,wgd,gbM,Ciclev10004210m.g,0.209711,1.89242,0.110816,3.94565e-139
8,Ciclev10000095m.g,wgd,gbM,Ciclev10024733m.g,0.403831,1.7832,0.226464,8.71111e-72
9,Ciclev10000097m.g,wgd,Unmethylated,Ciclev10024791m.g,0.432618,3.13593,0.137955,2.38131e-81
10,Ciclev10000125m.g,wgd,gbM,Ciclev10024786m.g,0.127173,2.37423,0.0535638,2.83806e-141
11,Ciclev10000126m.g,wgd,Unmethylated,Ciclev10006833m.g,0.327996,2.6307,0.12468,4.61209e-79
12,Ciclev10000131m.g,wgd,gbM,Ciclev10018670m.g,0.221378,1.54727,0.143076,4.19269e-115
13,Ciclev10000138m.g,wgd,gbM,Ciclev10018690m.g,0.31119,1.45757,0.213499,1.88016e-75
14,Ciclev10000147m.g,wgd,gbM,Ciclev10024772m.g,0.262674,1.3131,0.200041,8.52541e-86
15,Ciclev10000155m.g,wgd,Unmethylated,Ciclev10027748m.g,0.286045,4.88314,0.0585781,1.79838e-132
16,Ciclev10000207m.g,wgd,gbM,Ciclev10004258m.g,0.504597,1.70985,0.295111,5.84698e-43
17,Ciclev10000225m.g,wgd,gbM,Ciclev10011039m.g,0.282797,1.54939,0.182521,1.55619e-79
18,Ciclev10000241m.g,wgd,gbM,Ciclev10024938m.g,0.462145,4.58207,0.100859,1.65411e-58
19,Ciclev10000269m.g,wgd,Unclassified,Ciclev10024876m.g,0.195899,3.17124,0.0617736,1.64284e-134
20,Ciclev10000311m.g,wgd,gbM,Ciclev10000328m.g,0.2359,2.59443,0.0909257,1.11264e-106
21,Ciclev10000316m.g,wgd,Unmethylated,Ciclev10023268m.g,0.441463,3.1662,0.13943,2.90764e-62
22,Ciclev10000328m.g,wgd,gbM,Ciclev10000311m.g,0.2359,2.59443,0.0909257,1.11264e-106
23,Ciclev10000335m.g,wgd,gbM,Ciclev10024925m.g,0.086132,1.31519,0.0654903,8.07571e-149
24,Ciclev10000343m.g,wgd,gbM,Ciclev10002136m.g,0.499487,2.01244,0.2482,5.67155e-16
25,Ciclev10000353m.g,wgd,Unmethylated,Ciclev10004283m.g,0.221746,2.79571,0.0793165,4.48596e-113
26,Ciclev10000358m.g,wgd,gbM,Ciclev10000480m.g,0.224348,1.84201,0.121795,1.45872e-90
27,Ciclev10000363m.g,wgd,gbM,Ciclev10024951m.g,0.207186,2.9746,0.0696517,1.29418e-131
28,Ciclev10000365m.g,wgd,Unmethylated,Ciclev10023684m.g,0.270228,2.21591,0.121949,2.3031e-26
29,Ciclev10000383m.g,wgd,gbM,Ciclev10027888m.g,0.263396,4.54006,0.0580161,6.68974e-118
30,Ciclev10000387m.g,wgd,gbM,Ciclev10004410m.g,0.227081,3.45568,0.0657123,2.24385e-103
31,Ciclev10000389m.g,wgd,Unmethylated,Ciclev10024987m.g,0.476791,1.40211,0.340052,3.42967e-30
32,Ciclev10000400m.g,wgd,gbM,Ciclev10027893m.g,0.153178,2.25004,0.0680779,6.66903e-101
33,Ciclev10000420m.g,wgd,Unmethylated,Ciclev10004034m.g,0.257791,1.86652,0.138113,3.11929e-81
34,Ciclev10000438m.g,wgd,gbM,Ciclev10000549m.g,0.382307,1.79915,0.212493,3.11773e-49
35,Ciclev10000450m.g,wgd,gbM,Ciclev10027936m.g,0.483564,4.42869,0.109189,3.57327e-49
36,Ciclev10000459m.g,wgd,gbM,Ciclev10027894m.g,0.430077,1.78883,0.240424,3.00926e-43
37,Ciclev10000465m.g,wgd,gbM,Ciclev10024979m.g,0.281474,1.48049,0.190123,3.31749e-61
38,Ciclev10000480m.g,wgd,gbM,Ciclev10000358m.g,0.224348,1.84201,0.121795,1.45872e-90
39,Ciclev10000481m.g,wgd,Unclassified,Ciclev10027882m.g,0.475891,1.7603,0.270347,5.08939e-37
40,Ciclev10000508m.g,wgd,gbM,Ciclev10027952m.g,0.378178,2.06467,0.183167,7.23918e-53
41,Ciclev10000510m.g,wgd,Unmethylated,Ciclev10025088m.g,0.0861584,1.63794,0.0526016,1.01234e-138
42,Ciclev10000511m.g,wgd,Unmethylated,Ciclev10025043m.g,0.279077,4.57873,0.0609506,6.56757e-107
43,Ciclev10000518m.g,wgd,Unmethylated,Ciclev10025085m.g,0.292514,4.67746,0.0625369,1.84962e-96
44,Ciclev10000521m.g,wgd,Unmethylated,Ciclev10025101m.g,0.191072,2.02241,0.0944773,3.30014e-73
45,Ciclev10000532m.g,wgd,Unclassified,Ciclev10028034m.g,0.339684,1.99104,0.170606,1.57343e-56
46,Ciclev10000539m.g,wgd,gbM,Ciclev10011244m.g,0.283567,1.42692,0.198726,1.69004e-59
47,Ciclev10000549m.g,wgd,gbM,Ciclev10000438m.g,0.382307,1.79915,0.212493,3.11773e-49
48,Ciclev10000554m.g,wgd,Unclassified,Ciclev10028011m.g,0.168821,1.81495,0.0930171,7.91068e-97
49,Ciclev10000565m.g,wgd,gbM,Ciclev10025144m.g,0.251161,1.7474,0.143733,2.42076e-72
50,Ciclev10000566m.g,wgd,Unmethylated,Ciclev10027792m.g,0.457436,4.46461,0.102458,1.65343e-59
51,Ciclev10000593m.g,wgd,Unmethylated,Ciclev10025533m.g,0.357145,4.25579,0.0839197,4.39536e-70
52,Ciclev10000645m.g,wgd,Unmethylated,Ciclev10011307m.g,0.221267,4.48364,0.0493499,1.32325e-94
53,Ciclev10000654m.g,wgd,gbM,Ciclev10011386m.g,0.307469,1.78835,0.171929,1.58847e-50
54,Ciclev10000692m.g,wgd,gbM,Ciclev10025727m.g,0.397948,1.77958,0.223619,5.37138e-20
