Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Ciclev10018645m.g,unM,Ciclev10000126m.g,unM,wgd,Same,unM-unM
Ciclev10018670m.g,gbM,Ciclev10000131m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018690m.g,gbM,Ciclev10000138m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000328m.g,gbM,Ciclev10000311m.g,gbM,wgd,Same,gbM-gbM
Ciclev10023268m.g,unM,Ciclev10000316m.g,unM,wgd,Same,unM-unM
Ciclev10002136m.g,gbM,Ciclev10000343m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000480m.g,gbM,Ciclev10000358m.g,gbM,wgd,Same,gbM-gbM
Ciclev10023684m.g,unM,Ciclev10000365m.g,unM,wgd,Same,unM-unM
Ciclev10000549m.g,gbM,Ciclev10000438m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000776m.g,gbM,Ciclev10000949m.g,gbM,wgd,Same,gbM-gbM
Ciclev10003745m.g,unM,Ciclev10000954m.g,unM,wgd,Same,unM-unM
Ciclev10023420m.g,unM,Ciclev10000982m.g,unM,wgd,Same,unM-unM
Ciclev10020382m.g,gbM,Ciclev10001227m.g,gbM,wgd,Same,gbM-gbM
Ciclev10021027m.g,unM,Ciclev10001308m.g,unM,wgd,Same,unM-unM
Ciclev10021017m.g,unM,Ciclev10001480m.g,unM,wgd,Same,unM-unM
Ciclev10020563m.g,unM,Ciclev10001511m.g,unM,wgd,Same,unM-unM
Ciclev10023707m.g,Unclassified,Ciclev10001616m.g,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Ciclev10020963m.g,gbM,Ciclev10001720m.g,gbM,wgd,Same,gbM-gbM
Ciclev10001800m.g,unM,Ciclev10001753m.g,unM,wgd,Same,unM-unM
Ciclev10024493m.g,Unclassified,Ciclev10001826m.g,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Ciclev10021318m.g,gbM,Ciclev10001988m.g,gbM,wgd,Same,gbM-gbM
Ciclev10021764m.g,gbM,Ciclev10002007m.g,gbM,wgd,Same,gbM-gbM
Ciclev10022032m.g,unM,Ciclev10002290m.g,unM,wgd,Same,unM-unM
Ciclev10022082m.g,gbM,Ciclev10002418m.g,gbM,wgd,Same,gbM-gbM
Ciclev10002477m.g,gbM,Ciclev10002473m.g,gbM,wgd,Same,gbM-gbM
Ciclev10022379m.g,Unclassified,Ciclev10002566m.g,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Ciclev10022435m.g,Unclassified,Ciclev10002597m.g,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Ciclev10022547m.g,unM,Ciclev10002676m.g,unM,wgd,Same,unM-unM
Ciclev10022542m.g,unM,Ciclev10002689m.g,unM,wgd,Same,unM-unM
Ciclev10023750m.g,unM,Ciclev10002897m.g,unM,wgd,Same,unM-unM
Ciclev10003206m.g,unM,Ciclev10003376m.g,unM,wgd,Same,unM-unM
Ciclev10023275m.g,unM,Ciclev10003499m.g,unM,wgd,Same,unM-unM
Ciclev10022952m.g,unM,Ciclev10003628m.g,unM,wgd,Same,unM-unM
Ciclev10024391m.g,unM,Ciclev10003641m.g,unM,wgd,Same,unM-unM
Ciclev10024124m.g,unM,Ciclev10003837m.g,unM,wgd,Same,unM-unM
Ciclev10023762m.g,gbM,Ciclev10003914m.g,gbM,wgd,Same,gbM-gbM
Ciclev10022698m.g,unM,Ciclev10004033m.g,unM,wgd,Same,unM-unM
Ciclev10000420m.g,unM,Ciclev10004034m.g,unM,wgd,Same,unM-unM
Ciclev10018459m.g,gbM,Ciclev10004130m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018465m.g,gbM,Ciclev10004131m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018467m.g,gbM,Ciclev10004133m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018523m.g,Unclassified,Ciclev10004136m.g,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Ciclev10018478m.g,gbM,Ciclev10004139m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018516m.g,gbM,Ciclev10004171m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018752m.g,gbM,Ciclev10004184m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000065m.g,gbM,Ciclev10004186m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000084m.g,gbM,Ciclev10004197m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000089m.g,gbM,Ciclev10004210m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018697m.g,gbM,Ciclev10004227m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000207m.g,gbM,Ciclev10004258m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018843m.g,gbM,Ciclev10004269m.g,gbM,wgd,Same,gbM-gbM
Ciclev10019047m.g,gbM,Ciclev10004290m.g,gbM,wgd,Same,gbM-gbM
Ciclev10003991m.g,gbM,Ciclev10004297m.g,gbM,wgd,Same,gbM-gbM
Ciclev10024195m.g,gbM,Ciclev10004312m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018889m.g,gbM,Ciclev10004341m.g,gbM,wgd,Same,gbM-gbM
Ciclev10023712m.g,unM,Ciclev10004345m.g,unM,wgd,Same,unM-unM
Ciclev10023309m.g,gbM,Ciclev10004358m.g,gbM,wgd,Same,gbM-gbM
Ciclev10018959m.g,unM,Ciclev10004369m.g,unM,wgd,Same,unM-unM
Ciclev10023497m.g,Unclassified,Ciclev10004384m.g,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Ciclev10018980m.g,gbM,Ciclev10004400m.g,gbM,wgd,Same,gbM-gbM
Ciclev10011129m.g,gbM,Ciclev10004400m.g,gbM,wgd,Same,gbM-gbM
Ciclev10000387m.g,gbM,Ciclev10004410m.g,gbM,wgd,Same,gbM-gbM
Ciclev10019391m.g,gbM,Ciclev10004416m.g,gbM,wgd,Same,gbM-gbM
