GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0005622,intracellular,21840,2292,2008.73,1e-30,2.13666666666667e-28
GO:0032991,protein-containing complex,3016,563,277.4,1e-30,2.13666666666667e-28
GO:0005634,nucleus,10711,1390,985.14,1e-30,2.13666666666667e-28
GO:0043226,organelle,20169,2117,1855.04,8.1e-29,1.298025e-26
GO:0110165,cellular anatomical entity,24828,2373,2283.55,3.6e-28,4.6152e-26
GO:0031974,membrane-enclosed lumen,1153,226,106.05,1.5e-26,1.6025e-24
GO:0043228,non-membrane-bounded organelle,1639,299,150.75,3.8e-23,3.47971428571429e-21
GO:0043232,intracellular non-membrane-bounded organ...,1639,299,150.75,6.1e-23,4.887625e-21
GO:0005654,nucleoplasm,463,115,42.58,3.6e-22,2.564e-20
GO:0043233,organelle lumen,1153,226,106.05,1.9e-21,1.2179e-19
GO:0070013,intracellular organelle lumen,1153,226,106.05,2.8e-21,1.63163636363636e-19
GO:0099080,supramolecular complex,284,80,26.12,2.7e-19,1.44225e-17
GO:0031981,nuclear lumen,987,219,90.78,8.8e-18,4.33907692307692e-16
GO:0016604,nuclear body,102,39,9.38,7.2e-15,3.29657142857143e-13
GO:0031410,cytoplasmic vesicle,736,139,67.69,9.0e-14,3.846e-12
GO:0012505,endomembrane system,2367,329,217.7,4.5e-13,1.8028125e-11
GO:0097708,intracellular vesicle,738,139,67.88,3.8e-12,1.43282352941176e-10
GO:0005635,nuclear envelope,114,43,10.49,9.8e-12,3.48988888888889e-10
GO:0031982,vesicle,833,148,76.61,3.6e-11,1.21452631578947e-09
GO:0000785,chromatin,154,42,14.16,2.5e-10,8.0125e-09
GO:0005881,cytoplasmic microtubule,60,23,5.52,6.2e-09,1.89247619047619e-07
GO:0048475,coated membrane,69,24,6.35,1.6e-08,4.66181818181818e-07
GO:0036464,cytoplasmic ribonucleoprotein granule,83,27,7.63,1.9e-08,5.29521739130435e-07
GO:0009574,preprophase band,23,13,2.12,2.5e-08,6.67708333333333e-07
GO:0030117,membrane coat,69,24,6.35,2.7e-08,6.9228e-07
GO:0005643,nuclear pore,51,27,4.69,3.3e-08,8.13576923076923e-07
GO:0000151,ubiquitin ligase complex,321,65,29.52,1.5e-07,3.56111111111111e-06
GO:0005768,endosome,419,92,38.54,1.7e-07,3.89178571428571e-06
GO:0005938,cell cortex,130,33,11.96,2.0e-07,4.42068965517241e-06
GO:0098805,whole membrane,850,127,78.18,2.2e-07,4.70066666666667e-06
GO:0030880,RNA polymerase complex,134,35,12.32,2.5e-07,5.16935483870968e-06
GO:0005794,Golgi apparatus,1187,176,109.17,9.0e-07,1.8028125e-05
GO:0042575,DNA polymerase complex,20,11,1.84,1.1e-06,2.13666666666667e-05
GO:0055044,symplast,969,137,89.12,1.9e-06,3.58205882352941e-05
GO:0005829,cytosol,2784,336,256.06,2.0e-06,3.66285714285714e-05
GO:0030054,cell junction,971,137,89.31,2.1e-06,3.73916666666667e-05
GO:0009524,phragmoplast,67,20,6.16,2.6e-06,4.50432432432432e-05
GO:0030119,AP-type membrane coat adaptor complex,19,11,1.75,4.1e-06,6.91605263157895e-05
GO:0098791,Golgi apparatus subcompartment,395,74,36.33,5.4e-06,8.81375e-05
GO:0030532,small nuclear ribonucleoprotein complex,82,26,7.54,5.5e-06,8.81375e-05
GO:0098797,plasma membrane protein complex,42,15,3.86,6.1e-06,9.53682926829268e-05
GO:0032153,cell division site,10,7,0.92,6.7e-06,0.000102254761904762
GO:0031975,envelope,1050,143,96.57,8.5e-06,0.000126709302325581
GO:0005681,spliceosomal complex,162,40,14.9,2.2e-05,0.0003205
GO:0016021,integral component of membrane,438,43,40.28,2.3e-05,0.000327622222222222
GO:0000407,phagophore assembly site,19,9,1.75,2.5e-05,0.000348369565217391
GO:0012506,vesicle membrane,73,23,6.71,4.0e-05,0.000545531914893617
GO:0034399,nuclear periphery,13,7,1.2,7.4e-05,0.000988208333333333
GO:0005694,chromosome,325,84,29.89,8.3e-05,0.00108577551020408
GO:0055029,nuclear DNA-directed RNA polymerase comp...,114,30,10.49,9.2e-05,0.00117944
GO:0031090,organelle membrane,1486,194,136.67,9.5e-05,0.00119401960784314
GO:0030133,transport vesicle,57,19,5.24,9.8e-05,0.00120803846153846
GO:0030660,Golgi-associated vesicle membrane,61,20,5.61,0.00019,0.00229792452830189
GO:0000922,spindle pole,11,6,1.01,0.00023,0.00273018518518519
