GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0005737,cytoplasm,11801,5434,4653.09,1e-30,7.34e-29
GO:0005622,intracellular,19434,8173,7662.76,1e-30,7.34e-29
GO:0009536,plastid,3978,2056,1568.51,1e-30,7.34e-29
GO:0016020,membrane,5051,2413,1991.59,1e-30,7.34e-29
GO:0005829,cytosol,1688,918,665.57,1e-30,7.34e-29
GO:0012505,endomembrane system,1503,812,592.63,2.4e-29,1.468e-27
GO:0110165,cellular anatomical entity,23469,9424,9253.74,1.3e-27,6.81571428571429e-26
GO:0009532,plastid stroma,682,400,268.91,4.0e-23,1.835e-21
GO:0031090,organelle membrane,930,523,366.7,7.6e-20,3.09911111111111e-18
GO:0071944,cell periphery,3734,1717,1472.3,1.9e-15,6.973e-14
GO:0043228,non-membrane-bounded organelle,952,514,375.37,2.3e-15,7.34e-14
GO:0043232,intracellular non-membrane-bounded organ...,952,514,375.37,2.4e-15,7.34e-14
GO:0043226,organelle,17116,7132,6748.78,3.6e-15,1.01630769230769e-13
GO:0005773,vacuole,857,470,337.91,8.0e-15,2.09714285714286e-13
GO:0032991,protein-containing complex,1366,674,538.61,1.4e-14,3.42533333333333e-13
GO:0031975,envelope,901,473,355.26,1.6e-14,3.67e-13
GO:0005794,Golgi apparatus,927,495,365.51,6.5e-13,1.36605555555556e-11
GO:0005783,endoplasmic reticulum,519,298,204.64,6.7e-13,1.36605555555556e-11
GO:0031967,organelle envelope,901,473,355.26,1.1e-11,2.12473684210526e-10
GO:0031974,membrane-enclosed lumen,517,275,203.85,9.7e-10,1.77995e-08
GO:0031981,nuclear lumen,452,235,178.22,2.3e-09,4.01952380952381e-08
GO:0097708,intracellular vesicle,313,180,123.41,9.0e-09,1.50136363636364e-07
GO:0042579,microbody,185,116,72.94,1.0e-08,1.59565217391304e-07
GO:0048046,apoplast,328,132,129.33,3.2e-08,4.89333333333333e-07
GO:0031982,vesicle,325,183,128.15,4.7e-08,6.8996e-07
GO:0043233,organelle lumen,517,275,203.85,5.5e-08,7.74777777777778e-07
GO:0070013,intracellular organelle lumen,517,275,203.85,5.7e-08,7.74777777777778e-07
GO:0031984,organelle subcompartment,672,334,264.97,2.4e-07,3.14571428571429e-06
GO:0098805,whole membrane,609,349,240.13,3.2e-07,4.04965517241379e-06
GO:0009579,thylakoid,505,253,199.12,3.2e-06,3.91466666666667e-05
GO:0005740,mitochondrial envelope,255,136,100.55,4.4e-06,5.20903225806452e-05
GO:0016021,integral component of membrane,198,96,78.07,4.9e-06,5.6196875e-05
GO:0098552,side of membrane,84,54,33.12,6.6e-06,7.34e-05
GO:0009570,chloroplast stroma,655,386,258.26,2.3e-05,0.000248264705882353
GO:0031410,cytoplasmic vesicle,313,180,123.41,2.5e-05,0.000262142857142857
GO:0055029,nuclear DNA-directed RNA polymerase comp...,34,24,13.41,0.00014,0.00142722222222222
GO:0022627,cytosolic small ribosomal subunit,104,74,41.01,0.00021,0.00208297297297297
GO:0031234,extrinsic component of cytoplasmic side ...,70,44,27.6,0.00036,0.00338769230769231
GO:0019898,extrinsic component of membrane,93,54,36.67,0.00036,0.00338769230769231
GO:0030880,RNA polymerase complex,34,24,13.41,0.00072,0.006606
GO:0005839,proteasome core complex,23,19,9.07,0.00097,0.00868268292682927
GO:0008180,COP9 signalosome,13,11,5.13,0.00101,0.00882547619047619
GO:0019005,SCF ubiquitin ligase complex,35,26,13.8,0.00112,0.00955906976744186
GO:0009295,nucleoid,48,30,18.93,0.00145,0.0120943181818182
GO:0005759,mitochondrial matrix,47,29,18.53,0.00166,0.0135382222222222
GO:0055044,symplast,851,383,335.55,0.00192,0.0153182608695652
GO:0046658,anchored component of plasma membrane,68,31,26.81,0.00204,0.0159293617021277
GO:0009524,phragmoplast,49,30,19.32,0.00231,0.0173763265306122
GO:0030054,cell junction,853,383,336.33,0.00232,0.0173763265306122
GO:1990904,ribonucleoprotein complex,347,194,136.82,0.00278,0.0204052
GO:0043076,megasporocyte nucleus,6,6,2.37,0.00323,0.0232433333333333
GO:0036452,ESCRT complex,18,15,7.1,0.00370,0.0261134615384615
GO:0005654,nucleoplasm,135,70,53.23,0.00382,0.0264516981132075
GO:0005886,plasma membrane,3259,1563,1285.01,0.00429,0.0290263636363636
GO:0010008,endosome membrane,28,23,11.04,0.00435,0.0290263636363636
GO:0009898,cytoplasmic side of plasma membrane,74,47,29.18,0.00472,0.0309328571428571
GO:0000502,proteasome complex,55,33,21.69,0.00547,0.034928275862069
GO:0031371,ubiquitin conjugating enzyme complex,6,6,2.37,0.00552,0.034928275862069
GO:0000813,ESCRT I complex,6,6,2.37,0.00619,0.0385038983050848
GO:0000808,origin recognition complex,7,7,2.76,0.00687,0.0420215
GO:0005834,heterotrimeric G-protein complex,69,43,27.21,0.00766,0.0460855737704918
GO:0031977,thylakoid lumen,88,47,34.7,0.00799,0.0472956451612903
