GO.ID,Term,Annotated,Significant,Expected,Fisher,fdr
GO:0009579,thylakoid,558,119,16.28,1e-30,1.06833333333333e-28
GO:0034357,photosynthetic membrane,403,94,11.76,1e-30,1.06833333333333e-28
GO:0031984,organelle subcompartment,868,112,25.32,1e-30,1.06833333333333e-28
GO:0009536,plastid,5571,327,162.52,1e-30,1.06833333333333e-28
GO:0031976,plastid thylakoid,462,104,13.48,1e-30,1.06833333333333e-28
GO:0009534,chloroplast thylakoid,459,104,13.39,1e-30,1.06833333333333e-28
GO:0010598,NAD(P)H dehydrogenase complex (plastoqui...,13,13,0.38,2.1e-20,1.923e-18
GO:0009532,plastid stroma,749,69,21.85,1.0e-16,8.0125e-15
GO:0005737,cytoplasm,14971,549,436.74,2.4e-15,1.70933333333333e-13
GO:0031977,thylakoid lumen,64,19,1.87,2.1e-14,1.3461e-12
GO:0031975,envelope,1050,73,30.63,2.0e-11,1.16545454545455e-09
GO:0031967,organelle envelope,1050,73,30.63,7.8e-11,4.1665e-09
GO:0016020,membrane,5194,222,151.52,2.9e-09,1.37357142857143e-07
GO:0098796,membrane protein complex,604,51,17.62,3.0e-09,1.37357142857143e-07
GO:1990204,oxidoreductase complex,158,19,4.61,7.1e-08,3.03406666666667e-06
GO:0019898,extrinsic component of membrane,84,13,2.45,1.2e-06,4.8075e-05
GO:0010287,plastoglobule,68,11,1.98,5.1e-06,0.0001923
GO:0005622,intracellular,21840,676,637.12,2.8e-05,0.000997111111111111
GO:0009521,photosystem,65,19,1.9,0.00010,0.003205
GO:0009526,plastid envelope,653,60,19.05,0.00010,0.003205
GO:0009654,photosystem II oxygen evolving complex,25,10,0.73,0.00026,0.00793619047619048
GO:0009570,chloroplast stroma,732,67,21.35,0.00031,0.00903227272727273
GO:0110165,cellular anatomical entity,24828,742,724.29,0.00047,0.0130986956521739
GO:0009941,chloroplast envelope,625,58,18.23,0.00057,0.01522375
GO:0005747,mitochondrial respiratory chain complex ...,70,9,2.04,0.00082,0.0210248
GO:0016272,prefoldin complex,7,3,0.2,0.00097,0.0239142307692308
