Feature	Duplication
Thecc1EG000002	dispersed
Thecc1EG034062	dispersed
Thecc1EG000009	dispersed
Thecc1EG041449	dispersed
Thecc1EG000015	dispersed
Thecc1EG000039	dispersed
Thecc1EG000024	dispersed
Thecc1EG000208	dispersed
Thecc1EG000987	dispersed
Thecc1EG000029	dispersed
Thecc1EG015743	dispersed
Thecc1EG000030	dispersed
Thecc1EG043359	dispersed
Thecc1EG000052	dispersed
Thecc1EG003074	dispersed
Thecc1EG000078	dispersed
Thecc1EG014731	dispersed
Thecc1EG000104	dispersed
Thecc1EG035371	dispersed
Thecc1EG000109	dispersed
Thecc1EG006530	dispersed
Thecc1EG000186	dispersed
Thecc1EG006939	dispersed
Thecc1EG000187	dispersed
Thecc1EG032968	dispersed
Thecc1EG000198	dispersed
Thecc1EG035057	dispersed
Thecc1EG000204	dispersed
Thecc1EG006692	dispersed
Thecc1EG000216	dispersed
Thecc1EG006385	dispersed
Thecc1EG000233	dispersed
Thecc1EG004750	dispersed
Thecc1EG000239	dispersed
Thecc1EG001335	dispersed
Thecc1EG000268	dispersed
Thecc1EG040687	dispersed
Thecc1EG000278	dispersed
Thecc1EG037281	dispersed
Thecc1EG000287	dispersed
Thecc1EG029010	dispersed
Thecc1EG000292	dispersed
Thecc1EG014469	dispersed
Thecc1EG018937	dispersed
Thecc1EG043397	dispersed
Thecc1EG000294	dispersed
Thecc1EG006020	dispersed
Thecc1EG000297	dispersed
Thecc1EG030409	dispersed
Thecc1EG000309	dispersed
Thecc1EG031176	dispersed
Thecc1EG000335	dispersed
Thecc1EG017486	dispersed
Thecc1EG042998	dispersed
Thecc1EG000349	dispersed
Thecc1EG025837	dispersed
Thecc1EG000352	dispersed
Thecc1EG007679	dispersed
Thecc1EG000353	dispersed
Thecc1EG012043	dispersed
Thecc1EG000360	dispersed
Thecc1EG002633	dispersed
Thecc1EG035576	dispersed
Thecc1EG000391	dispersed
Thecc1EG001508	dispersed
Thecc1EG000426	dispersed
Thecc1EG011927	dispersed
Thecc1EG000560	dispersed
Thecc1EG012190	dispersed
Thecc1EG016952	dispersed
Thecc1EG024217	dispersed
Thecc1EG000562	dispersed
Thecc1EG033914	dispersed
Thecc1EG000576	dispersed
Thecc1EG033901	dispersed
Thecc1EG000635	dispersed
Thecc1EG019027	dispersed
Thecc1EG025278	dispersed
Thecc1EG027079	dispersed
Thecc1EG036235	dispersed
Thecc1EG000663	dispersed
Thecc1EG006172	dispersed
Thecc1EG006224	dispersed
Thecc1EG006241	dispersed
Thecc1EG000735	dispersed
Thecc1EG019866	dispersed
Thecc1EG025581	dispersed
Thecc1EG000762	dispersed
Thecc1EG036816	dispersed
Thecc1EG039289	dispersed
Thecc1EG000772	dispersed
Thecc1EG008241	dispersed
Thecc1EG029054	dispersed
Thecc1EG000785	dispersed
Thecc1EG019806	dispersed
Thecc1EG000792	dispersed
Thecc1EG025183	dispersed
Thecc1EG044197	dispersed
Thecc1EG000801	dispersed
Thecc1EG019978	dispersed
Thecc1EG000807	dispersed
Thecc1EG007242	dispersed
Thecc1EG000827	dispersed
Thecc1EG037141	dispersed
Thecc1EG000849	dispersed
Thecc1EG003999	dispersed
Thecc1EG000884	dispersed
Thecc1EG025450	dispersed
Thecc1EG000935	dispersed
Thecc1EG008248	dispersed
Thecc1EG014810	dispersed
Thecc1EG018741	dispersed
Thecc1EG024158	dispersed
Thecc1EG030880	dispersed
Thecc1EG031897	dispersed
Thecc1EG045115	dispersed
Thecc1EG000936	dispersed
Thecc1EG020363	dispersed
Thecc1EG031281	dispersed
Thecc1EG033956	dispersed
Thecc1EG038290	dispersed
Thecc1EG000956	dispersed
Thecc1EG014374	dispersed
Thecc1EG022967	dispersed
Thecc1EG029001	dispersed
Thecc1EG035473	dispersed
