Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Csativus,gbM-gbM,gbM,gbM,0,0,62,0.0883190883190883,0-0
Csativus,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Csativus,gbM-gbM,gbM,gbM,0,1,268,0.381766381766382,0-1
Csativus,gbM-gbM,gbM,gbM,1,1,372,0.52991452991453,1-1
Csativus,unM-unM,unM,unM,0,0,253,0.156559405940594,0-0
Csativus,unM-unM,unM,unM,1,0,0,0,1-0
Csativus,unM-unM,unM,unM,0,1,616,0.381188118811881,0-1
Csativus,unM-unM,unM,unM,1,1,747,0.462252475247525,1-1
Csativus,gbM-unM,gbM,unM,0,0,87,0.136363636363636,0-0
Csativus,gbM-unM,gbM,unM,1,0,142,0.22257053291536,1-0
Csativus,gbM-unM,gbM,unM,0,1,114,0.178683385579937,0-1
Csativus,gbM-unM,gbM,unM,1,1,295,0.462382445141066,1-1
Csativus,unM-teM,unM,teM,0,0,20,0.0687285223367698,0-0
Csativus,unM-teM,unM,teM,1,0,38,0.130584192439863,1-0
Csativus,unM-teM,unM,teM,0,1,61,0.209621993127148,0-1
Csativus,unM-teM,unM,teM,1,1,172,0.59106529209622,1-1
Csativus,teM-teM,teM,teM,0,0,13,0.0398773006134969,0-0
Csativus,teM-teM,teM,teM,1,0,0,0,1-0
Csativus,teM-teM,teM,teM,0,1,51,0.156441717791411,0-1
Csativus,teM-teM,teM,teM,1,1,262,0.803680981595092,1-1
Csativus,gbM-teM,gbM,teM,0,0,6,0.0416666666666667,0-0
Csativus,gbM-teM,gbM,teM,1,0,9,0.0625,1-0
Csativus,gbM-teM,gbM,teM,0,1,19,0.131944444444444,0-1
Csativus,gbM-teM,gbM,teM,1,1,110,0.763888888888889,1-1
