Feature	Duplication
Pavir.1KG000126	dispersed
Pavir.3NG262901	dispersed
Pavir.6KG109400	dispersed
Pavir.1KG000151	dispersed
Pavir.1KG001200	dispersed
Pavir.1KG183210	dispersed
Pavir.1KG280608	dispersed
Pavir.2KG219470	dispersed
Pavir.3KG250054	dispersed
Pavir.3KG379800	dispersed
Pavir.3KG406402	dispersed
Pavir.3KG505401	dispersed
Pavir.4NG123238	dispersed
Pavir.4NG173011	dispersed
Pavir.5NG438140	dispersed
Pavir.7NG026868	dispersed
Pavir.8KG169607	dispersed
Pavir.8NG042901	dispersed
Pavir.9NG411400	dispersed
Pavir.1KG000176	dispersed
Pavir.1KG280231	dispersed
Pavir.1NG005773	dispersed
Pavir.1NG290976	dispersed
Pavir.2KG219312	dispersed
Pavir.2NG027532	dispersed
Pavir.3KG379700	dispersed
Pavir.3KG434801	dispersed
Pavir.3KG505402	dispersed
Pavir.3NG219184	dispersed
Pavir.4NG112400	dispersed
Pavir.7NG038517	dispersed
Pavir.8NG234201	dispersed
Pavir.9NG331284	dispersed
Pavir.1KG001210	dispersed
Pavir.2KG348189	dispersed
Pavir.3NG203363	dispersed
Pavir.4KG258105	dispersed
Pavir.1KG003450	dispersed
Pavir.5NG260600	dispersed
Pavir.1KG005300	dispersed
Pavir.1NG420019	dispersed
Pavir.1KG007701	dispersed
Pavir.3NG034090	dispersed
Pavir.6NG016322	dispersed
Pavir.1KG008050	dispersed
Pavir.3NG150501	dispersed
Pavir.1KG008750	dispersed
Pavir.5KG178414	dispersed
Pavir.1KG010350	dispersed
Pavir.3KG297054	dispersed
Pavir.5NG169981	dispersed
Pavir.5NG371762	dispersed
Pavir.1KG010501	dispersed
Pavir.1NG309719	dispersed
Pavir.1NG335619	dispersed
Pavir.2KG324367	dispersed
Pavir.2NG247503	dispersed
Pavir.3KG514103	dispersed
Pavir.4KG206910	dispersed
Pavir.5KG149807	dispersed
Pavir.7KG066429	dispersed
Pavir.8KG059628	dispersed
Pavir.9NG137165	dispersed
Pavir.9NG459514	dispersed
Pavir.1KG010601	dispersed
Pavir.8KG273602	dispersed
Pavir.1KG014293	dispersed
Pavir.3NG228315	dispersed
Pavir.1KG015000	dispersed
Pavir.1KG397900	dispersed
Pavir.3KG114000	dispersed
Pavir.6KG166836	dispersed
Pavir.7NG247300	dispersed
Pavir.8KG101701	dispersed
Pavir.8NG198100	dispersed
Pavir.8NG351200	dispersed
Pavir.1KG015693	dispersed
Pavir.3NG201500	dispersed
Pavir.1KG016500	dispersed
Pavir.1KG024800	dispersed
Pavir.1KG016793	dispersed
Pavir.3NG193000	dispersed
Pavir.1KG017800	dispersed
Pavir.6NG302400	dispersed
Pavir.7NG438600	dispersed
Pavir.1KG020600	dispersed
Pavir.1NG010800	dispersed
Pavir.1KG021600	dispersed
Pavir.8KG100900	dispersed
Pavir.1KG021993	dispersed
Pavir.2NG347303	dispersed
Pavir.3KG033227	dispersed
Pavir.5KG003325	dispersed
Pavir.5KG621807	dispersed
Pavir.5NG511986	dispersed
Pavir.8KG101184	dispersed
Pavir.1KG023400	dispersed
Pavir.4NG156181	dispersed
Pavir.8KG224303	dispersed
Pavir.1KG025100	dispersed
Pavir.1NG021032	dispersed
Pavir.2KG169500	dispersed
Pavir.2KG433200	dispersed
Pavir.2NG127612	dispersed
Pavir.3KG018400	dispersed
Pavir.3KG366400	dispersed
Pavir.3NG238350	dispersed
Pavir.5KG612514	dispersed
Pavir.5NG385742	dispersed
Pavir.5NG632029	dispersed
Pavir.5NG645300	dispersed
Pavir.6KG218200	dispersed
Pavir.7KG284555	dispersed
