Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Lj0g3v0008819,Lj6g3v2116840,unM,unM,wgd,Same,unM-unM,0.14223,0.58821,0.241802,0.00028896
Lj0g3v0011099,Lj5g3v0875920,teM,teM,wgd,Same,teM-teM,0.0360261,0.0621643,0.57953,0.376317
Lj0g3v0012259,Lj0g3v0100539,unM,unM,wgd,Same,unM-unM,0.0223479,0.0321529,0.695051,0.513853
Lj0g3v0019219,Lj0g3v0173539,gbM,teM,wgd,Different,gbM-teM,0.252244,0.599395,0.420831,3.1517e-07
Lj0g3v0034649,Lj0g3v0040049,teM,teM,wgd,Same,teM-teM,0.0204265,0.0195081,1.04708,0.924505
Lj0g3v0035859,Lj0g3v0038789,unM,unM,wgd,Same,unM-unM,0.0235619,0.0596215,0.395191,0.041576
Lj0g3v0035889,Lj0g3v0038729,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0883298,0.175463,0.50341,0.038005
Lj0g3v0055699,Lj5g3v1003450,teM,teM,wgd,Same,teM-teM,0.380646,1.64542,0.231337,1.28333e-05
Lj0g3v0055719,Lj5g3v1004350,teM,teM,wgd,Same,teM-teM,0.38153,0.814297,0.468539,0.0311795
Lj0g3v0060649,Lj5g3v1497940,teM,teM,wgd,Same,teM-teM,0.686937,3.90075,0.176104,2.52738e-15
Lj0g3v0088449,Lj4g3v2692490,teM,teM,wgd,Same,teM-teM,0.734906,2.99612,0.245286,8.03767e-11
Lj0g3v0105739,Lj5g3v1794700,gbM,gbM,wgd,Same,gbM-gbM,0.202237,3.68421,0.0548929,8.38859e-60
Lj0g3v0106309,Lj5g3v1811460,unM,unM,wgd,Same,unM-unM,0.0366519,0.0791812,0.462887,0.0198766
Lj0g3v0235799,Lj1g3v3407690,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,NA,NA,NA,NA
Lj0g3v0235829,Lj1g3v3407660,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0541451,0.124186,0.435999,0.0204428
Lj1g3v0051030,Lj5g3v2099760,unM,unM,wgd,Same,unM-unM,0.405218,1.15686,0.350273,0.000355953
Lj1g3v0052160,Lj5g3v2068230,unM,unM,wgd,Same,unM-unM,0.288674,1.2337,0.23399,5.13152e-08
Lj1g3v0052310,Lj5g3v2063100,gbM,gbM,wgd,Same,gbM-gbM,0.350679,0.469431,0.747031,0.0872781
Lj1g3v0052610,Lj5g3v2058570,unM,unM,wgd,Same,unM-unM,0.271881,1.63462,0.166327,4.01961e-21
Lj1g3v0052650,Lj5g3v2058550,gbM,gbM,wgd,Same,gbM-gbM,0.0909766,0.59469,0.152982,9.33806e-72
Lj1g3v0053660,Lj5g3v2057450,gbM,gbM,wgd,Same,gbM-gbM,0.0635013,0.789521,0.0804302,9.13732e-73
Lj1g3v0054700,Lj5g3v2056240,gbM,gbM,wgd,Same,gbM-gbM,0.148457,0.618877,0.239881,7.89721e-12
Lj1g3v0084860,Lj5g3v2046070,gbM,gbM,wgd,Same,gbM-gbM,0.221812,0.679819,0.326281,2.94275e-37
Lj1g3v0099450,Lj5g3v0999920,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.344629,1.56718,0.219904,5.23213e-11
Lj1g3v0099450,Lj5g3v2045760,unM,unM,wgd,Same,unM-unM,0.197283,0.205287,0.961012,0.893488
Lj1g3v0112720,Lj5g3v2045460,teM,Unclassified,wgd,Undetermined,teM-Unclassified,NA,NA,NA,NA
Lj1g3v0116440,Lj5g3v2045750,gbM,unM,wgd,Different,gbM-unM,0.19649,0.582881,0.337101,6.39577e-07
Lj1g3v0116650,Lj2g3v2124320,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.00319706,0.245114,0.0130432,6.73297e-23
Lj1g3v0128840,Lj3g3v3639480,unM,teM,wgd,Different,unM-teM,0.140891,0.45441,0.310054,2.71176e-25
Lj1g3v0296910,Lj4g3v1425330,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0294888,1.1719,0.0251633,7.207e-79
Lj1g3v0297930,Lj4g3v1425340,gbM,gbM,wgd,Same,gbM-gbM,0.387043,0.883467,0.438095,0.000222613
Lj1g3v0318800,Lj4g3v1451990,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.168929,1.3506,0.125077,5.22286e-28
Lj1g3v0330960,Lj4g3v1452010,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.134226,0.677695,0.198063,3.76479e-17
Lj1g3v0410200,Lj4g3v1512510,gbM,unM,wgd,Different,gbM-unM,0.107761,1.28426,0.0839093,3.07843e-38
Lj1g3v0411300,Lj4g3v1512520,unM,unM,wgd,Same,unM-unM,0.213274,0.923129,0.231034,2.83715e-11
Lj1g3v0415000,Lj4g3v1535080,unM,unM,wgd,Same,unM-unM,0.24662,3.25263,0.0758217,1.3444e-23
Lj1g3v0415090,Lj4g3v1535140,gbM,unM,wgd,Different,gbM-unM,0.273667,0.557767,0.490647,0.00344623
Lj1g3v0415310,Lj2g3v1375550,gbM,gbM,wgd,Same,gbM-gbM,0.142769,2.09543,0.0681338,3.9962e-96
Lj1g3v0415310,Lj4g3v1536220,gbM,gbM,wgd,Same,gbM-gbM,0.0608165,0.909409,0.0668748,4.70134e-62
Lj1g3v0415370,Lj4g3v1539340,unM,unM,wgd,Same,unM-unM,0.224157,0.86028,0.260563,2.51729e-09
Lj1g3v0415900,Lj4g3v1561700,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.170532,1.0138,0.168211,3.38741e-27
Lj1g3v0416300,Lj2g3v1366010,unM,unM,wgd,Same,unM-unM,0.255146,2.24122,0.113842,2.16953e-23
Lj1g3v0416300,Lj4g3v1561740,unM,unM,wgd,Same,unM-unM,0.0809526,1.05546,0.0766989,6.19265e-19
Lj1g3v0416400,Lj2g3v1364760,unM,unM,wgd,Same,unM-unM,0.459016,1.16769,0.393097,5.53748e-09
Lj1g3v0416400,Lj4g3v1585870,unM,unM,wgd,Same,unM-unM,0.132836,0.945752,0.140455,3.49168e-09
Lj1g3v0426780,Lj4g3v1598220,gbM,gbM,wgd,Same,gbM-gbM,0.184954,2.56195,0.0721928,1.31967e-21
