,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,VIT_200s0131g00230,wgd,teM,VIT_213s0139g00468,0.42315,1.21777,0.34748,2.31353e-05
2,VIT_200s0131g00252,wgd,teM,VIT_213s0139g00466,0.0629901,0.0744049,0.846585,0.661154
3,VIT_200s0131g00310,wgd,teM,VIT_213s0139g00450,0.113757,0.140941,0.807126,0.791202
4,VIT_200s0131g00314,wgd,teM,VIT_213s0139g00426,0.13376,0.112842,1.18538,0.621613
5,VIT_200s0144g00120,wgd,Unmethylated,VIT_213s0139g00320,0.700948,4.69675,0.149241,1.44256e-48
6,VIT_200s0144g00270,wgd,Unmethylated,VIT_213s0139g00210,0.591225,4.49608,0.131498,2.8367e-40
7,VIT_200s0173g00030,wgd,NA,VIT_209s0070g00800,0.0673233,0.12399,0.542973,0.154276
8,VIT_200s0173g00040,wgd,teM,VIT_209s0070g00810,0.0291282,0.129414,0.225078,0.00121899
9,VIT_200s0173g00070,wgd,NA,VIT_209s0070g00820,0.214336,0.339243,0.631806,0.226886
10,VIT_200s0173g00130,wgd,NA,VIT_209s0070g00850,0.0990547,0.100383,0.986768,0.999993
11,VIT_200s0173g00140,wgd,NA,VIT_209s0070g00860,0.0129584,0.0480202,0.269853,0.123792
12,VIT_200s0173g00220,wgd,teM,VIT_209s0070g00870,0.21289,0.273377,0.77874,0.393898
13,VIT_200s0173g00240,wgd,NA,VIT_209s0070g00960,0.00392265,0.0142079,0.27609,0.343512
14,VIT_200s0173g00250,wgd,Unmethylated,VIT_209s0070g00970,0.242072,0.197688,1.22452,0.518613
15,VIT_200s0179g00090,wgd,Unclassified,VIT_205s0020g04060,0.352397,2.48152,0.142009,1.20428e-19
16,VIT_200s0179g00150,wgd,Unmethylated,VIT_205s0020g04090,0.298703,1.3222,0.225915,6.60509e-27
17,VIT_200s0179g00200,wgd,Unmethylated,VIT_205s0020g04150,0.163261,1.64938,0.0989829,5.15521e-34
18,VIT_200s0179g00260,wgd,gbM,VIT_205s0020g04220,0.189757,1.42957,0.132737,2.20426e-130
19,VIT_200s0179g00280,wgd,gbM,VIT_205s0020g04420,0.122657,1.55962,0.0786456,2.48076e-28
20,VIT_200s0179g00300,wgd,gbM,VIT_205s0020g04430,0.133445,1.13958,0.117101,5.68379e-42
21,VIT_200s0179g00350,wgd,Unclassified,VIT_205s0020g04480,0.153977,1.58162,0.0973537,1.59733e-71
22,VIT_200s0179g00360,wgd,Unmethylated,VIT_205s0020g04500,0.221377,1.75903,0.125852,1.11505e-48
23,VIT_200s0194g00240,wgd,NA,VIT_209s0070g00770,0.166955,0.194343,0.859072,0.71521
24,VIT_200s0198g00020,wgd,NA,VIT_209s0070g00860,0.059244,0.142063,0.417026,0.0500768
25,VIT_200s0198g00040,wgd,NA,VIT_209s0070g00870,0.0733294,0.241111,0.304131,0.0607562
26,VIT_200s0198g00060,wgd,NA,VIT_209s0070g00900,0.0275644,NA,NA,NA
27,VIT_200s0198g00130,wgd,Unmethylated,VIT_209s0070g00960,0.0675362,0.0357248,1.89046,0.289935
28,VIT_200s0198g00170,wgd,teM,VIT_209s0070g01005,0.1144,0.183616,0.623038,0.135453
29,VIT_200s0199g00030,wgd,gbM,VIT_218s0001g07370,0.343106,1.45709,0.235474,1.09762e-43
30,VIT_200s0199g00070,wgd,gbM,VIT_218s0001g07310,0.190863,0.837396,0.227924,2.12475e-17
31,VIT_200s0199g00190,wgd,Unclassified,VIT_218s0001g07240,0.087067,1.20471,0.0722719,9.87485e-37
32,VIT_200s0199g00210,wgd,Unmethylated,VIT_218s0001g07220,0.325136,1.07824,0.301542,2.43164e-14
33,VIT_200s0199g00250,wgd,Unmethylated,VIT_218s0001g07140,0.133391,1.93498,0.0689368,8.86837e-41
34,VIT_200s0199g00260,wgd,Unclassified,VIT_218s0001g07130,0.231193,1.5985,0.144631,9.35086e-15
35,VIT_200s0199g00300,wgd,Unmethylated,VIT_218s0001g07080,0.27215,1.06037,0.256656,6.16638e-08
