Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
VIT_200s0144g00120,VIT_213s0139g00320,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.700948,4.69675,0.149241,1.44256e-48
VIT_200s0179g00200,VIT_205s0020g04150,unM,teM,wgd,Different,unM-teM,0.163261,1.64938,0.0989829,5.15521e-34
VIT_200s0179g00260,VIT_205s0020g04220,gbM,unM,wgd,Different,gbM-unM,0.189757,1.42957,0.132737,2.20426e-130
VIT_200s0179g00280,VIT_205s0020g04420,gbM,unM,wgd,Different,gbM-unM,0.122657,1.55962,0.0786456,2.48076e-28
VIT_200s0233g00060,VIT_202s0154g00140,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0339931,0.127598,0.266407,2.31711e-07
VIT_201s0010g00540,VIT_214s0083g00930,gbM,gbM,wgd,Same,gbM-gbM,0.279562,1.3756,0.203229,4.47823e-28
VIT_201s0010g00600,VIT_214s0083g00880,gbM,gbM,wgd,Same,gbM-gbM,0.158557,2.00063,0.0792538,2.16844e-80
VIT_201s0010g00650,VIT_214s0083g00830,unM,unM,wgd,Same,unM-unM,0.475982,4.11295,0.115728,7.44911e-32
VIT_201s0010g00670,VIT_214s0083g00800,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.191397,2.78021,0.0688426,8.84285e-47
VIT_201s0010g00690,VIT_214s0083g00790,gbM,gbM,wgd,Same,gbM-gbM,0.137459,1.28493,0.106978,2.20816e-106
VIT_201s0010g00750,VIT_214s0083g00730,gbM,gbM,wgd,Same,gbM-gbM,0.422719,1.61769,0.261311,4.76635e-22
VIT_201s0010g00930,VIT_214s0083g00700,unM,unM,wgd,Same,unM-unM,0.193594,2.16259,0.0895194,4.72004e-31
VIT_201s0010g01010,VIT_214s0083g00630,gbM,gbM,wgd,Same,gbM-gbM,0.608928,1.49842,0.406379,1.43284e-12
VIT_201s0010g02190,VIT_217s0000g10060,gbM,gbM,wgd,Same,gbM-gbM,0.490781,1.67406,0.293168,3.20016e-12
VIT_201s0010g02200,VIT_217s0000g10070,gbM,unM,wgd,Different,gbM-unM,0.203325,1.71672,0.118438,5.80132e-24
VIT_201s0010g02230,VIT_217s0000g10100,gbM,gbM,wgd,Same,gbM-gbM,0.326025,1.69352,0.192514,9.83576e-49
VIT_201s0010g02260,VIT_214s0219g00020,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.126971,1.1518,0.110237,4.34507e-49
VIT_201s0010g02270,VIT_217s0000g10300,unM,unM,wgd,Same,unM-unM,0.20411,1.98649,0.102749,3.02164e-49
VIT_201s0010g02350,VIT_214s0171g00530,gbM,gbM,wgd,Same,gbM-gbM,0.111945,1.11841,0.100093,5.09296e-59
VIT_201s0010g02420,VIT_214s0171g00450,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.136308,2.03305,0.0670462,2.2891e-55
VIT_201s0010g02420,VIT_217s0000g10420,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.285236,1.70664,0.167133,4.95606e-32
VIT_201s0010g02460,VIT_214s0171g00440,gbM,unM,wgd,Different,gbM-unM,0.0711586,1.20958,0.0588291,1.86812e-57
VIT_201s0010g02460,VIT_217s0000g10430,gbM,gbM,wgd,Same,gbM-gbM,0.0433353,1.63088,0.0265718,8.45215e-80
VIT_201s0010g02480,VIT_214s0171g00410,gbM,gbM,wgd,Same,gbM-gbM,0.205967,1.50943,0.136453,1.10065e-61
VIT_201s0010g02680,VIT_214s0171g00390,unM,unM,wgd,Same,unM-unM,0.260816,3.36827,0.0774332,4.00401e-26
