Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
VIT_213s0139g00426,teM,VIT_200s0131g00314,teM,wgd,Same,teM-teM
VIT_213s0139g00210,unM,VIT_200s0144g00270,unM,wgd,Same,unM-unM
VIT_205s0020g04060,Unclassified,VIT_200s0179g00090,Unclassified,wgd,Undetermined,Unclassified-Unclassified
VIT_205s0020g04090,unM,VIT_200s0179g00150,unM,wgd,Same,unM-unM
VIT_205s0020g04430,gbM,VIT_200s0179g00300,gbM,wgd,Same,gbM-gbM
VIT_205s0020g04500,unM,VIT_200s0179g00360,unM,wgd,Same,unM-unM
VIT_218s0001g07370,gbM,VIT_200s0199g00030,gbM,wgd,Same,gbM-gbM
VIT_218s0001g07310,gbM,VIT_200s0199g00070,gbM,wgd,Same,gbM-gbM
VIT_218s0001g07220,unM,VIT_200s0199g00210,unM,wgd,Same,unM-unM
VIT_218s0001g07140,unM,VIT_200s0199g00250,unM,wgd,Same,unM-unM
VIT_218s0001g07080,unM,VIT_200s0199g00300,unM,wgd,Same,unM-unM
VIT_212s0134g00570,unM,VIT_200s0203g00070,unM,wgd,Same,unM-unM
VIT_212s0134g00500,unM,VIT_200s0203g00160,unM,wgd,Same,unM-unM
VIT_212s0134g00490,unM,VIT_200s0203g00170,unM,wgd,Same,unM-unM
VIT_212s0134g00430,unM,VIT_200s0203g00200,unM,wgd,Same,unM-unM
VIT_202s0154g00110,unM,VIT_200s0233g00030,unM,wgd,Same,unM-unM
VIT_202s0154g00160,unM,VIT_200s0233g00120,unM,wgd,Same,unM-unM
VIT_202s0154g00200,unM,VIT_200s0233g00190,unM,wgd,Same,unM-unM
VIT_216s0039g01480,gbM,VIT_202s0012g01235,gbM,wgd,Same,gbM-gbM
VIT_216s0039g01560,unM,VIT_202s0012g01400,unM,wgd,Same,unM-unM
VIT_216s0039g01670,unM,VIT_202s0012g01570,unM,wgd,Same,unM-unM
VIT_216s0039g01700,unM,VIT_202s0012g01640,unM,wgd,Same,unM-unM
VIT_216s0039g01710,unM,VIT_202s0012g01650,unM,wgd,Same,unM-unM
VIT_216s0039g01840,gbM,VIT_202s0012g01810,gbM,wgd,Same,gbM-gbM
VIT_216s0039g01860,gbM,VIT_202s0012g01860,gbM,wgd,Same,gbM-gbM
VIT_216s0039g01900,unM,VIT_202s0012g01940,unM,wgd,Same,unM-unM
VIT_202s0012g03090,teM,VIT_202s0012g03225,teM,wgd,Same,teM-teM
VIT_216s0050g00970,gbM,VIT_202s0025g00160,gbM,wgd,Same,gbM-gbM
VIT_216s0050g01090,unM,VIT_202s0025g00240,unM,wgd,Same,unM-unM
VIT_216s0050g01150,unM,VIT_202s0025g00280,unM,wgd,Same,unM-unM
VIT_216s0050g01190,unM,VIT_202s0025g00350,unM,wgd,Same,unM-unM
VIT_216s0050g01480,unM,VIT_202s0025g00420,unM,wgd,Same,unM-unM
VIT_216s0050g01750,unM,VIT_202s0025g00530,unM,wgd,Same,unM-unM
VIT_216s0050g01780,unM,VIT_202s0025g00550,unM,wgd,Same,unM-unM
VIT_216s0050g01790,unM,VIT_202s0025g00640,unM,wgd,Same,unM-unM
VIT_215s0046g01540,gbM,VIT_202s0025g00830,gbM,wgd,Same,gbM-gbM
VIT_216s0050g02480,gbM,VIT_202s0025g00910,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01430,gbM,VIT_202s0025g01030,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01390,unM,VIT_202s0025g01055,unM,wgd,Same,unM-unM
VIT_216s0050g02400,unM,VIT_202s0025g01055,unM,wgd,Same,unM-unM
VIT_216s0050g02310,unM,VIT_202s0025g01080,unM,wgd,Same,unM-unM
VIT_215s0046g01340,unM,VIT_202s0025g01090,unM,wgd,Same,unM-unM
VIT_215s0046g01320,gbM,VIT_202s0025g01100,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01310,gbM,VIT_202s0025g01110,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01290,gbM,VIT_202s0025g01180,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01275,unM,VIT_202s0025g01185,unM,wgd,Same,unM-unM
VIT_215s0046g01270,gbM,VIT_202s0025g01190,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01230,gbM,VIT_202s0025g01200,gbM,wgd,Same,gbM-gbM
VIT_215s0046g01190,unM,VIT_202s0025g01240,unM,wgd,Same,unM-unM
VIT_215s0046g01150,unM,VIT_202s0025g01260,unM,wgd,Same,unM-unM
VIT_215s0046g01140,unM,VIT_202s0025g01280,unM,wgd,Same,unM-unM
VIT_215s0046g00930,unM,VIT_202s0025g01430,unM,wgd,Same,unM-unM
VIT_216s0098g01720,gbM,VIT_202s0025g02020,gbM,wgd,Same,gbM-gbM
VIT_216s0098g01640,unM,VIT_202s0025g02100,unM,wgd,Same,unM-unM
VIT_216s0098g01580,gbM,VIT_202s0025g02140,gbM,wgd,Same,gbM-gbM
VIT_216s0098g01420,unM,VIT_202s0025g02250,unM,wgd,Same,unM-unM
VIT_215s0046g00150,unM,VIT_202s0025g02250,unM,wgd,Same,unM-unM
VIT_215s0046g00130,gbM,VIT_202s0025g02320,gbM,wgd,Same,gbM-gbM
VIT_216s0098g01290,gbM,VIT_202s0025g02420,gbM,wgd,Same,gbM-gbM
VIT_216s0098g01250,unM,VIT_202s0025g02500,unM,wgd,Same,unM-unM
VIT_216s0098g01220,gbM,VIT_202s0025g02530,gbM,wgd,Same,gbM-gbM
VIT_215s0048g02900,unM,VIT_202s0025g02570,unM,wgd,Same,unM-unM
VIT_215s0048g02870,unM,VIT_202s0025g02590,unM,wgd,Same,unM-unM
VIT_215s0048g02820,unM,VIT_202s0025g02610,unM,wgd,Same,unM-unM
VIT_216s0098g01080,unM,VIT_202s0025g02680,unM,wgd,Same,unM-unM
VIT_215s0048g02680,unM,VIT_202s0025g02690,unM,wgd,Same,unM-unM
VIT_215s0048g02660,unM,VIT_202s0025g02710,unM,wgd,Same,unM-unM
VIT_215s0048g02650,unM,VIT_202s0025g02720,unM,wgd,Same,unM-unM
VIT_216s0098g01010,unM,VIT_202s0025g02780,unM,wgd,Same,unM-unM
VIT_215s0048g02610,unM,VIT_202s0025g02780,unM,wgd,Same,unM-unM
VIT_216s0098g01000,unM,VIT_202s0025g02805,unM,wgd,Same,unM-unM
VIT_215s0048g02520,gbM,VIT_202s0025g02900,gbM,wgd,Same,gbM-gbM
VIT_215s0048g02450,unM,VIT_202s0025g02920,unM,wgd,Same,unM-unM
VIT_215s0048g02430,unM,VIT_202s0025g02960,unM,wgd,Same,unM-unM
VIT_215s0048g02370,unM,VIT_202s0025g03000,unM,wgd,Same,unM-unM
VIT_215s0046g02380,unM,VIT_202s0025g03320,unM,wgd,Same,unM-unM
VIT_216s0050g00770,gbM,VIT_202s0025g03370,gbM,wgd,Same,gbM-gbM
VIT_215s0046g02410,unM,VIT_202s0025g03390,unM,wgd,Same,unM-unM
VIT_215s0046g02460,gbM,VIT_202s0025g03400,gbM,wgd,Same,gbM-gbM
VIT_215s0046g02500,gbM,VIT_202s0025g03420,gbM,wgd,Same,gbM-gbM
VIT_216s0050g00640,gbM,VIT_202s0025g03440,gbM,wgd,Same,gbM-gbM
VIT_215s0046g02560,gbM,VIT_202s0025g03450,gbM,wgd,Same,gbM-gbM
VIT_215s0046g02900,gbM,VIT_202s0025g03550,gbM,wgd,Same,gbM-gbM
VIT_215s0046g02930,gbM,VIT_202s0025g03580,gbM,wgd,Same,gbM-gbM
VIT_215s0046g03030,gbM,VIT_202s0025g03610,gbM,wgd,Same,gbM-gbM
VIT_216s0050g00390,unM,VIT_202s0025g03660,unM,wgd,Same,unM-unM
VIT_216s0050g00380,unM,VIT_202s0025g03680,unM,wgd,Same,unM-unM
VIT_216s0050g00160,unM,VIT_202s0025g03710,unM,wgd,Same,unM-unM
VIT_215s0046g03050,unM,VIT_202s0025g03710,unM,wgd,Same,unM-unM
VIT_216s0050g00100,gbM,VIT_202s0025g03760,gbM,wgd,Same,gbM-gbM
VIT_215s0046g03180,unM,VIT_202s0025g03780,unM,wgd,Same,unM-unM
VIT_215s0046g03200,gbM,VIT_202s0025g03790,gbM,wgd,Same,gbM-gbM
VIT_215s0046g03370,unM,VIT_202s0025g03980,unM,wgd,Same,unM-unM
