Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Sevir.1G007400,Sevir.4G128600,teM,teM,wgd,Same,teM-teM,0.161064,0.286919,0.561359,0.142465
Sevir.1G009300,Sevir.4G130200,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.198443,1.05108,0.1888,9.07531e-23
Sevir.1G010100,Sevir.4G131400,unM,unM,wgd,Same,unM-unM,0.414436,2.92937,0.141476,1.88255e-19
Sevir.1G010200,Sevir.4G132300,unM,unM,wgd,Same,unM-unM,0.152629,1.10481,0.138149,1.63341e-10
Sevir.1G011800,Sevir.4G132600,gbM,gbM,wgd,Same,gbM-gbM,0.0771758,1.38869,0.0555745,1.46226e-87
Sevir.1G011900,Sevir.4G132700,gbM,gbM,wgd,Same,gbM-gbM,0.326317,1.06041,0.307728,1.33515e-24
Sevir.1G012400,Sevir.4G133500,gbM,gbM,wgd,Same,gbM-gbM,0.270551,0.930492,0.290761,1.87877e-29
Sevir.1G012500,Sevir.4G133700,unM,unM,wgd,Same,unM-unM,0.245872,2.62587,0.0936345,2.0036e-18
Sevir.1G012700,Sevir.4G134200,gbM,gbM,wgd,Same,gbM-gbM,0.266544,1.82641,0.145939,2.06566e-49
Sevir.1G013100,Sevir.4G135400,unM,unM,wgd,Same,unM-unM,0.22533,3.23078,0.0697446,8.65222e-48
Sevir.1G014100,Sevir.4G135900,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.242317,0.981668,0.246842,3.9437e-17
Sevir.1G014200,Sevir.4G136300,gbM,gbM,wgd,Same,gbM-gbM,0.152451,1.08414,0.140619,6.07904e-53
Sevir.1G014300,Sevir.4G136501,unM,unM,wgd,Same,unM-unM,0.121861,1.0134,0.12025,2.26761e-16
Sevir.1G014400,Sevir.4G136600,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.102628,0.996071,0.103033,1.90715e-44
Sevir.1G014600,Sevir.4G136800,unM,unM,wgd,Same,unM-unM,0.43142,2.92772,0.147357,4.36749e-21
Sevir.1G015200,Sevir.4G137300,unM,unM,wgd,Same,unM-unM,0.188687,1.6323,0.115596,8.44428e-41
Sevir.1G015400,Sevir.4G137500,unM,unM,wgd,Same,unM-unM,0.440937,1.60982,0.273904,0.00171787
Sevir.1G015900,Sevir.4G138800,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.14206,1.54504,0.0919458,5.1687e-43
Sevir.1G017200,Sevir.4G139700,unM,unM,wgd,Same,unM-unM,0.43657,3.20638,0.136157,9.19102e-16
Sevir.1G019400,Sevir.5G147200,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.217883,4.43696,0.0491063,1.04442e-97
Sevir.1G020100,Sevir.5G146600,gbM,gbM,wgd,Same,gbM-gbM,0.359468,2.09586,0.171514,5.3696e-61
Sevir.1G020500,Sevir.4G143000,gbM,gbM,wgd,Same,gbM-gbM,0.125646,0.78711,0.15963,9.54818e-31
Sevir.1G020500,Sevir.5G145700,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.203459,2.12892,0.0955693,3.83506e-47
Sevir.1G020600,Sevir.4G143500,gbM,unM,wgd,Different,gbM-unM,0.0891541,4.7789,0.0186558,5.24942e-256
Sevir.1G020600,Sevir.5G145500,gbM,unM,wgd,Different,gbM-unM,0.144328,4.77919,0.0301992,0
Sevir.1G021500,Sevir.4G143800,unM,unM,wgd,Same,unM-unM,0.342614,2.3727,0.144398,4.86626e-45
Sevir.1G021700,Sevir.4G144200,unM,unM,wgd,Same,unM-unM,0.227056,4.25649,0.0533436,4.15207e-86
Sevir.1G022300,Sevir.4G144900,unM,unM,wgd,Same,unM-unM,0.199943,3.56238,0.0561262,5.95173e-58
Sevir.1G023500,Sevir.4G145300,gbM,gbM,wgd,Same,gbM-gbM,0.0725575,1.1065,0.0655741,1.296e-65
Sevir.1G024300,Sevir.4G147601,unM,unM,wgd,Same,unM-unM,0.365929,2.73091,0.133996,6.98309e-12
Sevir.1G024500,Sevir.4G147602,gbM,gbM,wgd,Same,gbM-gbM,0.717213,3.40155,0.210849,9.62253e-10
Sevir.1G024500,Sevir.5G142700,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.436083,4.78107,0.0912103,2.53754e-82
Sevir.1G024900,Sevir.4G148100,gbM,gbM,wgd,Same,gbM-gbM,0.192613,0.927505,0.207667,6.88716e-31
