Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Sevir.1G244600,unM,Sevir.1G365400,unM,wgd,Same,unM-unM
Sevir.1G244300,unM,Sevir.1G365700,unM,wgd,Same,unM-unM
Sevir.1G244200,unM,Sevir.1G366000,unM,wgd,Same,unM-unM
Sevir.1G244100,unM,Sevir.1G366200,unM,wgd,Same,unM-unM
Sevir.1G243600,gbM,Sevir.1G366600,gbM,wgd,Same,gbM-gbM
Sevir.1G242600,unM,Sevir.1G369100,unM,wgd,Same,unM-unM
Sevir.1G240300,unM,Sevir.1G371300,unM,wgd,Same,unM-unM
Sevir.2G016400,unM,Sevir.2G016500,unM,wgd,Same,unM-unM
Sevir.2G016201,unM,Sevir.2G017200,unM,wgd,Same,unM-unM
Sevir.2G015100,unM,Sevir.2G017900,unM,wgd,Same,unM-unM
Sevir.2G014500,Unclassified,Sevir.2G018600,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Sevir.2G013500,unM,Sevir.2G018800,unM,wgd,Same,unM-unM
Sevir.2G012901,unM,Sevir.2G021100,unM,wgd,Same,unM-unM
Sevir.1G344100,unM,Sevir.2G233000,unM,wgd,Same,unM-unM
Sevir.1G343500,unM,Sevir.2G233700,unM,wgd,Same,unM-unM
Sevir.1G341800,unM,Sevir.2G235600,unM,wgd,Same,unM-unM
Sevir.1G338866,unM,Sevir.2G238500,unM,wgd,Same,unM-unM
Sevir.1G338500,gbM,Sevir.2G239600,gbM,wgd,Same,gbM-gbM
Sevir.1G337500,unM,Sevir.2G240300,unM,wgd,Same,unM-unM
Sevir.1G336700,unM,Sevir.2G240900,unM,wgd,Same,unM-unM
Sevir.1G336500,unM,Sevir.2G241000,unM,wgd,Same,unM-unM
Sevir.3G136200,unM,Sevir.3G144900,unM,wgd,Same,unM-unM
Sevir.3G136000,unM,Sevir.3G145200,unM,wgd,Same,unM-unM
