Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC	CH_Weighted_mC
1	0.45795069321270765	0.19955122672913328	0.0777205395843742	0.10035466288701637
2	0.46061670014286693	0.21207681725855554	0.07802197802197802	0.10269443207981932
3	0.4685954733155611	0.20186482926136504	0.07507809663814702	0.09868558428354542
4	0.4746542821224117	0.21095180362147756	0.07527578128805693	0.10024553244768207
5	0.48283205370816296	0.2184105461393597	0.07874371260496302	0.10371216283671439
6	0.4763287239975607	0.22495782655525337	0.0793890901227226	0.1056243834079227
7	0.4797958206064602	0.22573984513995038	0.08477279053658937	0.1097445021213808
8	0.48112086556732664	0.23630623680363813	0.08470996913985765	0.11106767397675398
9	0.49340737011781816	0.2369694152264867	0.08725733157058059	0.11319448869630479
10	0.4793510397040521	0.24936064657977952	0.09037658880617129	0.11791637073863637
11	0.48696520853745223	0.24838855421686748	0.09131678585556374	0.11883380662705012
12	0.4898562935020919	0.26390869464081634	0.09445081287168217	0.12371456316105685
13	0.5028884130828949	0.2694961546754834	0.1047005776682945	0.13221528861154447
14	0.5108513729745636	0.2823852196712665	0.11352186745152933	0.141769190178782
15	0.509051330601818	0.2849011249319094	0.1226654195456054	0.14984527692750788
16	0.4845838260059479	0.2764544193410311	0.13608587140145853	0.15875284183176355
17	0.4420732371773916	0.2632225437239494	0.1492612228252345	0.16800872535425615
18	0.34287357593186596	0.2056624069089393	0.15356524956202872	0.16265744730348897
19	0.16831475888856223	0.0987658266617662	0.10603705259275953	0.10462783929900556
20	0.05054791889102825	0.03026694743757442	0.03397381865721707	0.033133239249653834
21	0.03929597727182133	0.012574807405526143	0.0061825943899663305	0.008174713184870692
22	0.05534370465359565	0.007638708804527978	0.005219641958444173	0.005941250067265781
23	0.15773650381396162	0.008778106369994836	0.006614139306613506	0.007186837589583123
24	0.2947440957213556	0.008122312470138558	0.0060917813812412505	0.006593412626302831
25	0.43347568988173457	0.01124953655972412	0.006518048825248263	0.0076418476503881845
26	0.5519278330338239	0.010096458972234738	0.0060666349705591925	0.007001249460664462
27	0.6217698672275292	0.008156954736898224	0.005122448108880687	0.005822896968155584
28	0.6699871679102705	0.00916920067195441	0.0050626013623094384	0.006022557250580335
29	0.6975708463742353	0.008011550220813044	0.0051641249710940446	0.005822819389689194
30	0.7189602011289787	0.007943253269744342	0.005008840891487484	0.005681147008446046
31	0.723542955421787	0.00877004175651296	0.0051493637095634814	0.005970933877501727
32	0.7082212585314084	0.008242447273418203	0.005479343024610994	0.006115688736998254
33	0.7007803041683972	0.009412657537678261	0.005547483528842838	0.006437185921125604
34	0.6839340602882427	0.008897378723280627	0.005429939548132692	0.006233092421367142
35	0.6529781109634972	0.00897222555797636	0.005700556266485597	0.006464167594275784
36	0.5875015020427782	0.00986335772730955	0.005801605478346428	0.006758336208939132
37	0.5043292096313058	0.008474070537685743	0.0054538224099077775	0.006181358173768041
38	0.3803539762651753	0.008523340865937905	0.00554271227936676	0.006266522522296843
39	0.2332130053465322	0.008761273011850637	0.006174404557724717	0.006821367591467279
40	0.12630858706808074	0.011258130872296658	0.009450262417158108	0.0098586508091001
41	0.16870543044271163	0.03690831239383478	0.035811374808066856	0.03603999712861208
42	0.21520054906705133	0.05609772684768009	0.05505010055894143	0.05525801441975542
43	0.2564299402355323	0.07655506554282682	0.061943314654454976	0.06482174833143416
44	0.27713138104541635	0.09150843643527849	0.061759150532551085	0.0675375832941292
45	0.2882763131520925	0.10785598679085995	0.06818224971825747	0.07584719721586926
46	0.2963488725627811	0.11447260452799224	0.06942100009075233	0.07823756760899556
47	0.3121734439620848	0.12236639290673869	0.07032461916106297	0.08055216369464624
48	0.32034540967372843	0.1268223623925491	0.07093805059427352	0.081866033607263
49	0.3372883373970482	0.1233537260947059	0.06876582398065223	0.07951301491076493
50	0.330635400111566	0.12678647507649404	0.07004143054431164	0.0812413044475362
51	0.3277875733571936	0.12352209390030072	0.06230827131738908	0.07422139358966294
52	0.3500792093750328	0.13020262606455582	0.06353081429728298	0.07673945623960954
53	0.3379804069329314	0.12181450475940456	0.058492359084626015	0.0710274024016799
54	0.3473895260245409	0.12403372812789394	0.06058221592828067	0.07299228323713197
55	0.3496330934086405	0.11941771644908118	0.05722140414212426	0.06962310540156645
56	0.34885353042448436	0.1190361746921354	0.055506404354889495	0.06817445544972003
57	0.36171948575308266	0.11998438148229494	0.05787626105316707	0.06994846671397509
58	0.37891701484576407	0.12613875262789068	0.05330582923014809	0.06748365371858048
59	0.3748150240045185	0.11923250457125217	0.053082302961719334	0.06606264334448247
60	0.383807576722414	0.1180038792219176	0.054073976356449206	0.0667857050148149
