Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC	CH_Weighted_mC
1	0.45403048020703535	0.19608768716602784	0.08236480893916402	0.10350297793485394
2	0.43522747319520944	0.1929530843410378	0.0840249690225142	0.10382570678798186
3	0.43845073943729684	0.20023271598952777	0.0820270341902995	0.10323703143078355
4	0.43812858597295834	0.2053121028919096	0.08783253176216896	0.10905442112988102
5	0.43088230982005843	0.20404400891219907	0.08937586580041011	0.10955401194945423
6	0.43293041297703944	0.19863451481696687	0.08512735133956373	0.10532965394566066
7	0.42092733032542956	0.19452054794520549	0.08258862094746992	0.10252007915260156
8	0.4331485197477913	0.1993322557056537	0.08401709062749821	0.10457356031044981
9	0.4196196651688376	0.2066366029263761	0.08815836429666016	0.1092778063363153
10	0.42978329460220294	0.20431373312059772	0.08866243097944201	0.10903100117712976
11	0.41542911891513434	0.2035921867555979	0.09079280506777024	0.11063291351383057
12	0.4266477805779879	0.22456565121579827	0.09825874904600712	0.12043066093337539
13	0.4123353304301183	0.2054406239596709	0.10066011559535615	0.11888993695080177
14	0.4056918755630929	0.20319418395560626	0.11010839020473705	0.1261123798696226
15	0.4104734804969866	0.21613305214723927	0.1264199677673926	0.14163806153991249
16	0.3687686318225195	0.20527725102676742	0.13102542943516562	0.14389584819894818
17	0.34277962541571855	0.17629326280465263	0.1316165444851716	0.13966386009367385
18	0.2577990878665441	0.1439365616575825	0.12462203221062056	0.12826082927100518
19	0.12484182048261117	0.06445437823501733	0.0833383768080857	0.07960940750142016
20	0.032494568369298954	0.0241651914542765	0.025618622754901357	0.025298398213350715
21	0.03474038586041694	0.020017471608635967	0.007921336232645942	0.011837140340812683
22	0.018507955696687468	0.010845952335314038	0.004938761164033562	0.007069479094046542
23	0.014192590843544184	0.009575859491778775	0.005521001371623778	0.006966610230647534
24	0.012876852324987226	0.0055151959477472675	0.005552043536816645	0.005538970827298791
25	0.02149431510557661	0.007869339272457313	0.00855508579955235	0.008315792882354846
26	0.031027976426192084	0.007501798376323091	0.00882189067046369	0.008380674987806805
27	0.02910142071969304	0.006764805990469708	0.006271499286852924	0.006434391683057038
28	0.03508081960121131	0.010848371707114706	0.010702986975635811	0.010751136941318715
29	0.04138927097661623	0.010870022286699466	0.006336448399408882	0.00785900396127693
30	0.05132128940843075	0.009092701737472886	0.00728421052631579	0.007871104443227793
31	0.050475401317360225	0.011204851041392037	0.007331582614288011	0.00860162379062178
32	0.04973120166191766	0.008777195851532905	0.006055169320475443	0.006953314435982377
33	0.05063358676804055	0.007123352724682417	0.005323416425193729	0.005904719302169537
34	0.060409804719785846	0.00783243549759002	0.006677516232404409	0.007048588574226534
35	0.05945472462498631	0.00932259208592998	0.007016882902823236	0.007748448702697489
36	0.07724518888096935	0.012998719104321836	0.0067853027781334015	0.008789740031832837
37	0.07631674044629144	0.011621813249483645	0.00782411112381388	0.009026997998340086
38	0.06545107190791144	0.011484440435538947	0.009615165358041395	0.010214462398074848
39	0.06911930680452907	0.021272153660573445	0.009289678247596713	0.012926391382405745
40	0.06524367077677616	0.02508387298119685	0.015287808366106543	0.017915633273684322
41	0.17534421634100092	0.05572647876141326	0.05178008065751187	0.052561505444314705
42	0.2477481217052011	0.08084810745439107	0.07293280183379426	0.07443813351689758
43	0.2965714760086336	0.10669179192777949	0.07631666292151046	0.08210078676026343
44	0.31395927992762684	0.10949730620241328	0.07592384709990012	0.08224004396053604
45	0.3410499227997941	0.12325409346560776	0.07669170091559022	0.08556672131565311
46	0.3553387877049099	0.1304296431007047	0.07642776503381563	0.08663033805536563
47	0.3643394459381892	0.13598427275126737	0.0725501994702208	0.08463231980029817
48	0.37657913554743366	0.16364282848911418	0.07816195468276625	0.09469294920394238
49	0.3659264601300119	0.15753603704533573	0.07976046808492099	0.09447449017439868
50	0.3706507748284634	0.13943226531759415	0.07110068458988608	0.0841284754348424
51	0.37679337301144716	0.14713994153014506	0.06719940359343776	0.08266744462391222
52	0.3841969070274455	0.15587417385965546	0.06730410032909366	0.08480648591554321
53	0.3824258673171125	0.15165494489559164	0.06278782533965359	0.0804602465967237
54	0.38992047919033357	0.151239815305146	0.06358185948765285	0.08061374610767634
55	0.4003190114682604	0.15669318255310108	0.060232349110927313	0.07906547180974645
56	0.4194683736141023	0.15791063942289535	0.05875014679781343	0.0775974544560479
57	0.42036781563563824	0.16264679061284498	0.05850611136260751	0.07888163476348437
58	0.41735126098684144	0.17061390747745125	0.06532844332475556	0.08516465947109438
59	0.43078757754016056	0.16681343332004708	0.07097870151067585	0.08948023013394654
60	0.43772996442877093	0.16015646571560055	0.0749620954438946	0.09153678661471465
