Window	CG_Weighted_mC	CHG_Weighted_mC	CHH_Weighted_mC	CH_Weighted_mC
1	0.142433288767605	0.023284192473863	0.015005761637464324	0.01682275125093877
2	0.14032877635932967	0.02832634644847383	0.012483613809331906	0.0159019907003778
3	0.15443400447427294	0.03541045467562878	0.015045162571716177	0.019348935897527182
4	0.13896860749687484	0.029017413758855855	0.015927998546354502	0.018774534596368204
5	0.15423313523094567	0.030725363747801524	0.016207070274997386	0.019271366487807987
6	0.14510534906150307	0.03277608784199534	0.017132287399374658	0.020423717842353917
7	0.14272411749767205	0.023272685303501208	0.016938984604599746	0.018295492867724045
8	0.1573903363829269	0.02720538835075306	0.014298780211719748	0.017012245598539612
9	0.15717966937479133	0.02758414997869621	0.015550583063949092	0.01802969017724221
10	0.1450743043410583	0.02302237360221303	0.016148224869094886	0.017546850880184213
11	0.15631192014962686	0.03473464519976148	0.016939818808267178	0.020628831689594028
12	0.12003166110593445	0.04261899821144478	0.01979490904481825	0.024310986673340425
13	0.11362101946663666	0.037435740574461994	0.019269943329375077	0.022840144200468905
14	0.10887112768236087	0.04594071712827915	0.02255055402872113	0.02721386174231069
15	0.10339472970318332	0.03287026965430794	0.021116941064678055	0.023462028966335473
16	0.09539742125020402	0.03976847351189478	0.025196863164894695	0.02803534891820121
17	0.08223503106706666	0.04227800008083748	0.022151154177958644	0.02572079886449985
18	0.06714719753886833	0.02969039179397095	0.016312237611331267	0.018620029112396578
19	0.04418920448115876	0.027196794784734482	0.01262655769931334	0.015079542011786965
20	0.03232825257950368	0.01752152500921304	0.010477185414841276	0.011657006267569676
21	0.023421534115834412	0.026558945799670563	0.009179195812893661	0.013363903861480756
22	0.015219842164599774	0.01087745248527811	0.00603981420725501	0.0073469803288702205
23	0.02430147632701013	0.00907100728874237	0.005191528361057314	0.00623117464682188
24	0.050853436281330225	0.005672780992244245	0.004146302701525132	0.00455253101854036
25	0.12776180796940212	0.008660073562925981	0.005153161417943609	0.006039213375719416
26	0.153924020483506	0.008649937190278836	0.005146397010691687	0.0060444561637479684
27	0.18313772777998308	0.0049993954463971235	0.004488738673015557	0.004614437002453442
28	0.2515767972728653	0.009164805977554981	0.005237231753490956	0.006207596944876779
29	0.27979297337602527	0.009801527612275596	0.005419804671128666	0.006494735681869372
30	0.3170176358568156	0.006946584129296099	0.004862188047725799	0.005388661642751778
31	0.34530840563181403	0.007531302994401468	0.005090783075906336	0.005696373274428922
32	0.4224914720819236	0.00806928828877293	0.00528847493879012	0.005974098607443694
33	0.42891584186029214	0.00904975457574242	0.005027713039534227	0.006040348675392089
34	0.39234113771088497	0.012008208548433642	0.005348582202345756	0.007082804941054906
35	0.3702534929286887	0.006856799200393027	0.0048265425114804	0.00534350486469232
36	0.3492430147414416	0.006729213059297388	0.0049416831938820915	0.005393847299844351
37	0.30929000162223547	0.007247055756296873	0.004736655370956523	0.005377658274260572
38	0.2717320849837955	0.00465053009241547	0.004202669079393802	0.004319940515944042
39	0.1991491157132309	0.004321753515301902	0.004517979763609469	0.004467883676651217
40	0.1471892179464444	0.00549558390578999	0.0048832318115989495	0.005009417936836267
41	0.06129119266346169	0.007596488227581096	0.006510869764290031	0.006702365688714584
42	0.04931952630841675	0.007393677898980077	0.008129304736630146	0.007979888787628807
43	0.09594973053117131	0.011985660458965125	0.008514540813992846	0.009263129194104172
44	0.11851070849650701	0.01211883399612137	0.008306606934394242	0.009138783329462363
45	0.11893478377941731	0.015719105509703325	0.010061310140040048	0.011354996660763896
46	0.12179639940206677	0.016348013039320392	0.008637592512288288	0.010404304391080288
47	0.1374851791262063	0.01117108070792017	0.00761797867455742	0.008422385390042484
48	0.14625414888572782	0.0171538559160709	0.009602402132505388	0.01129871919341019
49	0.13656331714605902	0.01336822344843279	0.007566550837572596	0.008857792626049856
50	0.14272537727586287	0.011483541891456357	0.007825445570246144	0.00865135923942704
51	0.1483112841671763	0.013880710019348869	0.008646108948238385	0.00981622780418318
52	0.13435237942686284	0.013524009374829673	0.008783787807507012	0.00985327686785695
53	0.14938806572857455	0.011177267158179825	0.008121221714223097	0.008795734021557613
54	0.14874646391777646	0.014278050592167706	0.007857438326929528	0.009336186673044969
55	0.14192123544487387	0.015194437290754571	0.008171696327890346	0.00977638526623831
56	0.14593786780647958	0.011768570907099835	0.008556846921556735	0.009264427012881736
57	0.14315079756618976	0.013157696650357546	0.009128542164561283	0.010018454172139188
58	0.14523451872605445	0.012359350149382404	0.009988049936012069	0.010514114997411454
59	0.1444280629159302	0.012898296705766032	0.009207008569748829	0.010028954373511418
60	0.17680621088913429	0.01507188013561731	0.010157059612999677	0.011252660934998927
