Feature	Duplication
gene:BVRB_000030	dispersed
gene:BVRB_2g029040	dispersed
gene:BVRB_3g070620	dispersed
gene:BVRB_000160	dispersed
gene:BVRB_1g002190	dispersed
gene:BVRB_4g075880	dispersed
gene:BVRB_7g164000	dispersed
gene:BVRB_000170	dispersed
gene:BVRB_8g201950	dispersed
gene:BVRB_000290	dispersed
gene:BVRB_1g002380	dispersed
gene:BVRB_000480	dispersed
gene:BVRB_007690	dispersed
gene:BVRB_1g021840	dispersed
gene:BVRB_1g023030	dispersed
gene:BVRB_4g093870	dispersed
gene:BVRB_5g110130	dispersed
gene:BVRB_5g111410	dispersed
gene:BVRB_5g111730	dispersed
gene:BVRB_5g126390	dispersed
gene:BVRB_5g126980	dispersed
gene:BVRB_6g144910	dispersed
gene:BVRB_7g163950	dispersed
gene:BVRB_7g167520	dispersed
gene:BVRB_9g205060	dispersed
gene:BVRB_000490	dispersed
gene:BVRB_4g077100	dispersed
gene:BVRB_000550	dispersed
gene:BVRB_8g185810	dispersed
gene:BVRB_000560	dispersed
gene:BVRB_8g185850	dispersed
gene:BVRB_9g207670	dispersed
gene:BVRB_000570	dispersed
gene:BVRB_012510	dispersed
gene:BVRB_000660	dispersed
gene:BVRB_4g075920	dispersed
gene:BVRB_4g086500	dispersed
gene:BVRB_6g155500	dispersed
gene:BVRB_8g182310	dispersed
gene:BVRB_000680	dispersed
gene:BVRB_1g020690	dispersed
gene:BVRB_000730	dispersed
gene:BVRB_1g004380	dispersed
gene:BVRB_6g139100	dispersed
gene:BVRB_9g204830	dispersed
gene:BVRB_9g206780	dispersed
gene:BVRB_000740	dispersed
gene:BVRB_003730	dispersed
gene:BVRB_5g124760	dispersed
gene:BVRB_000810	dispersed
gene:BVRB_4g072540	dispersed
gene:BVRB_6g136480	dispersed
gene:BVRB_000870	dispersed
gene:BVRB_9g218800	dispersed
gene:BVRB_000890	dispersed
gene:BVRB_7g163130	dispersed
gene:BVRB_000900	dispersed
gene:BVRB_012960	dispersed
gene:BVRB_2g030490	dispersed
gene:BVRB_3g048500	dispersed
gene:BVRB_5g104940	dispersed
gene:BVRB_8g181520	dispersed
gene:BVRB_9g203150	dispersed
gene:BVRB_9g209460	dispersed
gene:BVRB_000920	dispersed
gene:BVRB_9g213620	dispersed
