Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Cla97C01G011040,Unclassified,Cla97C01G020650,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G010950,Unclassified,Cla97C01G020750,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G010880,unM,Cla97C01G020790,unM,wgd,Same,unM-unM
Cla97C01G010550,gbM,Cla97C01G020820,gbM,wgd,Same,gbM-gbM
Cla97C01G010190,unM,Cla97C01G021050,unM,wgd,Same,unM-unM
Cla97C01G010120,gbM,Cla97C01G021080,gbM,wgd,Same,gbM-gbM
Cla97C01G010110,unM,Cla97C01G021100,unM,wgd,Same,unM-unM
Cla97C01G010060,unM,Cla97C01G021130,unM,wgd,Same,unM-unM
Cla97C01G009950,Unclassified,Cla97C01G021230,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G014800,unM,Cla97C02G027280,unM,wgd,Same,unM-unM
Cla97C01G015130,unM,Cla97C02G027420,unM,wgd,Same,unM-unM
Cla97C01G015150,Unclassified,Cla97C02G027440,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G022430,Unclassified,Cla97C02G027680,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G022150,unM,Cla97C02G028080,unM,wgd,Same,unM-unM
Cla97C01G015770,Unclassified,Cla97C02G032720,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G015890,unM,Cla97C02G032880,unM,wgd,Same,unM-unM
Cla97C01G016110,unM,Cla97C02G033120,unM,wgd,Same,unM-unM
Cla97C01G016180,Unclassified,Cla97C02G033170,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G016210,unM,Cla97C02G033250,unM,wgd,Same,unM-unM
Cla97C02G028010,gbM,Cla97C02G034950,gbM,wgd,Same,gbM-gbM
Cla97C02G028140,Unclassified,Cla97C02G035000,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G028150,unM,Cla97C02G035010,unM,wgd,Same,unM-unM
Cla97C02G028250,unM,Cla97C02G035120,unM,wgd,Same,unM-unM
Cla97C02G028290,unM,Cla97C02G035150,unM,wgd,Same,unM-unM
Cla97C02G028420,unM,Cla97C02G035390,unM,wgd,Same,unM-unM
Cla97C02G028460,Unclassified,Cla97C02G035400,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G029400,gbM,Cla97C02G035610,gbM,wgd,Same,gbM-gbM
Cla97C02G029200,gbM,Cla97C02G035710,gbM,wgd,Same,gbM-gbM
Cla97C02G029180,gbM,Cla97C02G035730,gbM,wgd,Same,gbM-gbM
Cla97C02G029010,unM,Cla97C02G035790,unM,wgd,Same,unM-unM
Cla97C02G028980,Unclassified,Cla97C02G035860,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G031100,unM,Cla97C02G037240,unM,wgd,Same,unM-unM
Cla97C02G031080,Unclassified,Cla97C02G037260,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G031010,Unclassified,Cla97C02G037390,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G030980,gbM,Cla97C02G037500,gbM,wgd,Same,gbM-gbM
Cla97C02G030900,unM,Cla97C02G037570,unM,wgd,Same,unM-unM
Cla97C02G030850,unM,Cla97C02G037620,unM,wgd,Same,unM-unM
Cla97C01G016080,unM,Cla97C02G037900,unM,wgd,Same,unM-unM
Cla97C01G015990,unM,Cla97C02G038050,unM,wgd,Same,unM-unM
Cla97C01G015930,unM,Cla97C02G038210,unM,wgd,Same,unM-unM
Cla97C01G015920,unM,Cla97C02G038260,unM,wgd,Same,unM-unM
Cla97C01G015790,Unclassified,Cla97C02G038370,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G015530,unM,Cla97C02G038700,unM,wgd,Same,unM-unM
Cla97C02G027750,unM,Cla97C02G043000,unM,wgd,Same,unM-unM
Cla97C02G027570,Unclassified,Cla97C02G043180,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G027550,unM,Cla97C02G043190,unM,wgd,Same,unM-unM
Cla97C02G027540,unM,Cla97C02G043230,unM,wgd,Same,unM-unM
Cla97C01G024420,unM,Cla97C02G044290,unM,wgd,Same,unM-unM
Cla97C01G011860,unM,Cla97C02G047990,unM,wgd,Same,unM-unM
Cla97C01G011260,unM,Cla97C02G048450,unM,wgd,Same,unM-unM
Cla97C02G046030,gbM,Cla97C03G052290,gbM,wgd,Same,gbM-gbM
Cla97C02G046040,Unclassified,Cla97C03G052320,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G046060,unM,Cla97C03G052380,unM,wgd,Same,unM-unM
Cla97C02G046080,gbM,Cla97C03G052400,gbM,wgd,Same,gbM-gbM
Cla97C02G046220,Unclassified,Cla97C03G052530,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G046570,unM,Cla97C03G052740,unM,wgd,Same,unM-unM
Cla97C02G046550,gbM,Cla97C03G052770,gbM,wgd,Same,gbM-gbM
Cla97C02G046380,unM,Cla97C03G052910,unM,wgd,Same,unM-unM
Cla97C02G046670,unM,Cla97C03G052960,unM,wgd,Same,unM-unM
Cla97C02G046320,Unclassified,Cla97C03G052980,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G047180,unM,Cla97C03G053160,unM,wgd,Same,unM-unM
Cla97C02G046300,unM,Cla97C03G053190,unM,wgd,Same,unM-unM
Cla97C02G047150,gbM,Cla97C03G053210,gbM,wgd,Same,gbM-gbM
Cla97C02G047070,Unclassified,Cla97C03G053280,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G046940,Unclassified,Cla97C03G053410,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G046920,Unclassified,Cla97C03G053440,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G046910,gbM,Cla97C03G053450,gbM,wgd,Same,gbM-gbM
Cla97C01G021370,unM,Cla97C03G055670,unM,wgd,Same,unM-unM
Cla97C01G021450,unM,Cla97C03G055750,unM,wgd,Same,unM-unM
Cla97C01G021510,Unclassified,Cla97C03G055820,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G021600,unM,Cla97C03G055850,unM,wgd,Same,unM-unM
Cla97C01G021650,unM,Cla97C03G055910,unM,wgd,Same,unM-unM
Cla97C01G021860,unM,Cla97C03G056180,unM,wgd,Same,unM-unM
Cla97C01G022240,Unclassified,Cla97C03G056520,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G022250,unM,Cla97C03G056720,unM,wgd,Same,unM-unM
Cla97C01G022320,unM,Cla97C03G056770,unM,wgd,Same,unM-unM
Cla97C01G022350,unM,Cla97C03G056780,unM,wgd,Same,unM-unM
Cla97C02G027760,unM,Cla97C03G056780,unM,wgd,Same,unM-unM
Cla97C01G022610,unM,Cla97C03G056950,unM,wgd,Same,unM-unM
Cla97C02G027630,unM,Cla97C03G056960,unM,wgd,Same,unM-unM
Cla97C01G022630,unM,Cla97C03G056970,unM,wgd,Same,unM-unM
Cla97C01G022680,unM,Cla97C03G057190,unM,wgd,Same,unM-unM
Cla97C01G024830,Unclassified,Cla97C03G057790,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G024690,unM,Cla97C03G057950,unM,wgd,Same,unM-unM
Cla97C01G024420,unM,Cla97C03G058250,unM,wgd,Same,unM-unM
Cla97C01G024240,Unclassified,Cla97C03G058390,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G024050,unM,Cla97C03G058520,unM,wgd,Same,unM-unM
Cla97C01G024020,unM,Cla97C03G058570,unM,wgd,Same,unM-unM
Cla97C01G024010,Unclassified,Cla97C03G058600,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G023820,unM,Cla97C03G058750,unM,wgd,Same,unM-unM
Cla97C01G023810,unM,Cla97C03G058800,unM,wgd,Same,unM-unM
Cla97C01G023800,Unclassified,Cla97C03G058830,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G023750,unM,Cla97C03G058920,unM,wgd,Same,unM-unM
Cla97C01G023700,unM,Cla97C03G058980,unM,wgd,Same,unM-unM
Cla97C01G023680,unM,Cla97C03G059000,unM,wgd,Same,unM-unM
Cla97C01G023670,unM,Cla97C03G059030,unM,wgd,Same,unM-unM
Cla97C01G023650,unM,Cla97C03G059040,unM,wgd,Same,unM-unM
Cla97C01G023630,unM,Cla97C03G059100,unM,wgd,Same,unM-unM
Cla97C01G023420,Unclassified,Cla97C03G059170,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G023170,unM,Cla97C03G059250,unM,wgd,Same,unM-unM
Cla97C01G023150,Unclassified,Cla97C03G059260,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G023060,unM,Cla97C03G059320,unM,wgd,Same,unM-unM
Cla97C01G022980,Unclassified,Cla97C03G059420,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G022920,unM,Cla97C03G059480,unM,wgd,Same,unM-unM
Cla97C02G049120,gbM,Cla97C03G063270,gbM,wgd,Same,gbM-gbM
Cla97C02G049250,gbM,Cla97C03G063420,gbM,wgd,Same,gbM-gbM
Cla97C02G049460,gbM,Cla97C03G063520,gbM,wgd,Same,gbM-gbM
Cla97C02G049550,unM,Cla97C03G063620,unM,wgd,Same,unM-unM
Cla97C02G046000,gbM,Cla97C04G074740,gbM,wgd,Same,gbM-gbM
Cla97C02G046060,unM,Cla97C04G074810,unM,wgd,Same,unM-unM
Cla97C02G046080,gbM,Cla97C04G074820,gbM,wgd,Same,gbM-gbM
Cla97C02G046260,gbM,Cla97C04G074990,gbM,wgd,Same,gbM-gbM
Cla97C02G046330,unM,Cla97C04G075080,unM,wgd,Same,unM-unM
Cla97C02G047200,unM,Cla97C04G075730,unM,wgd,Same,unM-unM
Cla97C02G047340,teM,Cla97C04G075800,teM,wgd,Same,teM-teM
Cla97C02G047650,Unclassified,Cla97C04G076210,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G048030,Unclassified,Cla97C04G076660,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C02G048080,gbM,Cla97C04G076690,gbM,wgd,Same,gbM-gbM
Cla97C02G048100,unM,Cla97C04G076720,unM,wgd,Same,unM-unM
Cla97C02G048380,unM,Cla97C04G077000,unM,wgd,Same,unM-unM
Cla97C02G048470,Unclassified,Cla97C04G077210,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G003890,unM,Cla97C05G089170,unM,wgd,Same,unM-unM
Cla97C01G003640,Unclassified,Cla97C05G089330,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G003580,unM,Cla97C05G089380,unM,wgd,Same,unM-unM
Cla97C01G003560,Unclassified,Cla97C05G089410,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G003350,unM,Cla97C05G089620,unM,wgd,Same,unM-unM
Cla97C01G003220,unM,Cla97C05G089730,unM,wgd,Same,unM-unM
Cla97C01G003190,unM,Cla97C05G089770,unM,wgd,Same,unM-unM
Cla97C01G003140,Unclassified,Cla97C05G089890,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G003060,gbM,Cla97C05G089970,gbM,wgd,Same,gbM-gbM
Cla97C01G001030,Unclassified,Cla97C05G090410,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G000920,unM,Cla97C05G090660,unM,wgd,Same,unM-unM
Cla97C05G081500,unM,Cla97C05G090670,unM,wgd,Same,unM-unM
Cla97C01G000870,gbM,Cla97C05G090680,gbM,wgd,Same,gbM-gbM
Cla97C01G000670,unM,Cla97C05G090810,unM,wgd,Same,unM-unM
Cla97C05G081370,unM,Cla97C05G090810,unM,wgd,Same,unM-unM
Cla97C01G000570,unM,Cla97C05G090960,unM,wgd,Same,unM-unM
Cla97C05G080960,Unclassified,Cla97C05G091190,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C01G000460,Unclassified,Cla97C05G091260,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Cla97C05G080850,unM,Cla97C05G091300,unM,wgd,Same,unM-unM
Cla97C01G000310,unM,Cla97C05G091430,unM,wgd,Same,unM-unM
Cla97C05G080790,unM,Cla97C05G091430,unM,wgd,Same,unM-unM
