Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Cla97C01G000220,Cla97C05G091490,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.19916,1.33742,0.148914,2.79865e-64
Cla97C01G000310,Cla97C05G091430,unM,unM,wgd,Same,unM-unM,0.439313,3.56498,0.12323,3.00609e-18
Cla97C01G000460,Cla97C05G091260,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.264197,1.25322,0.210815,1.22623e-33
Cla97C01G000500,Cla97C05G091170,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.239558,1.44762,0.165483,2.69927e-29
Cla97C01G000570,Cla97C05G090960,unM,unM,wgd,Same,unM-unM,0.101142,1.28826,0.078511,2.76231e-27
Cla97C01G000670,Cla97C05G090810,unM,unM,wgd,Same,unM-unM,0.456539,2.55349,0.17879,1.94893e-20
Cla97C01G000870,Cla97C05G090680,gbM,gbM,wgd,Same,gbM-gbM,0.35674,3.72132,0.095864,8.77716e-28
Cla97C01G000920,Cla97C05G090660,unM,unM,wgd,Same,unM-unM,0.484366,2.16582,0.223641,7.03647e-18
Cla97C01G000990,Cla97C05G090510,gbM,unM,wgd,Different,gbM-unM,0.403092,1.86251,0.216424,3.17626e-12
Cla97C01G001030,Cla97C05G090410,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.227411,1.77823,0.127886,8.54688e-59
Cla97C01G001970,Cla97C07G141980,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.132923,1.63221,0.0814376,1.55656e-107
Cla97C01G002060,Cla97C07G141860,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.188803,1.95319,0.0966635,3.83409e-52
Cla97C01G002110,Cla97C07G141780,unM,unM,wgd,Same,unM-unM,0.324917,2.12428,0.152954,5.48114e-06
Cla97C01G002130,Cla97C07G141770,unM,unM,wgd,Same,unM-unM,0.326717,2.14156,0.15256,3.09344e-32
Cla97C01G002210,Cla97C06G112760,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.333188,4.22512,0.0788587,8.56713e-32
Cla97C01G002300,Cla97C06G112770,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.570358,3.78253,0.150787,2.79229e-24
Cla97C01G002380,Cla97C06G112800,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.26683,1.71074,0.155973,2.82932e-15
Cla97C01G002470,Cla97C06G112840,gbM,unM,wgd,Different,gbM-unM,0.0917421,4.10111,0.0223701,2.82955e-101
Cla97C01G002560,Cla97C06G112880,unM,unM,wgd,Same,unM-unM,0.360882,3.59165,0.100478,4.98149e-27
Cla97C01G002650,Cla97C06G113080,unM,unM,wgd,Same,unM-unM,0.188235,2.77255,0.0678925,1.48411e-99
Cla97C01G002670,Cla97C06G113100,gbM,gbM,wgd,Same,gbM-gbM,0.17701,1.53347,0.115431,6.48894e-78
Cla97C01G002870,Cla97C06G113230,gbM,gbM,wgd,Same,gbM-gbM,0.380152,2.59522,0.146481,3.64064e-34
Cla97C01G002960,Cla97C06G113250,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.36408,2.99751,0.121461,7.0484e-50
Cla97C01G003060,Cla97C05G089970,gbM,gbM,wgd,Same,gbM-gbM,0.694541,4.41508,0.157311,1.71473e-28
Cla97C01G003110,Cla97C05G089920,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.480246,3.38845,0.14173,3.51501e-27
Cla97C01G003140,Cla97C05G089890,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.177651,1.7369,0.102281,1.54217e-49
Cla97C01G003150,Cla97C05G089870,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.567525,3.14078,0.180695,5.91051e-23
Cla97C01G003190,Cla97C05G089770,unM,unM,wgd,Same,unM-unM,0.196064,2.0293,0.0966166,3.09683e-71
Cla97C01G003210,Cla97C05G089740,gbM,unM,wgd,Different,gbM-unM,0.417427,1.79211,0.232925,7.26949e-15
Cla97C01G003220,Cla97C05G089730,unM,unM,wgd,Same,unM-unM,0.356399,3.66814,0.0971608,3.18508e-35
Cla97C01G003350,Cla97C05G089620,unM,unM,wgd,Same,unM-unM,0.361317,3.51795,0.102707,3.41111e-36
Cla97C01G003390,Cla97C10G187990,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.145709,1.3915,0.104714,1.11324e-35
Cla97C01G003560,Cla97C05G089410,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.285514,3.15497,0.0904964,2.74735e-69
Cla97C01G003580,Cla97C05G089380,unM,unM,wgd,Same,unM-unM,0.607951,3.38848,0.179417,3.31175e-34
Cla97C01G003640,Cla97C05G089330,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.452088,1.94595,0.232323,1.12489e-23
Cla97C01G003690,Cla97C10G187710,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.243066,1.75216,0.138724,1.3309e-83
Cla97C01G003710,Cla97C10G187700,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.275641,1.79272,0.153756,1.10445e-48
Cla97C01G003740,Cla97C10G187650,unM,unM,wgd,Same,unM-unM,0.019872,1.94377,0.0102234,9.17666e-48
Cla97C01G003890,Cla97C05G089170,unM,unM,wgd,Same,unM-unM,0.403142,3.64015,0.110748,4.07459e-37
Cla97C01G003890,Cla97C10G187580,unM,unM,wgd,Same,unM-unM,0.503359,3.71366,0.135543,2.94094e-20
Cla97C01G003950,Cla97C10G187530,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.199098,5.05543,0.0393829,4.13863e-31
Cla97C01G003960,Cla97C05G089130,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.199083,4.47948,0.0444433,1.83188e-104
Cla97C01G004040,Cla97C10G187440,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.174813,2.88877,0.0605148,2.9548e-128
