Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
araip.K30076.gnm1.ann1.Araip.007DK,araip.K30076.gnm1.ann1.Araip.I1L37,unM,unM,wgd,Same,unM-unM,0.411573,1.71877,0.239458,2.10677e-12
araip.K30076.gnm1.ann1.Araip.008T0,araip.K30076.gnm1.ann1.Araip.LV03X,teM,teM,wgd,Same,teM-teM,0.090105,1.31934,0.0682952,3.05277e-10
araip.K30076.gnm1.ann1.Araip.00I5G,araip.K30076.gnm1.ann1.Araip.P2G6L,unM,teM,wgd,Different,unM-teM,0.191646,1.54464,0.124072,1.25542e-79
araip.K30076.gnm1.ann1.Araip.01GAL,araip.K30076.gnm1.ann1.Araip.XP1F1,gbM,unM,wgd,Different,gbM-unM,0.138863,2.2813,0.06087,2.60313e-37
araip.K30076.gnm1.ann1.Araip.029LE,araip.K30076.gnm1.ann1.Araip.HQT73,teM,teM,wgd,Same,teM-teM,0.611571,2.00497,0.305027,4.15576e-18
araip.K30076.gnm1.ann1.Araip.02IFK,araip.K30076.gnm1.ann1.Araip.UNL4G,gbM,unM,wgd,Different,gbM-unM,0.221048,1.84991,0.119491,1.07735e-62
araip.K30076.gnm1.ann1.Araip.02P7E,araip.K30076.gnm1.ann1.Araip.HF4JQ,teM,teM,wgd,Same,teM-teM,0.0195044,0.0196069,0.994776,0.68438
araip.K30076.gnm1.ann1.Araip.04YYS,araip.K30076.gnm1.ann1.Araip.5U4ZP,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.164838,0.60475,0.272572,1.63592e-32
araip.K30076.gnm1.ann1.Araip.04ZYD,araip.K30076.gnm1.ann1.Araip.R5U41,gbM,unM,wgd,Different,gbM-unM,0.227296,1.5157,0.149961,6.55035e-30
araip.K30076.gnm1.ann1.Araip.0550V,araip.K30076.gnm1.ann1.Araip.L4E3J,gbM,unM,wgd,Different,gbM-unM,0.187814,2.17502,0.0863503,2.46667e-59
araip.K30076.gnm1.ann1.Araip.05LVU,araip.K30076.gnm1.ann1.Araip.E3Z66,teM,teM,wgd,Same,teM-teM,0.0675966,0.918737,0.0735755,8.42369e-26
araip.K30076.gnm1.ann1.Araip.05XM7,araip.K30076.gnm1.ann1.Araip.7QK0A,unM,unM,wgd,Same,unM-unM,0.245014,2.19577,0.111584,4.22714e-15
araip.K30076.gnm1.ann1.Araip.07BW1,araip.K30076.gnm1.ann1.Araip.EMV9L,gbM,unM,wgd,Different,gbM-unM,0.273382,2.69993,0.101255,5.14401e-27
araip.K30076.gnm1.ann1.Araip.07JY6,araip.K30076.gnm1.ann1.Araip.GNL1S,unM,unM,wgd,Same,unM-unM,0.135804,3.28319,0.0413633,7.65126e-32
araip.K30076.gnm1.ann1.Araip.07W64,araip.K30076.gnm1.ann1.Araip.T94IA,gbM,unM,wgd,Different,gbM-unM,0.19497,1.08716,0.179338,8.19291e-53
