Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
araip.K30076.gnm1.ann1.Araip.48FDM,unM,araip.K30076.gnm1.ann1.Araip.01ZK6,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.US3Z7,teM,araip.K30076.gnm1.ann1.Araip.02DNP,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.VM8FV,unM,araip.K30076.gnm1.ann1.Araip.02X1R,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.IM4S2,teM,araip.K30076.gnm1.ann1.Araip.03H0E,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.9QV6N,teM,araip.K30076.gnm1.ann1.Araip.03R2S,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.Z4SA7,Unclassified,araip.K30076.gnm1.ann1.Araip.049JK,Unclassified,wgd,Undetermined,Unclassified-Unclassified
araip.K30076.gnm1.ann1.Araip.37EUG,unM,araip.K30076.gnm1.ann1.Araip.04GN0,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.WJS5F,gbM,araip.K30076.gnm1.ann1.Araip.04SWW,gbM,wgd,Same,gbM-gbM
araip.K30076.gnm1.ann1.Araip.QK026,teM,araip.K30076.gnm1.ann1.Araip.053Y0,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.F5AGL,unM,araip.K30076.gnm1.ann1.Araip.0550R,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.GE4AA,unM,araip.K30076.gnm1.ann1.Araip.059D8,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.97NC5,teM,araip.K30076.gnm1.ann1.Araip.065HJ,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.X5TTH,unM,araip.K30076.gnm1.ann1.Araip.066L2,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.96A6D,teM,araip.K30076.gnm1.ann1.Araip.06FXT,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.ZM2RF,teM,araip.K30076.gnm1.ann1.Araip.06I8D,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.9WK4L,unM,araip.K30076.gnm1.ann1.Araip.06PW6,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.E7P28,teM,araip.K30076.gnm1.ann1.Araip.06TJP,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.CI6MH,gbM,araip.K30076.gnm1.ann1.Araip.06WUV,gbM,wgd,Same,gbM-gbM
araip.K30076.gnm1.ann1.Araip.HC0RX,teM,araip.K30076.gnm1.ann1.Araip.07AUM,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.U9L4N,teM,araip.K30076.gnm1.ann1.Araip.08J6C,teM,wgd,Same,teM-teM
araip.K30076.gnm1.ann1.Araip.NXU71,unM,araip.K30076.gnm1.ann1.Araip.0914S,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.SH3RA,unM,araip.K30076.gnm1.ann1.Araip.094ZN,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.B110E,gbM,araip.K30076.gnm1.ann1.Araip.09UES,gbM,wgd,Same,gbM-gbM
araip.K30076.gnm1.ann1.Araip.J0GUS,unM,araip.K30076.gnm1.ann1.Araip.0AG3E,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.XH9B3,gbM,araip.K30076.gnm1.ann1.Araip.0AR95,gbM,wgd,Same,gbM-gbM
araip.K30076.gnm1.ann1.Araip.1D0HT,gbM,araip.K30076.gnm1.ann1.Araip.0B08D,gbM,wgd,Same,gbM-gbM
araip.K30076.gnm1.ann1.Araip.T6L7D,unM,araip.K30076.gnm1.ann1.Araip.0B2YQ,unM,wgd,Same,unM-unM
araip.K30076.gnm1.ann1.Araip.C6C0T,unM,araip.K30076.gnm1.ann1.Araip.0DK96,unM,wgd,Same,unM-unM
