,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,araip.K30076.gnm1.ann1.Araip.007DK,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.I1L37,0.411573,1.71877,0.239458,2.10677e-12
2,araip.K30076.gnm1.ann1.Araip.008T0,wgd,teM,araip.K30076.gnm1.ann1.Araip.LV03X,0.090105,1.31934,0.0682952,3.05277e-10
3,araip.K30076.gnm1.ann1.Araip.00FG1,wgd,teM,araip.K30076.gnm1.ann1.Araip.DGZ3S,0.579759,3.25761,0.177971,6.90281e-17
4,araip.K30076.gnm1.ann1.Araip.00HCH,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.Y1RAZ,0.233644,1.48941,0.15687,3.26694e-56
5,araip.K30076.gnm1.ann1.Araip.00I5G,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.P2G6L,0.191646,1.54464,0.124072,1.25542e-79
6,araip.K30076.gnm1.ann1.Araip.017LP,wgd,teM,araip.K30076.gnm1.ann1.Araip.VJ4I5,0.326736,2.34533,0.139314,4.41888e-32
7,araip.K30076.gnm1.ann1.Araip.01GAL,wgd,gbM,araip.K30076.gnm1.ann1.Araip.XP1F1,0.138863,2.2813,0.06087,2.60313e-37
8,araip.K30076.gnm1.ann1.Araip.01UWH,wgd,NA,araip.K30076.gnm1.ann1.Araip.W7VQM,0.187038,3.1728,0.0589504,4.67021e-24
9,araip.K30076.gnm1.ann1.Araip.01ZK6,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.48FDM,0.270028,2.08639,0.129423,1.40777e-54
10,araip.K30076.gnm1.ann1.Araip.029LE,wgd,teM,araip.K30076.gnm1.ann1.Araip.HQT73,0.611571,2.00497,0.305027,4.15576e-18
11,araip.K30076.gnm1.ann1.Araip.02DNP,wgd,teM,araip.K30076.gnm1.ann1.Araip.US3Z7,0.0729446,0.200677,0.363493,0.000621945
12,araip.K30076.gnm1.ann1.Araip.02IFK,wgd,gbM,araip.K30076.gnm1.ann1.Araip.UNL4G,0.221048,1.84991,0.119491,1.07735e-62
13,araip.K30076.gnm1.ann1.Araip.02P7E,wgd,teM,araip.K30076.gnm1.ann1.Araip.HF4JQ,0.0195044,0.0196069,0.994776,0.68438
14,araip.K30076.gnm1.ann1.Araip.02QGI,wgd,Unclassified,araip.K30076.gnm1.ann1.Araip.6T0FQ,0.233061,1.31792,0.17684,4.51318e-16
15,araip.K30076.gnm1.ann1.Araip.02X1R,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.VM8FV,0.272399,1.89737,0.143567,5.1935e-12
16,araip.K30076.gnm1.ann1.Araip.03GF9,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.M3H80,0.232004,1.02079,0.22728,3.3235e-05
17,araip.K30076.gnm1.ann1.Araip.03H0E,wgd,teM,araip.K30076.gnm1.ann1.Araip.IM4S2,0.548218,3.44389,0.159186,7.07426e-15
18,araip.K30076.gnm1.ann1.Araip.03R2S,wgd,teM,araip.K30076.gnm1.ann1.Araip.9QV6N,0.58804,1.85639,0.316765,0.000374662
19,araip.K30076.gnm1.ann1.Araip.03YVC,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.LP6IV,0.547293,3.52654,0.155193,8.23644e-23
20,araip.K30076.gnm1.ann1.Araip.049JK,wgd,Unclassified,araip.K30076.gnm1.ann1.Araip.Z4SA7,0.0884042,0.700613,0.126181,4.08263e-18
21,araip.K30076.gnm1.ann1.Araip.04GN0,wgd,Unmethylated,araip.K30076.gnm1.ann1.Araip.37EUG,0.292234,1.42419,0.205193,1.56644e-10
22,araip.K30076.gnm1.ann1.Araip.04SWW,wgd,gbM,araip.K30076.gnm1.ann1.Araip.WJS5F,0.183778,0.538399,0.341342,8.20938e-14
