Feature	Duplication
gene:BVRB_9g218890	singletons
gene:BVRB_6g150300	singletons
gene:BVRB_6g155360	singletons
gene:BVRB_5g126990	singletons
gene:BVRB_9g214120	singletons
gene:BVRB_2g031760	singletons
gene:BVRB_1g001100	singletons
gene:BVRB_3g054570	singletons
gene:BVRB_3g064160	singletons
gene:BVRB_019710	singletons
gene:BVRB_013190	singletons
gene:BVRB_6g156310	singletons
gene:BVRB_3g049020	singletons
gene:BVRB_9g225130	singletons
gene:BVRB_2g038680	singletons
gene:BVRB_6g141280	singletons
gene:BVRB_3g061120	singletons
gene:BVRB_9g213540	singletons
gene:BVRB_8g190550	singletons
gene:BVRB_022900	singletons
gene:BVRB_2g042680	singletons
gene:BVRB_3g068780	singletons
gene:BVRB_009760	singletons
gene:BVRB_000340	singletons
gene:BVRB_4g095530	singletons
gene:BVRB_6g147110	singletons
gene:BVRB_6g141070	singletons
gene:BVRB_036960	singletons
gene:BVRB_9g226020	singletons
gene:BVRB_7g160390	singletons
gene:BVRB_9g211020	singletons
gene:BVRB_5g108520	singletons
gene:BVRB_4g088900	singletons
gene:BVRB_5g105880	singletons
gene:BVRB_3g049530	singletons
gene:BVRB_2g024890	singletons
gene:BVRB_3g066010	singletons
gene:BVRB_3g064250	singletons
gene:BVRB_020110	singletons
gene:BVRB_9g217250	singletons
gene:BVRB_6g155750	singletons
gene:BVRB_6g138750	singletons
gene:BVRB_3g055720	singletons
gene:BVRB_9g219770	singletons
gene:BVRB_8g188150	singletons
gene:BVRB_5g111500	singletons
gene:BVRB_5g107490	singletons
gene:BVRB_1g002500	singletons
gene:BVRB_035840	singletons
gene:BVRB_5g097840	singletons
gene:BVRB_4g077930	singletons
gene:BVRB_5g116750	singletons
gene:BVRB_3g065670	singletons
gene:BVRB_3g065130	singletons
gene:BVRB_3g058940	singletons
gene:BVRB_4g073810	singletons
gene:BVRB_9g210490	singletons
gene:BVRB_2g047550	singletons
gene:BVRB_7g175720	singletons
gene:BVRB_6g145890	singletons
gene:BVRB_030160	singletons
gene:BVRB_4g080230	singletons
gene:BVRB_6g139120	singletons
gene:BVRB_7g169930	singletons
gene:BVRB_7g157570	singletons
gene:BVRB_5g112510	singletons
gene:BVRB_7g173440	singletons
gene:BVRB_6g136920	singletons
gene:BVRB_2g033470	singletons
gene:BVRB_8g190770	singletons
gene:BVRB_6g141900	singletons
gene:BVRB_6g134250	singletons
gene:BVRB_2g031010	singletons
gene:BVRB_2g029400	singletons
gene:BVRB_8g196230	singletons
gene:BVRB_7g163670	singletons
gene:BVRB_9g216110	singletons
gene:BVRB_4g077060	singletons
gene:BVRB_6g140660	singletons
gene:BVRB_6g127850	singletons
gene:BVRB_014760	singletons
gene:BVRB_5g126730	singletons
gene:BVRB_4g088760	singletons
gene:BVRB_6g154610	singletons
gene:BVRB_4g086420	singletons
gene:BVRB_011950	singletons
gene:BVRB_6g139710	singletons
gene:BVRB_6g139850	singletons
gene:BVRB_025000	singletons
gene:BVRB_1g019730	singletons
gene:BVRB_9g223930	singletons
gene:BVRB_4g081710	singletons
gene:BVRB_9g204520	singletons
gene:BVRB_021050	singletons
gene:BVRB_8g199300	singletons
gene:BVRB_9g217160	singletons
gene:BVRB_5g117160	singletons
gene:BVRB_1g001240	singletons
gene:BVRB_2g031750	singletons
gene:BVRB_9g208680	singletons
gene:BVRB_1g001060	singletons
gene:BVRB_9g216300	singletons
gene:BVRB_031020	singletons
gene:BVRB_8g188280	singletons
gene:BVRB_5g100580	singletons
gene:BVRB_4g078290	singletons
gene:BVRB_038200	singletons
gene:BVRB_7g165980	singletons
gene:BVRB_3g061440	singletons
gene:BVRB_1g017490	singletons
gene:BVRB_9g209750	singletons
gene:BVRB_3g065610	singletons
gene:BVRB_3g068750	singletons
gene:BVRB_2g027430	singletons
gene:BVRB_1g006170	singletons
gene:BVRB_8g190080	singletons
gene:BVRB_3g061690	singletons
gene:BVRB_3g054270	singletons
gene:BVRB_7g176600	singletons
gene:BVRB_9g213940	singletons
gene:BVRB_017520	singletons
gene:BVRB_028340	singletons
gene:BVRB_7g178510	singletons
gene:BVRB_9g207140	singletons
gene:BVRB_9g219550	singletons
gene:BVRB_2g032620	singletons
gene:BVRB_8g181690	singletons
gene:BVRB_2g025250	singletons
gene:BVRB_1g013240	singletons
gene:BVRB_9g212790	singletons
gene:BVRB_7g177350	singletons
gene:BVRB_3g068190	singletons
gene:BVRB_3g065400	singletons
gene:BVRB_1g010850	singletons
gene:BVRB_4g088960	singletons
gene:BVRB_5g102090	singletons
gene:BVRB_4g088320	singletons
gene:BVRB_033660	singletons
gene:BVRB_2g045450	singletons
gene:BVRB_5g108630	singletons
gene:BVRB_4g082060	singletons
gene:BVRB_2g039100	singletons
gene:BVRB_1g021130	singletons
gene:BVRB_5g122450	singletons
gene:BVRB_041950	singletons
gene:BVRB_8g201760	singletons
gene:BVRB_8g183930	singletons
gene:BVRB_7g167070	singletons
gene:BVRB_5g112300	singletons
gene:BVRB_3g055250	singletons
gene:BVRB_006970	singletons
gene:BVRB_9g202570	singletons
gene:BVRB_1g022350	singletons
gene:BVRB_2g032740	singletons
gene:BVRB_9g212260	singletons
gene:BVRB_5g119380	singletons
gene:BVRB_2g030660	singletons
gene:BVRB_1g001130	singletons
gene:BVRB_1g020290	singletons
gene:BVRB_8g196260	singletons
gene:BVRB_8g186570	singletons
gene:BVRB_9g205470	singletons
gene:BVRB_6g133750	singletons
gene:BVRB_6g149630	singletons
gene:BVRB_2g027730	singletons
gene:BVRB_2g033450	singletons
gene:BVRB_3g069880	singletons
gene:BVRB_3g050330	singletons
gene:BVRB_9g204710	singletons
gene:BVRB_8g191220	singletons
gene:BVRB_3g063490	singletons
gene:BVRB_1g004350	singletons
gene:BVRB_1g016750	singletons
gene:BVRB_3g057450	singletons
gene:BVRB_5g119800	singletons
gene:BVRB_7g177810	singletons
gene:BVRB_2g044710	singletons
gene:BVRB_7g163510	singletons
gene:BVRB_4g093420	singletons
gene:BVRB_5g108790	singletons
gene:BVRB_5g123870	singletons
gene:BVRB_5g121230	singletons
gene:BVRB_1g003690	singletons
gene:BVRB_4g076050	singletons
gene:BVRB_6g153470	singletons
gene:BVRB_5g116860	singletons
gene:BVRB_004960	singletons
gene:BVRB_038990	singletons
gene:BVRB_5g111120	singletons
gene:BVRB_5g104540	singletons
gene:BVRB_1g021410	singletons
gene:BVRB_001770	singletons
gene:BVRB_2g032130	singletons
gene:BVRB_006830	singletons
gene:BVRB_5g117480	singletons
gene:BVRB_3g063570	singletons
gene:BVRB_5g099180	singletons
gene:BVRB_3g054850	singletons
gene:BVRB_6g130330	singletons
gene:BVRB_028950	singletons
gene:BVRB_9g222230	singletons
gene:BVRB_042330	singletons
gene:BVRB_2g043260	singletons
gene:BVRB_9g224640	singletons
gene:BVRB_2g046830	singletons
gene:BVRB_8g192450	singletons
gene:BVRB_5g103050	singletons
gene:BVRB_5g118230	singletons
gene:BVRB_6g143360	singletons
gene:BVRB_5g111280	singletons
gene:BVRB_016730	singletons
gene:BVRB_2g025390	singletons
gene:BVRB_037680	singletons
gene:BVRB_034550	singletons
gene:BVRB_2g037780	singletons
gene:BVRB_038800	singletons
gene:BVRB_2g027360	singletons
gene:BVRB_4g096930	singletons
gene:BVRB_2g024740	singletons
gene:BVRB_013080	singletons
gene:BVRB_000210	singletons
gene:BVRB_3g066430	singletons
gene:BVRB_2g041760	singletons
gene:BVRB_5g126330	singletons
gene:BVRB_014570	singletons
gene:BVRB_6g134490	singletons
gene:BVRB_4g071780	singletons
gene:BVRB_1g007870	singletons
gene:BVRB_6g155270	singletons
gene:BVRB_7g167540	singletons
gene:BVRB_2g035790	singletons
gene:BVRB_8g192260	singletons
gene:BVRB_5g114590	singletons
gene:BVRB_3g054400	singletons
