Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
FvH4_1g04270,unM,FvH4_1g04280,unM,wgd,Same,unM-unM
FvH4_1g04180,unM,FvH4_1g04360,unM,wgd,Same,unM-unM
FvH4_1g04090,unM,FvH4_1g04440,unM,wgd,Same,unM-unM
FvH4_1g03870,unM,FvH4_1g04650,unM,wgd,Same,unM-unM
FvH4_1g03720,unM,FvH4_1g04870,unM,wgd,Same,unM-unM
FvH4_1g03650,unM,FvH4_1g04980,unM,wgd,Same,unM-unM
FvH4_1g11700,unM,FvH4_2g01480,unM,wgd,Same,unM-unM
FvH4_1g11710,unM,FvH4_2g01540,unM,wgd,Same,unM-unM
FvH4_1g11720,unM,FvH4_2g01560,unM,wgd,Same,unM-unM
FvH4_1g11750,unM,FvH4_2g01590,unM,wgd,Same,unM-unM
FvH4_1g11760,unM,FvH4_2g01600,unM,wgd,Same,unM-unM
FvH4_1g16790,unM,FvH4_2g05150,unM,wgd,Same,unM-unM
FvH4_1g16770,unM,FvH4_2g05210,unM,wgd,Same,unM-unM
FvH4_1g16680,unM,FvH4_2g05460,unM,wgd,Same,unM-unM
FvH4_1g16440,unM,FvH4_2g05560,unM,wgd,Same,unM-unM
FvH4_1g16360,Unclassified,FvH4_2g05710,Unclassified,wgd,Undetermined,Unclassified-Unclassified
FvH4_1g15960,unM,FvH4_2g06050,unM,wgd,Same,unM-unM
FvH4_1g15910,unM,FvH4_2g06210,unM,wgd,Same,unM-unM
FvH4_1g15900,unM,FvH4_2g06300,unM,wgd,Same,unM-unM
FvH4_1g15820,unM,FvH4_2g06360,unM,wgd,Same,unM-unM
FvH4_1g14690,unM,FvH4_2g07230,unM,wgd,Same,unM-unM
FvH4_1g14680,unM,FvH4_2g07290,unM,wgd,Same,unM-unM
FvH4_1g14660,unM,FvH4_2g07300,unM,wgd,Same,unM-unM
FvH4_1g14080,gbM,FvH4_2g08180,gbM,wgd,Same,gbM-gbM
FvH4_1g13950,unM,FvH4_2g08230,unM,wgd,Same,unM-unM
FvH4_1g13880,gbM,FvH4_2g08260,gbM,wgd,Same,gbM-gbM
FvH4_1g13190,unM,FvH4_2g08950,unM,wgd,Same,unM-unM
FvH4_1g13110,unM,FvH4_2g08980,unM,wgd,Same,unM-unM
FvH4_1g12780,unM,FvH4_2g09200,unM,wgd,Same,unM-unM
FvH4_1g12620,unM,FvH4_2g09540,unM,wgd,Same,unM-unM
FvH4_1g12410,unM,FvH4_2g10010,unM,wgd,Same,unM-unM
FvH4_1g12220,unM,FvH4_2g10220,unM,wgd,Same,unM-unM
FvH4_1g12200,Unclassified,FvH4_2g10260,Unclassified,wgd,Undetermined,Unclassified-Unclassified
FvH4_1g12170,gbM,FvH4_2g10320,gbM,wgd,Same,gbM-gbM
FvH4_1g10520,gbM,FvH4_2g16590,gbM,wgd,Same,gbM-gbM
FvH4_1g10470,gbM,FvH4_2g16680,gbM,wgd,Same,gbM-gbM
FvH4_1g10220,gbM,FvH4_2g16790,gbM,wgd,Same,gbM-gbM
FvH4_1g10140,unM,FvH4_2g16840,unM,wgd,Same,unM-unM
FvH4_1g09980,unM,FvH4_2g17060,unM,wgd,Same,unM-unM
FvH4_1g25150,unM,FvH4_2g27430,unM,wgd,Same,unM-unM
FvH4_1g25140,unM,FvH4_2g27470,unM,wgd,Same,unM-unM
FvH4_1g24970,unM,FvH4_2g27760,unM,wgd,Same,unM-unM
FvH4_1g01550,unM,FvH4_2g28260,unM,wgd,Same,unM-unM
FvH4_1g01740,unM,FvH4_2g28320,unM,wgd,Same,unM-unM
FvH4_1g01930,unM,FvH4_2g28380,unM,wgd,Same,unM-unM
FvH4_1g02010,gbM,FvH4_2g28600,gbM,wgd,Same,gbM-gbM
FvH4_1g02080,gbM,FvH4_2g28660,gbM,wgd,Same,gbM-gbM
FvH4_1g02100,unM,FvH4_2g28720,unM,wgd,Same,unM-unM
FvH4_1g02430,unM,FvH4_2g28800,unM,wgd,Same,unM-unM
FvH4_1g02490,gbM,FvH4_2g28820,gbM,wgd,Same,gbM-gbM
FvH4_1g02700,unM,FvH4_2g28970,unM,wgd,Same,unM-unM
FvH4_1g03140,gbM,FvH4_2g29110,gbM,wgd,Same,gbM-gbM
FvH4_1g03170,unM,FvH4_2g29120,unM,wgd,Same,unM-unM
FvH4_1g03200,Unclassified,FvH4_2g29180,Unclassified,wgd,Undetermined,Unclassified-Unclassified
