"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Fvesca"
"2","TEs","Genes",-0.459966395972492,0,"Fvesca"
"3","TE.nucleotidess","Genes",-0.492186932899045,0,"Fvesca"
"4","gbM","Genes",0.479017670777935,0,"Fvesca"
"5","TE.like","Genes",NA,NA,"Fvesca"
"6","Unmethylated","Genes",0.841834359039345,0,"Fvesca"
"7","Unclassified","Genes",0.426337210986991,0,"Fvesca"
"8","Genes","TEs",-0.459966395972492,0,"Fvesca"
"9","TEs","TEs",1,NA,"Fvesca"
"10","TE.nucleotidess","TEs",0.870357062100467,0,"Fvesca"
"11","gbM","TEs",-0.372952359309934,0,"Fvesca"
"12","TE.like","TEs",NA,NA,"Fvesca"
"13","Unmethylated","TEs",-0.416822777101471,0,"Fvesca"
"14","Unclassified","TEs",-0.244305052395209,0,"Fvesca"
"15","Genes","TE.nucleotidess",-0.492186932899045,0,"Fvesca"
"16","TEs","TE.nucleotidess",0.870357062100467,0,"Fvesca"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Fvesca"
"18","gbM","TE.nucleotidess",-0.385348660256405,0,"Fvesca"
"19","TE.like","TE.nucleotidess",NA,NA,"Fvesca"
"20","Unmethylated","TE.nucleotidess",-0.416666545841837,0,"Fvesca"
"21","Unclassified","TE.nucleotidess",-0.264241552910887,0,"Fvesca"
"22","Genes","gbM",0.479017670777935,0,"Fvesca"
"23","TEs","gbM",-0.372952359309934,0,"Fvesca"
"24","TE.nucleotidess","gbM",-0.385348660256405,0,"Fvesca"
"25","gbM","gbM",1,NA,"Fvesca"
"26","TE.like","gbM",NA,NA,"Fvesca"
"27","Unmethylated","gbM",0.174065953499515,0,"Fvesca"
"28","Unclassified","gbM",0.0935544355156748,4.55212312289177e-10,"Fvesca"
"29","Genes","TE.like",NA,NA,"Fvesca"
"30","TEs","TE.like",NA,NA,"Fvesca"
"31","TE.nucleotidess","TE.like",NA,NA,"Fvesca"
"32","gbM","TE.like",NA,NA,"Fvesca"
"33","TE.like","TE.like",1,NA,"Fvesca"
"34","Unmethylated","TE.like",NA,NA,"Fvesca"
"35","Unclassified","TE.like",NA,NA,"Fvesca"
"36","Genes","Unmethylated",0.841834359039345,0,"Fvesca"
"37","TEs","Unmethylated",-0.416822777101471,0,"Fvesca"
"38","TE.nucleotidess","Unmethylated",-0.416666545841837,0,"Fvesca"
"39","gbM","Unmethylated",0.174065953499515,0,"Fvesca"
"40","TE.like","Unmethylated",NA,NA,"Fvesca"
"41","Unmethylated","Unmethylated",1,NA,"Fvesca"
"42","Unclassified","Unmethylated",0.212908587843232,0,"Fvesca"
"43","Genes","Unclassified",0.426337210986991,0,"Fvesca"
"44","TEs","Unclassified",-0.244305052395209,0,"Fvesca"
"45","TE.nucleotidess","Unclassified",-0.264241552910887,0,"Fvesca"
"46","gbM","Unclassified",0.0935544355156748,4.55212312289177e-10,"Fvesca"
"47","TE.like","Unclassified",NA,NA,"Fvesca"
"48","Unmethylated","Unclassified",0.212908587843232,0,"Fvesca"
"49","Unclassified","Unclassified",1,NA,"Fvesca"
