Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Fvesca,gbM-unM,gbM,unM,0,0,82,0.0947976878612717,0-0
Fvesca,gbM-unM,gbM,unM,1,0,169,0.195375722543353,1-0
Fvesca,gbM-unM,gbM,unM,0,1,159,0.183815028901734,0-1
Fvesca,gbM-unM,gbM,unM,1,1,455,0.526011560693642,1-1
Fvesca,unM-unM,unM,unM,0,0,295,0.0940688775510204,0-0
Fvesca,unM-unM,unM,unM,1,0,0,0,1-0
Fvesca,unM-unM,unM,unM,0,1,1000,0.318877551020408,0-1
Fvesca,unM-unM,unM,unM,1,1,1841,0.587053571428571,1-1
Fvesca,gbM-teM,gbM,teM,0,0,5,0.033112582781457,0-0
Fvesca,gbM-teM,gbM,teM,1,0,2,0.0132450331125828,1-0
Fvesca,gbM-teM,gbM,teM,0,1,37,0.245033112582781,0-1
Fvesca,gbM-teM,gbM,teM,1,1,107,0.708609271523179,1-1
Fvesca,unM-teM,unM,teM,0,0,18,0.0369609856262834,0-0
Fvesca,unM-teM,unM,teM,1,0,34,0.0698151950718686,1-0
Fvesca,unM-teM,unM,teM,0,1,78,0.160164271047228,0-1
Fvesca,unM-teM,unM,teM,1,1,357,0.73305954825462,1-1
Fvesca,gbM-gbM,gbM,gbM,0,0,63,0.0934718100890208,0-0
Fvesca,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Fvesca,gbM-gbM,gbM,gbM,0,1,277,0.410979228486647,0-1
Fvesca,gbM-gbM,gbM,gbM,1,1,334,0.495548961424332,1-1
Fvesca,teM-teM,teM,teM,0,0,15,0.0183823529411765,0-0
Fvesca,teM-teM,teM,teM,1,0,0,0,1-0
Fvesca,teM-teM,teM,teM,0,1,60,0.0735294117647059,0-1
Fvesca,teM-teM,teM,teM,1,1,741,0.908088235294118,1-1
