Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Mguttatus,gbM-unM,gbM,unM,0,0,2,0.00433839479392625,0-0
Mguttatus,gbM-unM,gbM,unM,1,0,12,0.0260303687635575,1-0
Mguttatus,gbM-unM,gbM,unM,0,1,16,0.03470715835141,0-1
Mguttatus,gbM-unM,gbM,unM,1,1,431,0.934924078091106,1-1
Mguttatus,gbM-gbM,gbM,gbM,0,0,22,0.00502742230347349,0-0
Mguttatus,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Mguttatus,gbM-gbM,gbM,gbM,0,1,305,0.0696983546617916,0-1
Mguttatus,gbM-gbM,gbM,gbM,1,1,4049,0.925274223034735,1-1
Mguttatus,unM-teM,unM,teM,0,0,2,0.0166666666666667,0-0
Mguttatus,unM-teM,unM,teM,1,0,1,0.00833333333333333,1-0
Mguttatus,unM-teM,unM,teM,0,1,10,0.0833333333333333,0-1
Mguttatus,unM-teM,unM,teM,1,1,107,0.891666666666667,1-1
Mguttatus,gbM-teM,gbM,teM,0,0,2,0.00203458799593082,0-0
Mguttatus,gbM-teM,gbM,teM,1,0,2,0.00203458799593082,1-0
Mguttatus,gbM-teM,gbM,teM,0,1,11,0.0111902339776195,0-1
Mguttatus,gbM-teM,gbM,teM,1,1,968,0.984740590030519,1-1
Mguttatus,unM-unM,unM,unM,0,0,3,0.005859375,0-0
Mguttatus,unM-unM,unM,unM,1,0,0,0,1-0
Mguttatus,unM-unM,unM,unM,0,1,40,0.078125,0-1
Mguttatus,unM-unM,unM,unM,1,1,469,0.916015625,1-1
Mguttatus,teM-teM,teM,teM,0,0,0,0,0-0
Mguttatus,teM-teM,teM,teM,1,0,0,0,1-0
Mguttatus,teM-teM,teM,teM,0,1,13,0.0167525773195876,0-1
Mguttatus,teM-teM,teM,teM,1,1,763,0.983247422680412,1-1
