Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Migut.N01355,gbM,Migut.B00007,gbM,wgd,Same,gbM-gbM
Migut.N01354,gbM,Migut.B00011,gbM,wgd,Same,gbM-gbM
Migut.N01352,gbM,Migut.B00013,gbM,wgd,Same,gbM-gbM
Migut.N01349,gbM,Migut.B00020,gbM,wgd,Same,gbM-gbM
Migut.N01347,gbM,Migut.B00023,gbM,wgd,Same,gbM-gbM
Migut.N01341,gbM,Migut.B00036,gbM,wgd,Same,gbM-gbM
Migut.N01337,gbM,Migut.B00043,gbM,wgd,Same,gbM-gbM
Migut.N01336,gbM,Migut.B00048,gbM,wgd,Same,gbM-gbM
Migut.N01335,unM,Migut.B00053,unM,wgd,Same,unM-unM
Migut.N01334,unM,Migut.B00055,unM,wgd,Same,unM-unM
Migut.N01333,unM,Migut.B00057,unM,wgd,Same,unM-unM
Migut.N01331,gbM,Migut.B00060,gbM,wgd,Same,gbM-gbM
Migut.N01330,gbM,Migut.B00062,gbM,wgd,Same,gbM-gbM
Migut.N01329,gbM,Migut.B00064,gbM,wgd,Same,gbM-gbM
Migut.N01325,unM,Migut.B00071,unM,wgd,Same,unM-unM
Migut.N01322,gbM,Migut.B00077,gbM,wgd,Same,gbM-gbM
Migut.N01320,unM,Migut.B00078,unM,wgd,Same,unM-unM
Migut.N01319,gbM,Migut.B00079,gbM,wgd,Same,gbM-gbM
Migut.N01318,gbM,Migut.B00084,gbM,wgd,Same,gbM-gbM
Migut.N01317,gbM,Migut.B00086,gbM,wgd,Same,gbM-gbM
Migut.N01313,gbM,Migut.B00090,gbM,wgd,Same,gbM-gbM
Migut.N01306,gbM,Migut.B00096,gbM,wgd,Same,gbM-gbM
Migut.N01303,gbM,Migut.B00100,gbM,wgd,Same,gbM-gbM
Migut.N01302,unM,Migut.B00101,unM,wgd,Same,unM-unM
Migut.N01299,unM,Migut.B00120,unM,wgd,Same,unM-unM
Migut.N01296,gbM,Migut.B00122,gbM,wgd,Same,gbM-gbM
Migut.N01295,gbM,Migut.B00124,gbM,wgd,Same,gbM-gbM
Migut.N01293,unM,Migut.B00128,unM,wgd,Same,unM-unM
Migut.N01285,gbM,Migut.B00163,gbM,wgd,Same,gbM-gbM
Migut.N01281,gbM,Migut.B00168,gbM,wgd,Same,gbM-gbM
Migut.N01276,gbM,Migut.B00175,gbM,wgd,Same,gbM-gbM
Migut.N01274,unM,Migut.B00182,unM,wgd,Same,unM-unM
Migut.N01273,gbM,Migut.B00185,gbM,wgd,Same,gbM-gbM
Migut.N01271,gbM,Migut.B00190,gbM,wgd,Same,gbM-gbM
Migut.N01270,gbM,Migut.B00191,gbM,wgd,Same,gbM-gbM
Migut.N01266,Unclassified,Migut.B00199,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01263,Unclassified,Migut.B00203,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01261,gbM,Migut.B00207,gbM,wgd,Same,gbM-gbM
Migut.N01260,gbM,Migut.B00210,gbM,wgd,Same,gbM-gbM
Migut.N01259,gbM,Migut.B00216,gbM,wgd,Same,gbM-gbM
Migut.N01254,gbM,Migut.B00217,gbM,wgd,Same,gbM-gbM
Migut.N01252,gbM,Migut.B00219,gbM,wgd,Same,gbM-gbM
Migut.N01250,Unclassified,Migut.B00220,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01249,gbM,Migut.B00223,gbM,wgd,Same,gbM-gbM
Migut.N01248,gbM,Migut.B00224,gbM,wgd,Same,gbM-gbM
Migut.N01242,unM,Migut.B00230,unM,wgd,Same,unM-unM
Migut.N01241,gbM,Migut.B00232,gbM,wgd,Same,gbM-gbM
Migut.N01238,gbM,Migut.B00239,gbM,wgd,Same,gbM-gbM
Migut.N01237,gbM,Migut.B00240,gbM,wgd,Same,gbM-gbM
Migut.N01235,gbM,Migut.B00244,gbM,wgd,Same,gbM-gbM
Migut.N01233,gbM,Migut.B00246,gbM,wgd,Same,gbM-gbM
Migut.N01230,gbM,Migut.B00248,gbM,wgd,Same,gbM-gbM
Migut.N01228,gbM,Migut.B00257,gbM,wgd,Same,gbM-gbM
Migut.N01210,gbM,Migut.B00296,gbM,wgd,Same,gbM-gbM
Migut.N01209,gbM,Migut.B00298,gbM,wgd,Same,gbM-gbM
Migut.N01205,Unclassified,Migut.B00308,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N02690,unM,Migut.B00315,unM,wgd,Same,unM-unM
Migut.N01199,gbM,Migut.B00316,gbM,wgd,Same,gbM-gbM
Migut.N01197,gbM,Migut.B00318,gbM,wgd,Same,gbM-gbM
Migut.N01196,unM,Migut.B00320,unM,wgd,Same,unM-unM
Migut.N01195,gbM,Migut.B00328,gbM,wgd,Same,gbM-gbM
Migut.N02704,gbM,Migut.B00328,gbM,wgd,Same,gbM-gbM
Migut.N01191,gbM,Migut.B00331,gbM,wgd,Same,gbM-gbM
Migut.N01190,gbM,Migut.B00340,gbM,wgd,Same,gbM-gbM
Migut.N01187,gbM,Migut.B00348,gbM,wgd,Same,gbM-gbM
Migut.N01186,gbM,Migut.B00353,gbM,wgd,Same,gbM-gbM
Migut.N01185,unM,Migut.B00354,unM,wgd,Same,unM-unM
Migut.N02712,gbM,Migut.B00355,gbM,wgd,Same,gbM-gbM
Migut.N01182,Unclassified,Migut.B00364,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01181,unM,Migut.B00365,unM,wgd,Same,unM-unM
Migut.N01177,gbM,Migut.B00368,gbM,wgd,Same,gbM-gbM
Migut.N01175,gbM,Migut.B00369,gbM,wgd,Same,gbM-gbM
Migut.N01174,unM,Migut.B00370,unM,wgd,Same,unM-unM
Migut.N02731,gbM,Migut.B00374,gbM,wgd,Same,gbM-gbM
Migut.N01171,Unclassified,Migut.B00381,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01159,gbM,Migut.B00394,gbM,wgd,Same,gbM-gbM
Migut.N02756,gbM,Migut.B00403,gbM,wgd,Same,gbM-gbM
Migut.N01154,gbM,Migut.B00412,gbM,wgd,Same,gbM-gbM
Migut.N02774,gbM,Migut.B00443,gbM,wgd,Same,gbM-gbM
Migut.N02790,gbM,Migut.B00453,gbM,wgd,Same,gbM-gbM
Migut.N01127,gbM,Migut.B00462,gbM,wgd,Same,gbM-gbM
Migut.N02817,gbM,Migut.B00476,gbM,wgd,Same,gbM-gbM
Migut.N01119,gbM,Migut.B00492,gbM,wgd,Same,gbM-gbM
Migut.N01118,gbM,Migut.B00494,gbM,wgd,Same,gbM-gbM
Migut.N01117,gbM,Migut.B00495,gbM,wgd,Same,gbM-gbM
Migut.N01116,unM,Migut.B00496,unM,wgd,Same,unM-unM
Migut.N01113,gbM,Migut.B00503,gbM,wgd,Same,gbM-gbM
Migut.N01112,gbM,Migut.B00511,gbM,wgd,Same,gbM-gbM
Migut.N01111,gbM,Migut.B00523,gbM,wgd,Same,gbM-gbM
Migut.N01110,gbM,Migut.B00527,gbM,wgd,Same,gbM-gbM
Migut.N01101,gbM,Migut.B00540,gbM,wgd,Same,gbM-gbM
Migut.N01100,gbM,Migut.B00543,gbM,wgd,Same,gbM-gbM
Migut.N01098,gbM,Migut.B00548,gbM,wgd,Same,gbM-gbM
Migut.N01096,gbM,Migut.B00552,gbM,wgd,Same,gbM-gbM
Migut.N01094,gbM,Migut.B00558,gbM,wgd,Same,gbM-gbM
Migut.N01093,gbM,Migut.B00561,gbM,wgd,Same,gbM-gbM
Migut.N01092,unM,Migut.B00562,unM,wgd,Same,unM-unM
Migut.N01091,Unclassified,Migut.B00563,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01086,gbM,Migut.B00569,gbM,wgd,Same,gbM-gbM
Migut.N01084,gbM,Migut.B00579,gbM,wgd,Same,gbM-gbM
Migut.N01083,gbM,Migut.B00580,gbM,wgd,Same,gbM-gbM
Migut.N01079,unM,Migut.B00588,unM,wgd,Same,unM-unM
Migut.N01073,gbM,Migut.B00600,gbM,wgd,Same,gbM-gbM
Migut.N01072,gbM,Migut.B00605,gbM,wgd,Same,gbM-gbM
Migut.N01071,gbM,Migut.B00606,gbM,wgd,Same,gbM-gbM
Migut.N01068,gbM,Migut.B00608,gbM,wgd,Same,gbM-gbM
Migut.N01066,gbM,Migut.B00614,gbM,wgd,Same,gbM-gbM
Migut.N01064,gbM,Migut.B00615,gbM,wgd,Same,gbM-gbM
Migut.N01062,gbM,Migut.B00620,gbM,wgd,Same,gbM-gbM
Migut.N01061,Unclassified,Migut.B00625,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01056,gbM,Migut.B00628,gbM,wgd,Same,gbM-gbM
Migut.N01004,gbM,Migut.B00631,gbM,wgd,Same,gbM-gbM
Migut.N01008,gbM,Migut.B00632,gbM,wgd,Same,gbM-gbM
Migut.N01009,gbM,Migut.B00633,gbM,wgd,Same,gbM-gbM
Migut.N01010,gbM,Migut.B00635,gbM,wgd,Same,gbM-gbM
Migut.N01013,gbM,Migut.B00644,gbM,wgd,Same,gbM-gbM
Migut.N01022,gbM,Migut.B00652,gbM,wgd,Same,gbM-gbM
Migut.N01029,gbM,Migut.B00661,gbM,wgd,Same,gbM-gbM
Migut.N01033,gbM,Migut.B00663,gbM,wgd,Same,gbM-gbM
Migut.N01034,gbM,Migut.B00664,gbM,wgd,Same,gbM-gbM
Migut.N00876,gbM,Migut.B00694,gbM,wgd,Same,gbM-gbM
Migut.N00871,gbM,Migut.B00705,gbM,wgd,Same,gbM-gbM
Migut.N00867,gbM,Migut.B00709,gbM,wgd,Same,gbM-gbM
Migut.N00858,gbM,Migut.B00730,gbM,wgd,Same,gbM-gbM
Migut.N00856,Unclassified,Migut.B00735,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N00855,gbM,Migut.B00736,gbM,wgd,Same,gbM-gbM
Migut.N00851,gbM,Migut.B00738,gbM,wgd,Same,gbM-gbM
Migut.N00848,gbM,Migut.B00752,gbM,wgd,Same,gbM-gbM
Migut.N00844,gbM,Migut.B00755,gbM,wgd,Same,gbM-gbM
Migut.N00842,gbM,Migut.B00765,gbM,wgd,Same,gbM-gbM
Migut.N00840,gbM,Migut.B00768,gbM,wgd,Same,gbM-gbM
Migut.N00839,gbM,Migut.B00769,gbM,wgd,Same,gbM-gbM
Migut.N00838,gbM,Migut.B00770,gbM,wgd,Same,gbM-gbM
Migut.N00827,gbM,Migut.B00783,gbM,wgd,Same,gbM-gbM
Migut.N00825,gbM,Migut.B00787,gbM,wgd,Same,gbM-gbM
Migut.N01053,gbM,Migut.B00808,gbM,wgd,Same,gbM-gbM
Migut.N01051,unM,Migut.B00811,unM,wgd,Same,unM-unM
Migut.N01050,gbM,Migut.B00812,gbM,wgd,Same,gbM-gbM
Migut.N01048,gbM,Migut.B00818,gbM,wgd,Same,gbM-gbM
Migut.N01045,teM,Migut.B00821,teM,wgd,Same,teM-teM
Migut.N01044,gbM,Migut.B00822,gbM,wgd,Same,gbM-gbM
Migut.N01043,gbM,Migut.B00837,gbM,wgd,Same,gbM-gbM
Migut.N00954,Unclassified,Migut.B00853,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N00957,gbM,Migut.B00855,gbM,wgd,Same,gbM-gbM
Migut.N00966,gbM,Migut.B00872,gbM,wgd,Same,gbM-gbM
Migut.N00967,gbM,Migut.B00874,gbM,wgd,Same,gbM-gbM
Migut.N00968,gbM,Migut.B00876,gbM,wgd,Same,gbM-gbM
Migut.N00969,gbM,Migut.B00877,gbM,wgd,Same,gbM-gbM
Migut.N00971,gbM,Migut.B00879,gbM,wgd,Same,gbM-gbM
Migut.N00975,teM,Migut.B00883,teM,wgd,Same,teM-teM
Migut.N00976,unM,Migut.B00887,unM,wgd,Same,unM-unM
Migut.N00978,gbM,Migut.B00891,gbM,wgd,Same,gbM-gbM
Migut.N00986,gbM,Migut.B00907,gbM,wgd,Same,gbM-gbM
Migut.N01818,gbM,Migut.B01199,gbM,wgd,Same,gbM-gbM
Migut.N01824,gbM,Migut.B01209,gbM,wgd,Same,gbM-gbM
Migut.N01832,gbM,Migut.B01219,gbM,wgd,Same,gbM-gbM
Migut.N01836,gbM,Migut.B01221,gbM,wgd,Same,gbM-gbM
Migut.N01857,gbM,Migut.B01245,gbM,wgd,Same,gbM-gbM
Migut.N01858,gbM,Migut.B01249,gbM,wgd,Same,gbM-gbM
Migut.B01024,unM,Migut.B01304,unM,wgd,Same,unM-unM
Migut.N01475,gbM,Migut.B01323,gbM,wgd,Same,gbM-gbM
Migut.N01477,unM,Migut.B01325,unM,wgd,Same,unM-unM
Migut.N01480,Unclassified,Migut.B01332,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Migut.N01486,gbM,Migut.B01341,gbM,wgd,Same,gbM-gbM
Migut.N01490,gbM,Migut.B01347,gbM,wgd,Same,gbM-gbM
Migut.N01654,gbM,Migut.B01410,gbM,wgd,Same,gbM-gbM
Migut.N01669,gbM,Migut.B01422,gbM,wgd,Same,gbM-gbM
Migut.N01678,gbM,Migut.B01425,gbM,wgd,Same,gbM-gbM
Migut.N01691,gbM,Migut.B01448,gbM,wgd,Same,gbM-gbM
Migut.N01694,gbM,Migut.B01451,gbM,wgd,Same,gbM-gbM
Migut.N01701,gbM,Migut.B01461,gbM,wgd,Same,gbM-gbM
Migut.N01702,gbM,Migut.B01462,gbM,wgd,Same,gbM-gbM
Migut.N01706,gbM,Migut.B01473,gbM,wgd,Same,gbM-gbM
Migut.N01708,gbM,Migut.B01476,gbM,wgd,Same,gbM-gbM
Migut.N01710,gbM,Migut.B01478,gbM,wgd,Same,gbM-gbM
Migut.N01712,unM,Migut.B01481,unM,wgd,Same,unM-unM
Migut.N01713,gbM,Migut.B01484,gbM,wgd,Same,gbM-gbM
Migut.N01714,gbM,Migut.B01486,gbM,wgd,Same,gbM-gbM
Migut.N01716,gbM,Migut.B01488,gbM,wgd,Same,gbM-gbM
Migut.N01717,unM,Migut.B01490,unM,wgd,Same,unM-unM
Migut.N01721,gbM,Migut.B01500,gbM,wgd,Same,gbM-gbM
Migut.N01722,gbM,Migut.B01502,gbM,wgd,Same,gbM-gbM
Migut.N01728,gbM,Migut.B01505,gbM,wgd,Same,gbM-gbM
Migut.N01731,gbM,Migut.B01516,gbM,wgd,Same,gbM-gbM
Migut.N01732,gbM,Migut.B01517,gbM,wgd,Same,gbM-gbM
Migut.N01737,gbM,Migut.B01537,gbM,wgd,Same,gbM-gbM
Migut.N01739,gbM,Migut.B01538,gbM,wgd,Same,gbM-gbM
Migut.N01740,gbM,Migut.B01539,gbM,wgd,Same,gbM-gbM
Migut.N01750,gbM,Migut.B01544,gbM,wgd,Same,gbM-gbM
