Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Gmax,gbM-gbM,gbM,gbM,0,0,6,0.00332225913621262,0-0
Gmax,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Gmax,gbM-gbM,gbM,gbM,0,1,125,0.0692137320044297,0-1
Gmax,gbM-gbM,gbM,gbM,1,1,1675,0.927464008859358,1-1
Gmax,unM-unM,unM,unM,0,0,161,0.0101885837235793,0-0
Gmax,unM-unM,unM,unM,1,0,0,0,1-0
Gmax,unM-unM,unM,unM,0,1,1769,0.111947854701936,0-1
Gmax,unM-unM,unM,unM,1,1,13872,0.877863561574484,1-1
Gmax,gbM-unM,gbM,unM,0,0,9,0.00656934306569343,0-0
Gmax,gbM-unM,gbM,unM,1,0,60,0.0437956204379562,1-0
Gmax,gbM-unM,gbM,unM,0,1,39,0.0284671532846715,0-1
Gmax,gbM-unM,gbM,unM,1,1,1262,0.921167883211679,1-1
Gmax,unM-teM,unM,teM,0,0,4,0.00550964187327824,0-0
Gmax,unM-teM,unM,teM,1,0,8,0.0110192837465565,1-0
Gmax,unM-teM,unM,teM,0,1,27,0.0371900826446281,0-1
Gmax,unM-teM,unM,teM,1,1,687,0.946280991735537,1-1
Gmax,gbM-teM,gbM,teM,0,0,0,0,0-0
Gmax,gbM-teM,gbM,teM,1,0,6,0.0372670807453416,1-0
Gmax,gbM-teM,gbM,teM,0,1,9,0.0559006211180124,0-1
Gmax,gbM-teM,gbM,teM,1,1,146,0.906832298136646,1-1
Gmax,teM-teM,teM,teM,0,0,0,0,0-0
Gmax,teM-teM,teM,teM,1,0,0,0,1-0
Gmax,teM-teM,teM,teM,0,1,16,0.0449438202247191,0-1
Gmax,teM-teM,teM,teM,1,1,340,0.955056179775281,1-1
