Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Glyma.01G001800,Glyma.07G130700,unM,unM,wgd,Same,unM-unM,0.123879,0.221892,0.558288,0.00013734
Glyma.01G001900,Glyma.07G130500,unM,unM,wgd,Same,unM-unM,0.0384298,0.19428,0.197806,1.07002e-23
Glyma.01G002100,Glyma.07G130400,gbM,gbM,wgd,Same,gbM-gbM,0.0358346,0.119987,0.298653,2.52569e-14
Glyma.01G002100,Glyma.08G027800,gbM,gbM,wgd,Same,gbM-gbM,0.139129,0.508605,0.27355,6.9913e-43
Glyma.01G002200,Glyma.07G130300,gbM,gbM,wgd,Same,gbM-gbM,0.0360607,0.0622109,0.579653,0.122465
Glyma.01G002300,Glyma.07G130100,unM,unM,wgd,Same,unM-unM,0.126546,0.35415,0.357324,1.49793e-09
Glyma.01G002400,Glyma.07G129900,unM,unM,wgd,Same,unM-unM,0.0387833,0.0362765,1.0691,0.999693
Glyma.01G002600,Glyma.07G129700,unM,unM,wgd,Same,unM-unM,0.0559357,0.333881,0.167532,7.12064e-19
Glyma.01G002700,Glyma.07G129600,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0310075,0.117425,0.264062,0.000566677
Glyma.01G002800,Glyma.07G129500,unM,unM,wgd,Same,unM-unM,0.046409,0.0610655,0.759986,0.40825
Glyma.01G002902,Glyma.07G129200,unM,unM,wgd,Same,unM-unM,0.0147444,0.0878739,0.167791,0.000983214
Glyma.01G003000,Glyma.05G222600,unM,unM,wgd,Same,unM-unM,0.252263,0.945078,0.266923,7.11056e-13
Glyma.01G003200,Glyma.07G128800,unM,unM,wgd,Same,unM-unM,0.0330289,0.0712887,0.463312,0.0906715
Glyma.01G003400,Glyma.07G128600,unM,unM,wgd,Same,unM-unM,0.058306,0.107229,0.543753,0.00564715
Glyma.01G003500,Glyma.07G128400,unM,unM,wgd,Same,unM-unM,0.0242349,0.0793751,0.305322,0.00243086
Glyma.01G003800,Glyma.07G128100,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.011881,0.0733185,0.162046,2.68381e-06
Glyma.01G003900,Glyma.07G128000,unM,unM,wgd,Same,unM-unM,0.0237537,0.121915,0.194838,6.99031e-10
Glyma.01G004000,Glyma.07G127900,unM,unM,wgd,Same,unM-unM,0.0334355,0.143857,0.232421,0.000738597
Glyma.01G004100,Glyma.07G127800,gbM,gbM,wgd,Same,gbM-gbM,0.0393548,0.0567627,0.693321,0.0633231
Glyma.01G004200,Glyma.05G223400,unM,unM,wgd,Same,unM-unM,0.197415,1.08775,0.181489,2.42966e-18
Glyma.01G004300,Glyma.05G223800,unM,unM,wgd,Same,unM-unM,0.017209,0.679081,0.0253417,3.62125e-23
Glyma.01G004300,Glyma.07G127500,unM,unM,wgd,Same,unM-unM,NA,0.201234,2.69729e-11,NA
Glyma.01G004800,Glyma.07G127100,unM,unM,wgd,Same,unM-unM,0.034763,0.10239,0.339516,2.3457e-08
Glyma.01G004900,Glyma.07G126900,unM,unM,wgd,Same,unM-unM,0.0443943,0.0549511,0.807888,0.578613
Glyma.01G005000,Glyma.07G126800,unM,unM,wgd,Same,unM-unM,0.0433791,0.345521,0.125547,1.32036e-20
Glyma.01G005100,Glyma.05G224500,unM,unM,wgd,Same,unM-unM,0.182243,1.23246,0.14787,6.32747e-20
Glyma.01G005300,Glyma.05G224800,unM,unM,wgd,Same,unM-unM,0.125705,2.81392,0.0446727,2.95425e-19
Glyma.01G005400,Glyma.07G126400,unM,unM,wgd,Same,unM-unM,0.0185849,0.0966224,0.192345,1.34975e-09
Glyma.01G005500,Glyma.08G031900,unM,unM,wgd,Same,unM-unM,0.0492591,0.620629,0.0793696,1.18731e-44
Glyma.01G005600,Glyma.07G126000,unM,unM,wgd,Same,unM-unM,0.0231676,0.118241,0.195935,4.2053e-09
Glyma.01G005800,Glyma.07G125800,unM,unM,wgd,Same,unM-unM,0.0402961,0.172776,0.233227,5.21012e-10
Glyma.01G005900,Glyma.07G125700,unM,unM,wgd,Same,unM-unM,0.00922627,0.37169,0.0248225,8.70598e-08
Glyma.01G006000,Glyma.07G125600,unM,unM,wgd,Same,unM-unM,0.0606612,0.0971442,0.624445,0.14685
Glyma.01G006200,Glyma.07G125500,unM,unM,wgd,Same,unM-unM,0.044548,0.191224,0.232963,0.0149942
Glyma.01G006500,Glyma.07G125300,gbM,gbM,wgd,Same,gbM-gbM,0.0198898,0.0841821,0.236271,7.36583e-14
Glyma.01G006600,Glyma.07G125200,gbM,gbM,wgd,Same,gbM-gbM,0.0118183,0.0915733,0.129058,1.62418e-28
Glyma.01G006800,Glyma.07G125100,unM,unM,wgd,Same,unM-unM,0.0227653,0.071802,0.317056,0.000386338
Glyma.01G007000,Glyma.07G124900,unM,unM,wgd,Same,unM-unM,0.0469618,0.0762006,0.616291,0.0931796
Glyma.01G007100,Glyma.07G124600,unM,unM,wgd,Same,unM-unM,0.0350576,0.344007,0.10191,2.06785e-22
Glyma.01G007200,Glyma.07G124500,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0364042,0.0773528,0.470626,0.0025149
Glyma.01G007400,Glyma.16G078800,gbM,unM,wgd,Different,gbM-unM,0.219563,0.79372,0.276625,2.37789e-38
Glyma.01G007700,Glyma.16G078500,unM,unM,wgd,Same,unM-unM,0.0226601,0.146031,0.155174,2.23975e-05
Glyma.01G007900,Glyma.16G078400,unM,unM,wgd,Same,unM-unM,0.0327182,0.0919077,0.35599,0.000199458
Glyma.01G008000,Glyma.16G078300,unM,unM,wgd,Same,unM-unM,0.0340001,0.135782,0.250403,0.00494947
Glyma.01G008100,Glyma.16G078200,unM,unM,wgd,Same,unM-unM,0.0324636,0.117182,0.277036,5.74749e-06
Glyma.01G008200,Glyma.16G078100,unM,unM,wgd,Same,unM-unM,0.0183678,0.118415,0.155114,2.92456e-29
Glyma.01G008300,Glyma.16G078000,unM,unM,wgd,Same,unM-unM,0.136455,0.263399,0.518055,0.206321
Glyma.01G008400,Glyma.16G077900,unM,unM,wgd,Same,unM-unM,0.0334634,0.0960461,0.34841,0.000577394
Glyma.01G008500,Glyma.16G077800,unM,unM,wgd,Same,unM-unM,0.0118523,0.123624,0.0958735,3.48848e-19
