"","row","column","cor","p","sps"
"1","Genes","Genes",1,NA,"Gmax"
"2","TEs","Genes",-0.694087180791551,0,"Gmax"
"3","TE.nucleotidess","Genes",-0.771285256564165,0,"Gmax"
"4","gbM","Genes",0.529668027373936,0,"Gmax"
"5","TE.like","Genes",NA,NA,"Gmax"
"6","Unmethylated","Genes",0.945023447594603,0,"Gmax"
"7","Unclassified","Genes",0.609625132769236,0,"Gmax"
"8","Genes","TEs",-0.694087180791551,0,"Gmax"
"9","TEs","TEs",1,NA,"Gmax"
"10","TE.nucleotidess","TEs",0.888580337282891,0,"Gmax"
"11","gbM","TEs",-0.416332933596522,0,"Gmax"
"12","TE.like","TEs",NA,NA,"Gmax"
"13","Unmethylated","TEs",-0.655465047836602,0,"Gmax"
"14","Unclassified","TEs",-0.429802641881761,0,"Gmax"
"15","Genes","TE.nucleotidess",-0.771285256564165,0,"Gmax"
"16","TEs","TE.nucleotidess",0.888580337282891,0,"Gmax"
"17","TE.nucleotidess","TE.nucleotidess",1,NA,"Gmax"
"18","gbM","TE.nucleotidess",-0.471481495441001,0,"Gmax"
"19","TE.like","TE.nucleotidess",NA,NA,"Gmax"
"20","Unmethylated","TE.nucleotidess",-0.729326993427822,0,"Gmax"
"21","Unclassified","TE.nucleotidess",-0.482881900329617,0,"Gmax"
"22","Genes","gbM",0.529668027373936,0,"Gmax"
"23","TEs","gbM",-0.416332933596522,0,"Gmax"
"24","TE.nucleotidess","gbM",-0.471481495441001,0,"Gmax"
"25","gbM","gbM",1,NA,"Gmax"
"26","TE.like","gbM",NA,NA,"Gmax"
"27","Unmethylated","gbM",0.353786370834182,0,"Gmax"
"28","Unclassified","gbM",0.285175356662034,0,"Gmax"
"29","Genes","TE.like",NA,NA,"Gmax"
"30","TEs","TE.like",NA,NA,"Gmax"
"31","TE.nucleotidess","TE.like",NA,NA,"Gmax"
"32","gbM","TE.like",NA,NA,"Gmax"
"33","TE.like","TE.like",1,NA,"Gmax"
"34","Unmethylated","TE.like",NA,NA,"Gmax"
"35","Unclassified","TE.like",NA,NA,"Gmax"
"36","Genes","Unmethylated",0.945023447594603,0,"Gmax"
"37","TEs","Unmethylated",-0.655465047836602,0,"Gmax"
"38","TE.nucleotidess","Unmethylated",-0.729326993427822,0,"Gmax"
"39","gbM","Unmethylated",0.353786370834182,0,"Gmax"
"40","TE.like","Unmethylated",NA,NA,"Gmax"
"41","Unmethylated","Unmethylated",1,NA,"Gmax"
"42","Unclassified","Unmethylated",0.432329165456143,0,"Gmax"
"43","Genes","Unclassified",0.609625132769236,0,"Gmax"
"44","TEs","Unclassified",-0.429802641881761,0,"Gmax"
"45","TE.nucleotidess","Unclassified",-0.482881900329617,0,"Gmax"
"46","gbM","Unclassified",0.285175356662034,0,"Gmax"
"47","TE.like","Unclassified",NA,NA,"Gmax"
"48","Unmethylated","Unclassified",0.432329165456143,0,"Gmax"
"49","Unclassified","Unclassified",1,NA,"Gmax"
