Species,Methylation,TE_Presence,Duplicate_Methylation,Gene_Count,Gene_Percent
Gmax,gbM,0,gbM-gbM,120,0.0370027752081406
Gmax,gbM,1,gbM-gbM,3123,0.962997224791859
Gmax,gbM,0,gbM-teM,9,0.0588235294117647
Gmax,teM,0,gbM-teM,6,0.0384615384615385
Gmax,gbM,1,gbM-teM,144,0.941176470588235
Gmax,teM,1,gbM-teM,150,0.961538461538462
Gmax,gbM,0,gbM-unM,38,0.0297107114933542
Gmax,unM,0,gbM-unM,65,0.0495426829268293
Gmax,gbM,1,gbM-unM,1241,0.970289288506646
Gmax,unM,1,gbM-unM,1247,0.950457317073171
Gmax,teM,0,teM-teM,16,0.0271186440677966
Gmax,teM,1,teM-teM,574,0.972881355932203
Gmax,unM,0,unM-teM,31,0.0440340909090909
Gmax,teM,0,unM-teM,12,0.0172166427546628
Gmax,unM,1,unM-teM,673,0.955965909090909
Gmax,teM,1,unM-teM,685,0.982783357245337
Gmax,unM,0,unM-unM,1934,0.0662646474337011
Gmax,unM,1,unM-unM,27252,0.933735352566299
