Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Manes.01G005100,Manes.05G205800,unM,unM,wgd,Same,unM-unM,0.155329,1.30558,0.118973,6.32189e-39
Manes.01G006000,Manes.05G205400,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0286292,0.345705,0.0828139,1.64333e-18
Manes.01G006100,Manes.05G205200,unM,unM,wgd,Same,unM-unM,0.0120979,0.328252,0.0368555,1.03004e-14
Manes.01G006200,Manes.05G205100,gbM,unM,wgd,Different,gbM-unM,0.113637,0.365243,0.311127,3.63573e-16
Manes.01G006300,Manes.05G205000,gbM,unM,wgd,Different,gbM-unM,0.141904,1.00766,0.140825,1.02693e-14
Manes.01G007100,Manes.05G204500,gbM,gbM,wgd,Same,gbM-gbM,0.142351,0.318796,0.446525,1.60511e-16
Manes.01G007500,Manes.05G204400,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.111198,0.435508,0.255329,5.44567e-25
Manes.01G007600,Manes.05G203900,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0610506,0.370597,0.164736,2.42881e-38
Manes.01G007700,Manes.05G203800,unM,unM,wgd,Same,unM-unM,0.0701862,0.356727,0.19675,9.91472e-55
Manes.01G008000,Manes.05G203450,gbM,gbM,wgd,Same,gbM-gbM,0.0473211,0.307497,0.153891,2.86707e-35
Manes.01G011042,Manes.05G113988,unM,unM,wgd,Same,unM-unM,0.165894,0.222598,0.745265,0.199271
Manes.01G011113,Manes.05G114400,unM,unM,wgd,Same,unM-unM,0.153512,0.379061,0.40498,6.6612e-06
Manes.01G011184,Manes.05G114600,unM,unM,wgd,Same,unM-unM,0.0664677,0.416557,0.159565,2.01666e-21
Manes.01G011200,Manes.05G112755,unM,unM,wgd,Same,unM-unM,0.0761068,0.551526,0.137993,6.70398e-23
Manes.01G011400,Manes.05G137300,unM,unM,wgd,Same,unM-unM,0.074903,0.644636,0.116194,2.37158e-16
Manes.01G011500,Manes.05G137400,unM,unM,wgd,Same,unM-unM,0.079001,0.371822,0.21247,2.28495e-08
Manes.01G011800,Manes.05G137500,unM,unM,wgd,Same,unM-unM,0.0380188,0.338758,0.11223,1.47938e-07
Manes.01G012000,Manes.05G137600,unM,unM,wgd,Same,unM-unM,0.146465,0.416501,0.351656,1.66366e-10
Manes.01G012200,Manes.14G101900,unM,unM,wgd,Same,unM-unM,0.684053,2.97062,0.230273,1.31185e-12
Manes.01G012300,Manes.05G137750,unM,unM,wgd,Same,unM-unM,0.143454,0.365237,0.392771,0.00571968
Manes.01G012300,Manes.14G101600,unM,unM,wgd,Same,unM-unM,0.597245,1.59663,0.374067,4.67911e-05
Manes.01G012400,Manes.05G137800,unM,unM,wgd,Same,unM-unM,0.198035,1.04469,0.189564,9.98748e-12
Manes.01G012600,Manes.05G138101,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0861117,0.368686,0.233564,2.19371e-23
Manes.01G012700,Manes.05G138400,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0264002,0.373888,0.0706099,1.25244e-44
Manes.01G012900,Manes.05G138800,gbM,gbM,wgd,Same,gbM-gbM,0.031386,0.271463,0.115618,1.61603e-38
Manes.01G013100,Manes.14G099400,unM,unM,wgd,Same,unM-unM,0.432681,3.45883,0.125095,6.25391e-25
Manes.01G013800,Manes.05G114800,unM,unM,wgd,Same,unM-unM,0.124544,0.715731,0.17401,5.44116e-14
Manes.01G014000,Manes.05G114900,unM,unM,wgd,Same,unM-unM,0.0715275,0.227,0.315099,2.07617e-05
Manes.01G014400,Manes.14G105400,unM,unM,wgd,Same,unM-unM,0.254467,4.19987,0.0605893,4.14218e-61
Manes.01G014600,Manes.02G070200,unM,unM,wgd,Same,unM-unM,0.466895,4.4438,0.105067,4.84806e-60
Manes.01G014600,Manes.14G106000,unM,unM,wgd,Same,unM-unM,0.506368,4.42454,0.114445,1.69574e-58
Manes.01G014700,Manes.05G132500,unM,unM,wgd,Same,unM-unM,0.0425294,0.350045,0.121497,3.11218e-58
Manes.01G014900,Manes.02G071200,unM,unM,wgd,Same,unM-unM,0.256545,1.53103,0.167563,9.30003e-45
Manes.01G015200,Manes.05G133000,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.431171,3.31841,0.129933,2.66813e-20
Manes.01G015300,Manes.05G133100,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0939938,0.320346,0.293414,8.77276e-12
Manes.01G015500,Manes.06G064400,gbM,unM,wgd,Different,gbM-unM,0.219303,2.55009,0.0859982,1.15883e-45
Manes.01G015800,Manes.05G137200,gbM,gbM,wgd,Same,gbM-gbM,0.0545859,0.36937,0.147781,1.28313e-40
Manes.01G016000,Manes.14G108800,gbM,gbM,wgd,Same,gbM-gbM,0.15657,2.9115,0.0537765,2.2677e-50
Manes.01G017580,Manes.05G136947,teM,teM,wgd,Same,teM-teM,0.191998,1.83727,0.104501,5.1578e-37
Manes.01G017800,Manes.05G120300,unM,unM,wgd,Same,unM-unM,0.166376,1.28336,0.129641,1.15559e-56
Manes.01G017900,Manes.05G120600,unM,unM,wgd,Same,unM-unM,0.316393,1.8812,0.168187,4.51932e-46
Manes.01G018400,Manes.05G121300,unM,unM,wgd,Same,unM-unM,0.0707043,0.341096,0.207286,6.13063e-18
Manes.01G018600,Manes.05G121500,unM,unM,wgd,Same,unM-unM,0.189453,1.14379,0.165636,5.3378e-30
Manes.01G018900,Manes.05G121800,unM,unM,wgd,Same,unM-unM,0.422299,1.8338,0.230287,1.58516e-16
Manes.01G019100,Manes.05G122300,unM,unM,wgd,Same,unM-unM,0.143332,0.466006,0.307576,3.21403e-14
Manes.01G020500,Manes.05G119500,gbM,gbM,wgd,Same,gbM-gbM,0.0385145,0.412196,0.0934375,8.96048e-35
Manes.01G020700,Manes.05G119300,unM,unM,wgd,Same,unM-unM,0.148618,0.404185,0.367698,1.06433e-08
Manes.01G021100,Manes.05G118800,unM,unM,wgd,Same,unM-unM,0.296824,0.76638,0.387307,0.00315611
Manes.01G021300,Manes.05G118500,unM,unM,wgd,Same,unM-unM,0.157086,0.588639,0.266863,2.44222e-08
Manes.01G021400,Manes.05G118400,unM,unM,wgd,Same,unM-unM,0.0907021,0.756695,0.119866,4.4261e-18
Manes.01G021500,Manes.05G118000,gbM,gbM,wgd,Same,gbM-gbM,0.0912411,0.378646,0.240967,7.73743e-07
Manes.01G021600,Manes.05G117900,unM,unM,wgd,Same,unM-unM,0.127872,0.402429,0.31775,2.97606e-07
Manes.01G021900,Manes.05G117700,unM,unM,wgd,Same,unM-unM,0.0925642,0.409132,0.226245,3.38942e-33
Manes.01G022000,Manes.05G117600,unM,unM,wgd,Same,unM-unM,0.0563985,0.538067,0.104817,6.56673e-20
Manes.01G022100,Manes.05G117400,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0173082,0.269976,0.0641103,1.97905e-11
Manes.01G022300,Manes.05G117200,gbM,gbM,wgd,Same,gbM-gbM,0.0433527,0.304345,0.142446,3.74093e-57
Manes.01G022400,Manes.05G117000,unM,unM,wgd,Same,unM-unM,0.19583,0.424614,0.461196,0.00443522
Manes.01G022500,Manes.05G116800,unM,unM,wgd,Same,unM-unM,0.163608,0.386242,0.42359,0.00126856
Manes.01G022600,Manes.05G116700,gbM,unM,wgd,Different,gbM-unM,0.114578,0.343865,0.333208,9.73083e-12
Manes.01G022900,Manes.05G116600,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.051359,0.311536,0.164857,7.80486e-13
Manes.01G023000,Manes.05G116400,unM,unM,wgd,Same,unM-unM,0.430414,1.45132,0.296566,2.90758e-14
Manes.01G023300,Manes.05G116200,unM,unM,wgd,Same,unM-unM,0.0803615,0.353512,0.227323,5.39592e-10
Manes.01G023500,Manes.06G076800,unM,unM,wgd,Same,unM-unM,0.536229,1.72329,0.311166,3.93444e-15
Manes.01G023700,Manes.05G116100,unM,unM,wgd,Same,unM-unM,0.0333475,0.345999,0.0963803,7.50496e-12
Manes.01G024000,Manes.05G115900,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.041681,0.357798,0.116493,1.06863e-23
Manes.01G024100,Manes.02G062700,unM,unM,wgd,Same,unM-unM,0.4347,1.89951,0.228848,4.53787e-17
Manes.01G024200,Manes.05G115400,unM,unM,wgd,Same,unM-unM,0.258441,1.08656,0.237853,0.00100695
Manes.01G024700,Manes.05G113000,unM,unM,wgd,Same,unM-unM,0.0429868,0.387867,0.110829,2.26555e-31
Manes.01G024800,Manes.05G112900,unM,unM,wgd,Same,unM-unM,0.189635,0.526158,0.360414,0.00488721
Manes.01G025000,Manes.14G088800,gbM,gbM,wgd,Same,gbM-gbM,0.467254,4.18255,0.111715,1.02765e-51
Manes.01G025500,Manes.05G111800,unM,unM,wgd,Same,unM-unM,0.0616174,0.307221,0.200564,4.09202e-10
Manes.01G025600,Manes.05G111900,unM,unM,wgd,Same,unM-unM,0.0321156,0.267698,0.11997,2.6525e-13
Manes.01G025700,Manes.05G111950,unM,unM,wgd,Same,unM-unM,0.103102,0.321371,0.320818,7.1715e-06
Manes.01G025900,Manes.05G112100,unM,unM,wgd,Same,unM-unM,0.0801994,0.246099,0.325883,3.23543e-07
Manes.01G026000,Manes.05G112200,gbM,gbM,wgd,Same,gbM-gbM,0.136149,0.3046,0.446976,1.45653e-06
Manes.01G026000,Manes.14G088200,gbM,unM,wgd,Different,gbM-unM,0.446168,1.87105,0.238459,2.49861e-30
Manes.01G026100,Manes.05G111000,unM,unM,wgd,Same,unM-unM,0.0254561,0.252496,0.100818,5.62651e-11
Manes.01G026300,Manes.05G110800,unM,unM,wgd,Same,unM-unM,0.0257275,0.434691,0.0591856,1.31148e-35
Manes.01G026400,Manes.02G058400,unM,unM,wgd,Same,unM-unM,0.206643,1.90471,0.108491,7.3153e-50
Manes.01G027200,Manes.05G110000,unM,unM,wgd,Same,unM-unM,0.0956791,0.512785,0.186587,1.91575e-22
Manes.01G027300,Manes.05G110301,unM,unM,wgd,Same,unM-unM,0.374278,0.762611,0.490785,2.34037e-06
Manes.01G027400,Manes.05G110400,gbM,unM,wgd,Different,gbM-unM,0.0556606,0.308483,0.180433,4.45293e-20
Manes.01G028000,Manes.14G085800,unM,unM,wgd,Same,unM-unM,0.626537,2.41739,0.259179,2.61787e-19
Manes.01G028300,Manes.05G110700,unM,unM,wgd,Same,unM-unM,0.105274,0.519346,0.202705,3.54454e-12
