Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Solyc00g007910.1,teM,Solyc00g009143.1,teM,wgd,Same,teM-teM
Solyc00g007920.1,teM,Solyc00g009145.1,teM,wgd,Same,teM-teM
Solyc00g007960.1,teM,Solyc00g009146.1,teM,wgd,Same,teM-teM
Solyc00g005903.1,teM,Solyc00g011175.1,teM,wgd,Same,teM-teM
Solyc00g006650.1,teM,Solyc00g012702.1,teM,wgd,Same,teM-teM
Solyc00g007910.1,teM,Solyc00g012702.1,teM,wgd,Same,teM-teM
Solyc00g007920.1,teM,Solyc00g012704.1,teM,wgd,Same,teM-teM
Solyc00g008040.1,teM,Solyc00g013186.1,teM,wgd,Same,teM-teM
Solyc00g011175.1,teM,Solyc00g021655.1,teM,wgd,Same,teM-teM
Solyc01g014562.1,teM,Solyc01g014566.1,teM,wgd,Same,teM-teM
Solyc01g014560.3,teM,Solyc01g014660.1,teM,wgd,Same,teM-teM
Solyc01g150003.1,teM,Solyc01g014705.1,teM,wgd,Same,teM-teM
Solyc01g014537.1,teM,Solyc01g014720.2,teM,wgd,Same,teM-teM
Solyc01g013995.1,teM,Solyc01g015210.1,teM,wgd,Same,teM-teM
Solyc01g017235.1,teM,Solyc02g011860.1,teM,wgd,Same,teM-teM
Solyc01g017160.1,teM,Solyc02g011910.1,teM,wgd,Same,teM-teM
Solyc01g017130.1,teM,Solyc02g011930.1,teM,wgd,Same,teM-teM
Solyc01g017110.1,teM,Solyc02g011940.2,teM,wgd,Same,teM-teM
Solyc01g017060.2,teM,Solyc02g011970.1,teM,wgd,Same,teM-teM
Solyc01g110360.3,gbM,Solyc02g062340.3,gbM,wgd,Same,gbM-gbM
Solyc02g031710.3,unM,Solyc02g069180.3,unM,wgd,Same,unM-unM
Solyc02g030480.3,unM,Solyc02g069250.3,unM,wgd,Same,unM-unM
Solyc02g030230.3,gbM,Solyc02g069580.3,gbM,wgd,Same,gbM-gbM
Solyc02g030120.2,gbM,Solyc02g069630.3,gbM,wgd,Same,gbM-gbM
Solyc02g030105.1,gbM,Solyc02g069650.2,gbM,wgd,Same,gbM-gbM
Solyc02g024070.3,gbM,Solyc02g069830.3,gbM,wgd,Same,gbM-gbM
Solyc02g024010.1,unM,Solyc02g069910.2,unM,wgd,Same,unM-unM
Solyc02g023950.3,gbM,Solyc02g070000.3,gbM,wgd,Same,gbM-gbM
Solyc02g022860.1,Unclassified,Solyc02g070060.1,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Solyc02g021620.3,gbM,Solyc02g070290.3,gbM,wgd,Same,gbM-gbM
Solyc02g021470.3,gbM,Solyc02g070460.3,gbM,wgd,Same,gbM-gbM
Solyc02g032860.3,gbM,Solyc02g080640.3,gbM,wgd,Same,gbM-gbM
Solyc02g032940.3,gbM,Solyc02g080880.3,gbM,wgd,Same,gbM-gbM
Solyc02g036260.3,gbM,Solyc02g081030.3,gbM,wgd,Same,gbM-gbM
Solyc02g036360.1,gbM,Solyc02g081200.1,gbM,wgd,Same,gbM-gbM
Solyc02g036430.2,unM,Solyc02g081270.3,unM,wgd,Same,unM-unM
Solyc02g036450.3,Unclassified,Solyc02g081380.3,Unclassified,wgd,Undetermined,Unclassified-Unclassified
