Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Solyc00g005903.1,Solyc00g011175.1,teM,teM,wgd,Same,teM-teM,0.1984,0.360411,0.550483,0.0264186
Solyc00g006650.1,Solyc00g012702.1,teM,teM,wgd,Same,teM-teM,0.196979,0.27183,0.724641,0.498246
Solyc00g006907.1,Solyc00g015737.1,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.257524,0.438632,0.587107,0.146413
Solyc00g007010.3,Solyc02g082750.3,gbM,gbM,wgd,Same,gbM-gbM,0.0791475,0.676945,0.116919,2.10941e-47
Solyc00g007060.3,Solyc03g032150.3,gbM,gbM,wgd,Same,gbM-gbM,0.128709,0.658828,0.195361,3.59515e-27
Solyc00g007070.3,Solyc03g032140.3,gbM,gbM,wgd,Same,gbM-gbM,0.125119,0.570228,0.219419,8.47411e-13
Solyc00g007080.3,Solyc02g082710.3,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.221277,0.583254,0.379384,1.71046e-05
Solyc00g007100.3,Solyc02g082550.3,gbM,unM,wgd,Different,gbM-unM,0.0778558,0.65968,0.11802,2.96264e-41
Solyc00g007120.3,Solyc02g082540.3,gbM,gbM,wgd,Same,gbM-gbM,0.120397,0.702485,0.171388,5.16055e-39
Solyc00g007130.3,Solyc02g082510.1,unM,unM,wgd,Same,unM-unM,0.128083,0.805242,0.159061,4.20979e-33
Solyc00g007195.1,Solyc02g082490.3,gbM,gbM,wgd,Same,gbM-gbM,0.0745426,1.02131,0.0729875,2.89676e-35
Solyc00g007200.3,Solyc02g082430.3,gbM,gbM,wgd,Same,gbM-gbM,0.0835093,0.786747,0.106145,7.92746e-49
Solyc00g007220.3,Solyc02g082420.3,unM,unM,wgd,Same,unM-unM,0.280103,1.17683,0.238014,8.54513e-14
Solyc00g007300.3,Solyc02g082350.3,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.14101,1.04663,0.134727,7.23997e-55
