,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Solyc00g005280.1,wgd,NA,Solyc00g010520.1,0.407086,2.12521,0.191551,0.00185278
2,Solyc00g005903.1,wgd,teM,Solyc00g011175.1,0.1984,0.360411,0.550483,0.0264186
3,Solyc00g006650.1,wgd,teM,Solyc00g011895.1,0.299694,0.284972,1.05166,0.833736
4,Solyc00g006680.2,wgd,NA,Solyc00g012440.1,0.22983,0.24537,0.936665,0.843052
5,Solyc00g006683.1,wgd,NA,Solyc00g008915.1,0.267144,0.340188,0.785282,0.520796
6,Solyc00g006903.1,wgd,NA,Solyc00g009142.1,0.44083,0.549663,0.802001,0.339433
7,Solyc00g006907.1,wgd,teM,Solyc00g015737.1,0.257524,0.438632,0.587107,0.146413
8,Solyc00g007010.3,wgd,gbM,Solyc02g082750.3,0.0791475,0.676945,0.116919,2.10941e-47
9,Solyc00g007060.3,wgd,gbM,Solyc03g032150.3,0.128709,0.658828,0.195361,3.59515e-27
10,Solyc00g007070.3,wgd,gbM,Solyc03g032140.3,0.125119,0.570228,0.219419,8.47411e-13
11,Solyc00g007080.3,wgd,gbM,Solyc02g082710.3,0.221277,0.583254,0.379384,1.71046e-05
12,Solyc00g007100.3,wgd,gbM,Solyc02g082550.3,0.0778558,0.65968,0.11802,2.96264e-41
13,Solyc00g007120.3,wgd,gbM,Solyc02g082540.3,0.120397,0.702485,0.171388,5.16055e-39
14,Solyc00g007130.3,wgd,Unmethylated,Solyc03g032090.1,0.116073,1.12659,0.10303,2.66956e-44
15,Solyc00g007195.1,wgd,gbM,Solyc02g082490.3,0.0745426,1.02131,0.0729875,2.89676e-35
16,Solyc00g007200.3,wgd,gbM,Solyc02g082430.3,0.0835093,0.786747,0.106145,7.92746e-49
17,Solyc00g007220.3,wgd,Unmethylated,Solyc03g032060.1,0.36362,1.35582,0.268192,1.61943e-09
18,Solyc00g007300.3,wgd,Unclassified,Solyc02g082350.3,0.14101,1.04663,0.134727,7.23997e-55
19,Solyc00g007910.1,wgd,teM,Solyc00g011175.1,0.43151,0.659637,0.654163,0.112246
20,Solyc00g007920.1,wgd,teM,Solyc00g015737.1,0.434396,0.684985,0.634168,0.406637
21,Solyc00g007925.1,wgd,NA,Solyc00g009148.1,0.351857,1.14144,0.308257,0.000287834
22,Solyc00g007930.1,wgd,NA,Solyc00g016790.1,0.333458,0.55467,0.601183,0.173011
23,Solyc00g007960.1,wgd,teM,Solyc00g009146.1,0.60457,2.36795,0.255314,0.142969
24,Solyc00g008010.1,wgd,NA,Solyc00g016915.1,0.309082,0.654736,0.47207,0.0482238
25,Solyc00g008040.1,wgd,teM,Solyc00g013186.1,0.375141,0.715056,0.524632,0.0216297
26,Solyc00g008060.1,wgd,NA,Solyc00g009142.1,0.441974,0.851093,0.519302,0.0208836
27,Solyc00g008070.2,wgd,NA,Solyc00g016590.2,0.107398,0.127113,0.844901,0.669242
28,Solyc00g008100.1,wgd,NA,Solyc00g016790.1,0.325462,0.660465,0.492778,0.0847449
29,Solyc00g008120.1,wgd,NA,Solyc00g008160.1,0.593791,0.929634,0.638736,0.686404
30,Solyc00g008150.1,wgd,NA,Solyc00g016915.1,0.304979,0.760034,0.40127,0.00595597
