Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
PGSC0003DMG400002484,gbM,PGSC0003DMG400000272,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400032788,Unclassified,PGSC0003DMG400000274,Unclassified,wgd,Undetermined,Unclassified-Unclassified
PGSC0003DMG400002493,gbM,PGSC0003DMG400000276,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400002525,gbM,PGSC0003DMG400000295,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400013000,gbM,PGSC0003DMG400000324,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400016078,Unclassified,PGSC0003DMG400000330,Unclassified,wgd,Undetermined,Unclassified-Unclassified
PGSC0003DMG400002590,gbM,PGSC0003DMG400000339,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400002601,gbM,PGSC0003DMG400000347,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400002612,gbM,PGSC0003DMG400000360,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400002620,unM,PGSC0003DMG400000365,unM,wgd,Same,unM-unM
PGSC0003DMG400002546,gbM,PGSC0003DMG400000377,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400007435,gbM,PGSC0003DMG400000396,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400030407,gbM,PGSC0003DMG400000396,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400030405,unM,PGSC0003DMG400000398,unM,wgd,Same,unM-unM
PGSC0003DMG400030401,unM,PGSC0003DMG400000405,unM,wgd,Same,unM-unM
PGSC0003DMG402031076,gbM,PGSC0003DMG400000414,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400031075,unM,PGSC0003DMG400000415,unM,wgd,Same,unM-unM
PGSC0003DMG402031064,gbM,PGSC0003DMG400000418,gbM,wgd,Same,gbM-gbM
PGSC0003DMG400027364,unM,PGSC0003DMG400000420,unM,wgd,Same,unM-unM
