Species,Classification,Duplicate.1,Duplicate.2,Duplicate.1_TE_presence,Duplicate.2_TE_presence,Gene_Count,Gene_Percent,TE_Group
Stuberosum,gbM-gbM,gbM,gbM,0,0,4,0.00167644593461861,0-0
Stuberosum,gbM-gbM,gbM,gbM,1,0,0,0,1-0
Stuberosum,gbM-gbM,gbM,gbM,0,1,76,0.0318524727577536,0-1
Stuberosum,gbM-gbM,gbM,gbM,1,1,2306,0.966471081307628,1-1
Stuberosum,gbM-unM,gbM,unM,0,0,0,0,0-0
Stuberosum,gbM-unM,gbM,unM,1,0,9,0.012311901504788,1-0
Stuberosum,gbM-unM,gbM,unM,0,1,5,0.00683994528043776,0-1
Stuberosum,gbM-unM,gbM,unM,1,1,717,0.980848153214774,1-1
Stuberosum,unM-unM,unM,unM,0,0,1,0.0008424599831508,0-0
Stuberosum,unM-unM,unM,unM,1,0,0,0,1-0
Stuberosum,unM-unM,unM,unM,0,1,28,0.0235888795282224,0-1
Stuberosum,unM-unM,unM,unM,1,1,1158,0.975568660488627,1-1
Stuberosum,unM-teM,unM,teM,0,0,1,0.00199203187250996,0-0
Stuberosum,unM-teM,unM,teM,1,0,1,0.00199203187250996,1-0
Stuberosum,unM-teM,unM,teM,0,1,6,0.0119521912350598,0-1
Stuberosum,unM-teM,unM,teM,1,1,494,0.98406374501992,1-1
Stuberosum,gbM-teM,gbM,teM,0,0,0,0,0-0
Stuberosum,gbM-teM,gbM,teM,1,0,3,0.00517241379310345,1-0
Stuberosum,gbM-teM,gbM,teM,0,1,4,0.00689655172413793,0-1
Stuberosum,gbM-teM,gbM,teM,1,1,573,0.987931034482759,1-1
Stuberosum,teM-teM,teM,teM,0,0,1,0.000433463372345037,0-0
Stuberosum,teM-teM,teM,teM,1,0,0,0,1-0
Stuberosum,teM-teM,teM,teM,0,1,20,0.00866926744690074,0-1
Stuberosum,teM-teM,teM,teM,1,1,2286,0.990897269180754,1-1
