Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Prupe.2G049400,unM,Prupe.2G060700,unM,wgd,Same,unM-unM
Prupe.2G055200,teM,Prupe.2G068100,teM,wgd,Same,teM-teM
Prupe.2G055800,unM,Prupe.2G068200,unM,wgd,Same,unM-unM
Prupe.2G057700,unM,Prupe.2G068200,unM,wgd,Same,unM-unM
Prupe.2G057100,teM,Prupe.2G068900,teM,wgd,Same,teM-teM
Prupe.2G055200,teM,Prupe.2G068900,teM,wgd,Same,teM-teM
Prupe.2G055000,gbM,Prupe.2G069200,gbM,wgd,Same,gbM-gbM
Prupe.2G054800,unM,Prupe.2G069300,unM,wgd,Same,unM-unM
Prupe.2G141000,unM,Prupe.2G278200,unM,wgd,Same,unM-unM
Prupe.2G145400,gbM,Prupe.2G281800,gbM,wgd,Same,gbM-gbM
Prupe.2G146300,gbM,Prupe.2G282400,gbM,wgd,Same,gbM-gbM
Prupe.2G149500,unM,Prupe.2G285800,unM,wgd,Same,unM-unM
Prupe.2G149600,unM,Prupe.2G286500,unM,wgd,Same,unM-unM
Prupe.2G151000,unM,Prupe.2G287000,unM,wgd,Same,unM-unM
Prupe.2G151200,unM,Prupe.2G287500,unM,wgd,Same,unM-unM
Prupe.2G152600,unM,Prupe.2G288000,unM,wgd,Same,unM-unM
Prupe.2G154900,gbM,Prupe.2G290100,gbM,wgd,Same,gbM-gbM
Prupe.2G156500,unM,Prupe.2G290800,unM,wgd,Same,unM-unM
Prupe.2G169800,gbM,Prupe.2G296900,gbM,wgd,Same,gbM-gbM
Prupe.2G170900,gbM,Prupe.2G297400,gbM,wgd,Same,gbM-gbM
Prupe.2G171100,gbM,Prupe.2G297900,gbM,wgd,Same,gbM-gbM
Prupe.2G174300,unM,Prupe.2G299800,unM,wgd,Same,unM-unM
Prupe.2G175400,Unclassified,Prupe.2G301100,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Prupe.2G176200,Unclassified,Prupe.2G301500,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Prupe.2G177400,unM,Prupe.2G302500,unM,wgd,Same,unM-unM
Prupe.2G178400,unM,Prupe.2G303200,unM,wgd,Same,unM-unM
Prupe.2G178800,unM,Prupe.2G303500,unM,wgd,Same,unM-unM
Prupe.2G181400,unM,Prupe.2G305100,unM,wgd,Same,unM-unM
Prupe.2G185100,unM,Prupe.2G307400,unM,wgd,Same,unM-unM
Prupe.2G185200,unM,Prupe.2G307600,unM,wgd,Same,unM-unM
Prupe.2G190500,unM,Prupe.2G309000,unM,wgd,Same,unM-unM
Prupe.2G190000,gbM,Prupe.2G309700,gbM,wgd,Same,gbM-gbM
Prupe.2G189200,gbM,Prupe.2G310100,gbM,wgd,Same,gbM-gbM
Prupe.2G188900,gbM,Prupe.2G310500,gbM,wgd,Same,gbM-gbM
Prupe.2G187600,gbM,Prupe.2G311000,gbM,wgd,Same,gbM-gbM
Prupe.2G191800,unM,Prupe.2G314400,unM,wgd,Same,unM-unM
Prupe.2G193400,gbM,Prupe.2G315200,gbM,wgd,Same,gbM-gbM
Prupe.2G193700,unM,Prupe.2G315800,unM,wgd,Same,unM-unM
Prupe.2G194400,unM,Prupe.2G316600,unM,wgd,Same,unM-unM
Prupe.2G194600,unM,Prupe.2G317100,unM,wgd,Same,unM-unM
Prupe.2G196500,unM,Prupe.2G317600,unM,wgd,Same,unM-unM
Prupe.2G197200,unM,Prupe.2G318000,unM,wgd,Same,unM-unM
