Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Prupe.1G003300,Prupe.8G206400,gbM,gbM,wgd,Same,gbM-gbM,0.132047,1.89608,0.0696418,4.48389e-74
Prupe.1G003400,Prupe.8G204500,unM,unM,wgd,Same,unM-unM,0.0976083,1.74672,0.0558809,7.22338e-46
Prupe.1G005400,Prupe.8G204100,unM,unM,wgd,Same,unM-unM,0.512213,2.6253,0.195106,5.50946e-05
Prupe.1G005700,Prupe.8G203500,gbM,gbM,wgd,Same,gbM-gbM,0.164741,1.35349,0.121715,6.63758e-102
Prupe.1G006100,Prupe.8G203400,gbM,unM,wgd,Different,gbM-unM,0.445339,4.05026,0.109953,3.39659e-49
Prupe.1G006700,Prupe.8G202800,unM,unM,wgd,Same,unM-unM,0.0863897,2.09743,0.0411883,2.48667e-43
Prupe.1G008000,Prupe.8G202200,gbM,unM,wgd,Different,gbM-unM,0.526857,1.62938,0.323347,3.03434e-24
Prupe.1G008500,Prupe.8G201600,unM,unM,wgd,Same,unM-unM,0.184325,1.34171,0.137381,3.58735e-07
Prupe.1G008900,Prupe.8G201400,gbM,unM,wgd,Different,gbM-unM,0.158627,1.63947,0.0967548,3.58836e-81
Prupe.1G009000,Prupe.8G201200,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0638012,1.38289,0.0461363,7.00321e-41
Prupe.1G010500,Prupe.8G200600,gbM,unM,wgd,Different,gbM-unM,0.249979,1.57974,0.158241,7.09595e-25
Prupe.1G011200,Prupe.8G240200,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.488464,1.80649,0.270394,5.14792e-56
Prupe.1G013200,Prupe.8G239000,gbM,gbM,wgd,Same,gbM-gbM,0.576697,4.93892,0.116766,1.69001e-83
Prupe.1G014600,Prupe.8G238800,unM,unM,wgd,Same,unM-unM,0.432789,3.55234,0.121832,1.03981e-30
