Feature	Duplication
GRMZM5G800980	dispersed
Zm00001d020645	dispersed
GRMZM5G806435	dispersed
GRMZM5G866979	dispersed
GRMZM5G889299	dispersed
Zm00001d046453	dispersed
GRMZM5G808939	dispersed
Zm00001d000282	dispersed
Zm00001d018163	dispersed
GRMZM5G811749	dispersed
Zm00001d035969	dispersed
GRMZM5G815453	dispersed
Zm00001d000279	dispersed
Zm00001d006402	dispersed
Zm00001d037514	dispersed
Zm00001d045698	dispersed
Zm00001d051485	dispersed
GRMZM5G816274	dispersed
GRMZM5G898772	dispersed
GRMZM5G817985	dispersed
GRMZM5G834908	dispersed
GRMZM5G818111	dispersed
GRMZM5G827951	dispersed
Zm00001d050496	dispersed
GRMZM5G822401	dispersed
Zm00001d035825	dispersed
GRMZM5G827309	dispersed
GRMZM5G846968	dispersed
GRMZM5G858045	dispersed
GRMZM5G874740	dispersed
GRMZM5G834128	dispersed
GRMZM5G894515	dispersed
GRMZM5G834282	dispersed
Zm00001d036952	dispersed
GRMZM5G838963	dispersed
GRMZM5G859187	dispersed
Zm00001d040879	dispersed
GRMZM5G844605	dispersed
GRMZM5G849018	dispersed
GRMZM5G844657	dispersed
GRMZM5G897626	dispersed
GRMZM5G849223	dispersed
Zm00001d004058	dispersed
GRMZM5G852144	dispersed
GRMZM5G897615	dispersed
GRMZM5G856027	dispersed
Zm00001d040819	dispersed
Zm00001d046260	dispersed
GRMZM5G856972	dispersed
GRMZM5G871099	dispersed
GRMZM5G861353	dispersed
GRMZM5G899836	dispersed
GRMZM5G862955	dispersed
GRMZM5G892769	dispersed
GRMZM5G864407	dispersed
Zm00001d019605	dispersed
GRMZM5G877040	dispersed
GRMZM5G881135	dispersed
GRMZM5G877454	dispersed
Zm00001d000270	dispersed
Zm00001d030443	dispersed
GRMZM5G879235	dispersed
Zm00001d046502	dispersed
GRMZM5G883882	dispersed
GRMZM5G884960	dispersed
Zm00001d018162	dispersed
Zm00001d030859	dispersed
Zm00001d046177	dispersed
GRMZM5G897755	dispersed
Zm00001d035824	dispersed
GRMZM5G899366	dispersed
Zm00001d036307	dispersed
Zm00001d000011	dispersed
Zm00001d006880	dispersed
Zm00001d000026	dispersed
Zm00001d025454	dispersed
Zm00001d044684	dispersed
Zm00001d045074	dispersed
Zm00001d047943	dispersed
Zm00001d000027	dispersed
Zm00001d009588	dispersed
Zm00001d025455	dispersed
Zm00001d048663	dispersed
Zm00001d000036	dispersed
Zm00001d044539	dispersed
Zm00001d046411	dispersed
Zm00001d046689	dispersed
Zm00001d000046	dispersed
Zm00001d007808	dispersed
Zm00001d013726	dispersed
Zm00001d031675	dispersed
Zm00001d046371	dispersed
Zm00001d048798	dispersed
Zm00001d000066	dispersed
Zm00001d009311	dispersed
Zm00001d009477	dispersed
Zm00001d020179	dispersed
Zm00001d033384	dispersed
Zm00001d037448	dispersed
Zm00001d040852	dispersed
Zm00001d052991	dispersed
Zm00001d000067	dispersed
Zm00001d007369	dispersed
Zm00001d048174	dispersed
Zm00001d000074	dispersed
Zm00001d000150	dispersed
Zm00001d000079	dispersed
Zm00001d041399	dispersed
Zm00001d042031	dispersed
Zm00001d000080	dispersed
Zm00001d000407	dispersed
Zm00001d036879	dispersed
Zm00001d044553	dispersed
Zm00001d000083	dispersed
Zm00001d003619	dispersed
Zm00001d004298	dispersed
Zm00001d004975	dispersed
Zm00001d013490	dispersed
Zm00001d015591	dispersed
Zm00001d015949	dispersed
Zm00001d028904	dispersed
Zm00001d029542	dispersed
Zm00001d030183	dispersed
Zm00001d031821	dispersed
Zm00001d033603	dispersed
Zm00001d037660	dispersed
Zm00001d041101	dispersed
Zm00001d049978	dispersed
Zm00001d053153	dispersed
Zm00001d053437	dispersed
Zm00001d000085	dispersed
Zm00001d044554	dispersed
Zm00001d000089	dispersed
Zm00001d010317	dispersed
Zm00001d030297	dispersed
Zm00001d050809	dispersed
Zm00001d000095	dispersed
Zm00001d009286	dispersed
Zm00001d019813	dispersed
Zm00001d033377	dispersed
Zm00001d000097	dispersed
Zm00001d012483	dispersed
Zm00001d019659	dispersed
Zm00001d024874	dispersed
Zm00001d037395	dispersed
Zm00001d040133	dispersed
Zm00001d050836	dispersed
Zm00001d000106	dispersed
Zm00001d001777	dispersed
Zm00001d005296	dispersed
Zm00001d005557	dispersed
Zm00001d007344	dispersed
Zm00001d016579	dispersed
Zm00001d017589	dispersed
Zm00001d027289	dispersed
Zm00001d044881	dispersed
Zm00001d045562	dispersed
Zm00001d051159	dispersed
Zm00001d000110	dispersed
Zm00001d041847	dispersed
Zm00001d000111	dispersed
Zm00001d033820	dispersed
Zm00001d052511	dispersed
Zm00001d052557	dispersed
Zm00001d000113	dispersed
Zm00001d009383	dispersed
Zm00001d019642	dispersed
Zm00001d000118	dispersed
Zm00001d012784	dispersed
Zm00001d025811	dispersed
Zm00001d037031	dispersed
Zm00001d000123	dispersed
Zm00001d040953	dispersed
Zm00001d040954	dispersed
Zm00001d000135	dispersed
Zm00001d041612	dispersed
Zm00001d000140	dispersed
Zm00001d007438	dispersed
Zm00001d009980	dispersed
Zm00001d019962	dispersed
Zm00001d022447	dispersed
Zm00001d040195	dispersed
Zm00001d040236	dispersed
Zm00001d042326	dispersed
Zm00001d053314	dispersed
Zm00001d000142	dispersed
Zm00001d013622	dispersed
Zm00001d000147	dispersed
Zm00001d041514	dispersed
Zm00001d000152	dispersed
Zm00001d031782	dispersed
Zm00001d050914	dispersed
Zm00001d000153	dispersed
Zm00001d023429	dispersed
Zm00001d000156	dispersed
Zm00001d038808	dispersed
Zm00001d051286	dispersed
Zm00001d000158	dispersed
Zm00001d004738	dispersed
Zm00001d013327	dispersed
Zm00001d021662	dispersed
Zm00001d000159	dispersed
Zm00001d000448	dispersed
Zm00001d050573	dispersed
Zm00001d000161	dispersed
Zm00001d024659	dispersed
Zm00001d000162	dispersed
Zm00001d009327	dispersed
Zm00001d026192	dispersed
Zm00001d000165	dispersed
Zm00001d041530	dispersed
Zm00001d041766	dispersed
Zm00001d050853	dispersed
Zm00001d000168	dispersed
Zm00001d005562	dispersed
Zm00001d016034	dispersed
Zm00001d000174	dispersed
Zm00001d013316	dispersed
Zm00001d031604	dispersed
Zm00001d043106	dispersed
Zm00001d000178	dispersed
Zm00001d003156	dispersed
Zm00001d011914	dispersed
Zm00001d013458	dispersed
Zm00001d027651	dispersed
Zm00001d000180	dispersed
Zm00001d026689	dispersed
Zm00001d000185	dispersed
Zm00001d035342	dispersed
Zm00001d000186	dispersed
Zm00001d017354	dispersed
Zm00001d041649	dispersed
Zm00001d000188	dispersed
Zm00001d013792	dispersed
Zm00001d016791	dispersed
Zm00001d000191	dispersed
Zm00001d037557	dispersed
Zm00001d000199	dispersed
Zm00001d010023	dispersed
Zm00001d000200	dispersed
Zm00001d004370	dispersed
Zm00001d015982	dispersed
Zm00001d022329	dispersed
Zm00001d025151	dispersed
Zm00001d026073	dispersed
Zm00001d041509	dispersed
Zm00001d051895	dispersed
Zm00001d000202	dispersed
Zm00001d032710	dispersed
Zm00001d000204	dispersed
Zm00001d002038	dispersed
Zm00001d000205	dispersed
Zm00001d031518	dispersed
Zm00001d000209	dispersed
Zm00001d013936	dispersed
Zm00001d036320	dispersed
Zm00001d037040	dispersed
Zm00001d000214	dispersed
Zm00001d041174	dispersed
Zm00001d000217	dispersed
Zm00001d028150	dispersed
Zm00001d039511	dispersed
Zm00001d044550	dispersed
Zm00001d045377	dispersed
Zm00001d051721	dispersed
Zm00001d000219	dispersed
Zm00001d006712	dispersed
Zm00001d024238	dispersed
Zm00001d025231	dispersed
Zm00001d000222	dispersed
Zm00001d038226	dispersed
Zm00001d000223	dispersed
Zm00001d049724	dispersed
Zm00001d000224	dispersed
Zm00001d038224	dispersed
Zm00001d000227	dispersed
Zm00001d033225	dispersed
Zm00001d000228	dispersed
Zm00001d004008	dispersed
Zm00001d021713	dispersed
Zm00001d044186	dispersed
Zm00001d053634	dispersed
Zm00001d000231	dispersed
Zm00001d014544	dispersed
Zm00001d000236	dispersed
Zm00001d026147	dispersed
Zm00001d000237	dispersed
Zm00001d002707	dispersed
Zm00001d004013	dispersed
Zm00001d007091	dispersed
Zm00001d012335	dispersed
Zm00001d000240	dispersed
Zm00001d010711	dispersed
Zm00001d000241	dispersed
Zm00001d006718	dispersed
Zm00001d000250	dispersed
Zm00001d000388	dispersed
Zm00001d015719	dispersed
Zm00001d023866	dispersed
Zm00001d040895	dispersed
Zm00001d046008	dispersed
Zm00001d049065	dispersed
Zm00001d051086	dispersed
Zm00001d000255	dispersed
Zm00001d036911	dispersed
Zm00001d000257	dispersed
Zm00001d003602	dispersed
Zm00001d000294	dispersed
Zm00001d013844	dispersed
Zm00001d000295	dispersed
Zm00001d006036	dispersed
Zm00001d013842	dispersed
Zm00001d000296	dispersed
Zm00001d005499	dispersed
