Feature	Duplication
Lj0g3v0000049	dispersed
Lj0g3v0323529	dispersed
Lj0g3v0000089	dispersed
Lj0g3v0075729	dispersed
Lj0g3v0212599	dispersed
Lj0g3v0272439	dispersed
Lj0g3v0000709	dispersed
Lj2g3v2900180	dispersed
Lj0g3v0000719	dispersed
Lj0g3v0010869	dispersed
Lj0g3v0124009	dispersed
Lj0g3v0179289	dispersed
Lj0g3v0252279	dispersed
Lj0g3v0257829	dispersed
Lj0g3v0267139	dispersed
Lj0g3v0297589	dispersed
Lj3g3v3031050	dispersed
Lj6g3v1211620	dispersed
Lj0g3v0000759	dispersed
Lj4g3v1107650	dispersed
Lj0g3v0000769	dispersed
Lj0g3v0296079	dispersed
Lj3g3v2656760	dispersed
Lj4g3v3020560	dispersed
Lj0g3v0001529	dispersed
Lj0g3v0173189	dispersed
Lj0g3v0238999	dispersed
Lj0g3v0239019	dispersed
Lj0g3v0263289	dispersed
Lj0g3v0302319	dispersed
Lj1g3v0318520	dispersed
Lj1g3v1380980	dispersed
Lj1g3v1788070	dispersed
Lj1g3v1965150	dispersed
Lj1g3v2671490	dispersed
Lj1g3v4776300	dispersed
Lj1g3v4999570	dispersed
Lj2g3v2124210	dispersed
Lj2g3v2136030	dispersed
Lj2g3v2690220	dispersed
Lj3g3v1497210	dispersed
Lj5g3v1003870	dispersed
Lj0g3v0001669	dispersed
Lj0g3v0076539	dispersed
Lj0g3v0001749	dispersed
Lj0g3v0073699	dispersed
Lj0g3v0081559	dispersed
Lj0g3v0112419	dispersed
Lj0g3v0153309	dispersed
Lj0g3v0266639	dispersed
Lj0g3v0331859	dispersed
Lj1g3v2127240	dispersed
Lj2g3v0694660	dispersed
Lj3g3v0966050	dispersed
Lj4g3v1329930	dispersed
Lj4g3v2512850	dispersed
Lj5g3v0539520	dispersed
Lj5g3v0769580	dispersed
Lj5g3v0942040	dispersed
Lj5g3v1073920	dispersed
Lj6g3v0933550	dispersed
Lj0g3v0001859	dispersed
Lj0g3v0306109	dispersed
Lj0g3v0002039	dispersed
Lj5g3v0747230	dispersed
Lj0g3v0002079	dispersed
Ljchlorog3v0000420	dispersed
Lj0g3v0002099	dispersed
Ljchlorog3v0010730	dispersed
Lj0g3v0002169	dispersed
Lj0g3v0259269	dispersed
Lj4g3v1399610	dispersed
Lj0g3v0002289	dispersed
Lj0g3v0021719	dispersed
Lj0g3v0118519	dispersed
Lj0g3v0187409	dispersed
Lj0g3v0270829	dispersed
Lj3g3v2318100	dispersed
Lj5g3v0586850	dispersed
Lj0g3v0002589	dispersed
Lj0g3v0312659	dispersed
Lj0g3v0002619	dispersed
Lj0g3v0192559	dispersed
Lj4g3v0148990	dispersed
Lj0g3v0002709	dispersed
Lj0g3v0162109	dispersed
Lj0g3v0359399	dispersed
Lj0g3v0002769	dispersed
Lj0g3v0019749	dispersed
Lj0g3v0157519	dispersed
Lj5g3v0641450	dispersed
Lj0g3v0002809	dispersed
Lj0g3v0216259	dispersed
Lj1g3v3974910	dispersed
Lj4g3v1335000	dispersed
Lj0g3v0002839	dispersed
Lj0g3v0128979	dispersed
Lj0g3v0289489	dispersed
Lj4g3v1107810	dispersed
Lj4g3v1771580	dispersed
Lj0g3v0002849	dispersed
Lj0g3v0131699	dispersed
Lj0g3v0154149	dispersed
Lj0g3v0002879	dispersed
Lj0g3v0004219	dispersed
Lj0g3v0039849	dispersed
Lj0g3v0042529	dispersed
Lj0g3v0002899	dispersed
Lj0g3v0173579	dispersed
Lj2g3v2088200	dispersed
Lj0g3v0003009	dispersed
Lj0g3v0041089	dispersed
Lj5g3v0962720	dispersed
Lj0g3v0003229	dispersed
Lj3g3v2708770	dispersed
Lj5g3v0615980	dispersed
Lj0g3v0003439	dispersed
Lj0g3v0122649	dispersed
Lj0g3v0143159	dispersed
Lj0g3v0003549	dispersed
Lj0g3v0332849	dispersed
Lj0g3v0003629	dispersed
Lj0g3v0332769	dispersed
Lj0g3v0003689	dispersed
Lj0g3v0024149	dispersed
Lj0g3v0044479	dispersed
Lj0g3v0289389	dispersed
Lj1g3v1207800	dispersed
Lj1g3v3116340	dispersed
Lj2g3v0136360	dispersed
Lj2g3v1415170	dispersed
Lj2g3v3320840	dispersed
Lj4g3v0633570	dispersed
Lj4g3v0843210	dispersed
Lj6g3v0042380	dispersed
Lj0g3v0003709	dispersed
Lj1g3v2964770	dispersed
Lj0g3v0003729	dispersed
Lj0g3v0127039	dispersed
Lj0g3v0129359	dispersed
Lj0g3v0132609	dispersed
Lj0g3v0178729	dispersed
Lj0g3v0218649	dispersed
