Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
gene:BVRB_5g102110,Unclassified,gene:BVRB_1g019010,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_5g101160,Unclassified,gene:BVRB_1g020040,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_1g002720,gbM,gene:BVRB_3g051500,gbM,wgd,Same,gbM-gbM
gene:BVRB_1g002800,unM,gene:BVRB_3g051520,unM,wgd,Same,unM-unM
gene:BVRB_1g002860,unM,gene:BVRB_3g051740,unM,wgd,Same,unM-unM
gene:BVRB_1g003000,Unclassified,gene:BVRB_3g051920,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_1g003570,unM,gene:BVRB_3g052580,unM,wgd,Same,unM-unM
gene:BVRB_1g003640,Unclassified,gene:BVRB_3g052640,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_4g070990,Unclassified,gene:BVRB_3g068480,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_4g071150,Unclassified,gene:BVRB_3g068590,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_1g003470,gbM,gene:BVRB_5g099230,gbM,wgd,Same,gbM-gbM
gene:BVRB_1g003500,Unclassified,gene:BVRB_5g099290,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_1g003520,gbM,gene:BVRB_5g099340,gbM,wgd,Same,gbM-gbM
gene:BVRB_3g052580,unM,gene:BVRB_5g099430,unM,wgd,Same,unM-unM
gene:BVRB_3g052610,gbM,gene:BVRB_5g099450,gbM,wgd,Same,gbM-gbM
gene:BVRB_3g052840,gbM,gene:BVRB_5g099660,gbM,wgd,Same,gbM-gbM
gene:BVRB_1g003910,unM,gene:BVRB_5g099710,unM,wgd,Same,unM-unM
gene:BVRB_3g052980,unM,gene:BVRB_5g099730,unM,wgd,Same,unM-unM
gene:BVRB_1g004210,Unclassified,gene:BVRB_5g100100,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_1g004250,unM,gene:BVRB_5g100240,unM,wgd,Same,unM-unM
gene:BVRB_1g002260,unM,gene:BVRB_5g104150,unM,wgd,Same,unM-unM
gene:BVRB_1g009290,Unclassified,gene:BVRB_6g135170,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_1g009360,unM,gene:BVRB_6g135210,unM,wgd,Same,unM-unM
gene:BVRB_5g113890,Unclassified,gene:BVRB_6g136880,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_5g114010,Unclassified,gene:BVRB_6g137000,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_5g117730,Unclassified,gene:BVRB_6g148050,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_5g118010,Unclassified,gene:BVRB_6g148180,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_5g118030,unM,gene:BVRB_6g148200,unM,wgd,Same,unM-unM
gene:BVRB_5g118070,unM,gene:BVRB_6g148340,unM,wgd,Same,unM-unM
gene:BVRB_5g117250,Unclassified,gene:BVRB_6g148610,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_5g117100,unM,gene:BVRB_6g148820,unM,wgd,Same,unM-unM
gene:BVRB_5g116470,Unclassified,gene:BVRB_6g149530,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_6g130940,gbM,gene:BVRB_6g150000,gbM,wgd,Same,gbM-gbM
gene:BVRB_6g131280,unM,gene:BVRB_6g150540,unM,wgd,Same,unM-unM
gene:BVRB_5g115190,teM,gene:BVRB_6g154680,teM,wgd,Same,teM-teM
gene:BVRB_5g115330,unM,gene:BVRB_6g154840,unM,wgd,Same,unM-unM
gene:BVRB_5g115830,unM,gene:BVRB_6g155050,unM,wgd,Same,unM-unM
gene:BVRB_5g115990,Unclassified,gene:BVRB_6g155250,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g023550,gbM,gene:BVRB_7g171840,gbM,wgd,Same,gbM-gbM
gene:BVRB_2g023660,Unclassified,gene:BVRB_7g171990,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g023680,Unclassified,gene:BVRB_7g172010,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g023720,Unclassified,gene:BVRB_7g172030,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g023740,Unclassified,gene:BVRB_7g172040,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g023980,unM,gene:BVRB_7g172370,unM,wgd,Same,unM-unM
gene:BVRB_2g024050,unM,gene:BVRB_7g172470,unM,wgd,Same,unM-unM
gene:BVRB_2g025210,unM,gene:BVRB_7g173470,unM,wgd,Same,unM-unM
gene:BVRB_2g025160,Unclassified,gene:BVRB_7g173500,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g025130,Unclassified,gene:BVRB_7g173520,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_2g024880,gbM,gene:BVRB_7g173780,gbM,wgd,Same,gbM-gbM
gene:BVRB_2g024780,Unclassified,gene:BVRB_7g173820,Unclassified,wgd,Undetermined,Unclassified-Unclassified
gene:BVRB_4g090060,gbM,gene:BVRB_8g184590,gbM,wgd,Same,gbM-gbM
gene:BVRB_4g089940,gbM,gene:BVRB_8g184680,gbM,wgd,Same,gbM-gbM
