Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Gorai.001G016800,unM,Gorai.001G019100,unM,wgd,Same,unM-unM
Gorai.001G010000,unM,Gorai.001G024300,unM,wgd,Same,unM-unM
Gorai.001G008600,unM,Gorai.001G026400,unM,wgd,Same,unM-unM
Gorai.001G099600,unM,Gorai.001G190300,unM,wgd,Same,unM-unM
Gorai.001G099000,gbM,Gorai.001G191700,gbM,wgd,Same,gbM-gbM
Gorai.001G096900,Unclassified,Gorai.001G195600,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Gorai.001G087900,unM,Gorai.001G205500,unM,wgd,Same,unM-unM
Gorai.001G089700,unM,Gorai.001G206600,unM,wgd,Same,unM-unM
Gorai.001G089900,gbM,Gorai.001G207100,gbM,wgd,Same,gbM-gbM
Gorai.001G090100,unM,Gorai.001G207500,unM,wgd,Same,unM-unM
Gorai.001G090200,unM,Gorai.001G208000,unM,wgd,Same,unM-unM
Gorai.001G090300,unM,Gorai.001G208200,unM,wgd,Same,unM-unM
Gorai.001G091200,unM,Gorai.001G209500,unM,wgd,Same,unM-unM
Gorai.001G091800,unM,Gorai.001G210400,unM,wgd,Same,unM-unM
Gorai.001G092200,unM,Gorai.001G211700,unM,wgd,Same,unM-unM
Gorai.001G092700,gbM,Gorai.001G212600,gbM,wgd,Same,gbM-gbM
Gorai.001G092800,unM,Gorai.001G213300,unM,wgd,Same,unM-unM
Gorai.001G092900,unM,Gorai.001G213400,unM,wgd,Same,unM-unM
Gorai.001G093900,unM,Gorai.001G214500,unM,wgd,Same,unM-unM
Gorai.001G195200,unM,Gorai.001G217700,unM,wgd,Same,unM-unM
Gorai.001G097600,gbM,Gorai.001G218800,gbM,wgd,Same,gbM-gbM
Gorai.001G194400,unM,Gorai.001G219000,unM,wgd,Same,unM-unM
Gorai.001G098000,unM,Gorai.001G219100,unM,wgd,Same,unM-unM
Gorai.001G194200,unM,Gorai.001G219500,unM,wgd,Same,unM-unM
Gorai.001G194000,unM,Gorai.001G219600,unM,wgd,Same,unM-unM
Gorai.001G099200,unM,Gorai.001G220800,unM,wgd,Same,unM-unM
Gorai.001G191800,unM,Gorai.001G221400,unM,wgd,Same,unM-unM
Gorai.001G191400,unM,Gorai.001G222200,unM,wgd,Same,unM-unM
Gorai.001G099600,unM,Gorai.001G223700,unM,wgd,Same,unM-unM
Gorai.001G101100,gbM,Gorai.001G227000,gbM,wgd,Same,gbM-gbM
Gorai.001G102800,unM,Gorai.001G229300,unM,wgd,Same,unM-unM
Gorai.001G188300,gbM,Gorai.001G231300,gbM,wgd,Same,gbM-gbM
Gorai.001G187500,gbM,Gorai.001G233300,gbM,wgd,Same,gbM-gbM
Gorai.001G187200,unM,Gorai.001G233500,unM,wgd,Same,unM-unM
Gorai.001G187100,gbM,Gorai.001G233800,gbM,wgd,Same,gbM-gbM
Gorai.001G183300,gbM,Gorai.001G235400,gbM,wgd,Same,gbM-gbM
Gorai.001G182300,unM,Gorai.001G237300,unM,wgd,Same,unM-unM
Gorai.001G181500,gbM,Gorai.001G237700,gbM,wgd,Same,gbM-gbM
Gorai.001G176600,unM,Gorai.001G252400,unM,wgd,Same,unM-unM
Gorai.001G178100,unM,Gorai.001G254200,unM,wgd,Same,unM-unM
Gorai.001G178800,unM,Gorai.001G254300,unM,wgd,Same,unM-unM
Gorai.001G179400,Unclassified,Gorai.001G254800,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Gorai.002G003500,unM,Gorai.002G195000,unM,wgd,Same,unM-unM
Gorai.002G003200,gbM,Gorai.002G196900,gbM,wgd,Same,gbM-gbM
Gorai.002G002800,unM,Gorai.002G198200,unM,wgd,Same,unM-unM
Gorai.002G002600,unM,Gorai.002G198700,unM,wgd,Same,unM-unM
Gorai.002G002200,gbM,Gorai.002G200500,gbM,wgd,Same,gbM-gbM
Gorai.002G002100,unM,Gorai.002G201200,unM,wgd,Same,unM-unM
Gorai.002G002000,unM,Gorai.002G203400,unM,wgd,Same,unM-unM
Gorai.002G001500,gbM,Gorai.002G207300,gbM,wgd,Same,gbM-gbM
Gorai.002G001100,unM,Gorai.002G209600,unM,wgd,Same,unM-unM
Gorai.001G127100,gbM,Gorai.002G232700,gbM,wgd,Same,gbM-gbM
Gorai.001G123700,unM,Gorai.002G236500,unM,wgd,Same,unM-unM
Gorai.002G158500,unM,Gorai.002G240000,unM,wgd,Same,unM-unM
Gorai.002G158800,unM,Gorai.002G240700,unM,wgd,Same,unM-unM
Gorai.002G159400,unM,Gorai.002G241800,unM,wgd,Same,unM-unM
Gorai.002G159600,unM,Gorai.002G242000,unM,wgd,Same,unM-unM
Gorai.002G159700,unM,Gorai.002G242200,unM,wgd,Same,unM-unM
Gorai.001G249000,unM,Gorai.002G252600,unM,wgd,Same,unM-unM
Gorai.001G250000,unM,Gorai.002G253900,unM,wgd,Same,unM-unM
Gorai.002G112400,Unclassified,Gorai.003G000800,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Gorai.001G199900,unM,Gorai.003G001200,unM,wgd,Same,unM-unM
Gorai.001G199200,unM,Gorai.003G002200,unM,wgd,Same,unM-unM
Gorai.002G116700,unM,Gorai.003G003000,unM,wgd,Same,unM-unM
Gorai.002G118900,unM,Gorai.003G004100,unM,wgd,Same,unM-unM
Gorai.002G120400,unM,Gorai.003G004800,unM,wgd,Same,unM-unM
Gorai.002G120800,unM,Gorai.003G005500,unM,wgd,Same,unM-unM
Gorai.002G199800,gbM,Gorai.003G006300,gbM,wgd,Same,gbM-gbM
Gorai.002G198000,unM,Gorai.003G007800,unM,wgd,Same,unM-unM
Gorai.002G196800,unM,Gorai.003G008200,unM,wgd,Same,unM-unM
Gorai.002G127200,gbM,Gorai.003G014000,gbM,wgd,Same,gbM-gbM
Gorai.001G011600,gbM,Gorai.003G059500,gbM,wgd,Same,gbM-gbM
Gorai.001G009600,unM,Gorai.003G061300,unM,wgd,Same,unM-unM
Gorai.001G008900,gbM,Gorai.003G061800,gbM,wgd,Same,gbM-gbM
Gorai.001G078500,unM,Gorai.003G099500,unM,wgd,Same,unM-unM
Gorai.001G077400,Unclassified,Gorai.003G101200,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Gorai.001G077000,gbM,Gorai.003G101300,gbM,wgd,Same,gbM-gbM
Gorai.001G076400,unM,Gorai.003G102000,unM,wgd,Same,unM-unM
Gorai.001G076200,unM,Gorai.003G102500,unM,wgd,Same,unM-unM
Gorai.001G067000,unM,Gorai.003G103100,unM,wgd,Same,unM-unM
Gorai.001G066900,unM,Gorai.003G103200,unM,wgd,Same,unM-unM
Gorai.001G066600,gbM,Gorai.003G103300,gbM,wgd,Same,gbM-gbM
